#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T04:32:53 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T04:32:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/203/catalog&-order=I&-out=SeqNo&-out=IDs&-out=pmX&-out=pmY&-out=e_pm&-out=Pr&-out=V&-out=B-V&-out=U-B&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1203
#Name: I/203
#Title: Proper Motions, UBV-Phot. & Spectral Class Region 7092 (Platais 1994)
#INFO	ivoid=ivo://cds.vizier/i/203	    IVOID of underlying data collection
#INFO	creator=Platais I.	    First author or institution
#INFO	cites=bibcode:1994BICDS..44....9P	    Article or Data origin sources
#INFO	original_date=1994	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/203	    Dataset landing page
#INFO	publication_date=2017-09-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	I_203_catalog:
#Name: I/203/catalog
#Title: The Catalogue in the region of NGC 7092
#Column	SeqNo	(I4)	[1/7931]+ Sequential number of the star.	[ucd=meta.id;meta.main]
#Column	IDs	(A1)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	pmX	(F6.1)	Relative proper motions in X (2)	[ucd=pos.pm]
#Column	pmY	(F6.1)	Relative proper motions in Y (2)	[ucd=pos.pm]
#Column	e_pm	(F4.1)	Mean standard error of proper motions (6)	[ucd=stat.error]
#Column	Pr	(I3)	Calculated membership probabilities (7)	[ucd=stat.fit.goodness]
#Column	V	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-B	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	RAJ2000	(A11)	Right Ascension (hours), Equinox=J2000 and Epoch=J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (degrees)	[ucd=pos.eq.dec;meta.main]
SeqNo;IDs;pmX;pmY;e_pm;Pr;V;B-V;U-B;RAJ2000;DEJ2000
6776; ;   1.3;   1.2; 2.6;  0;14.74; 0.65; 0.29;21 35 12.54;+48 49 02.3
6777; ;   0.4;  -2.0; 1.8;  0;13.43; 0.45; 0.48;21 35 13.00;+48 57 43.6
6778; ;  -8.5; -12.7; 3.3;  0;15.34; 0.61; 0.31;21 35 12.94;+48 54 56.8
6779; ;  -2.2;  -6.2; 1.7;  0;10.85; 1.61; 1.71;21 35 10.47;+47 45 14.4
6780; ;   0.2;   7.3; 1.8;  0;12.75; 1.96; 2.32;21 35 10.94;+47 56 23.3
6781; ;   2.9;  -2.5; 1.6;  0;13.67; 0.77; 0.51;21 35 11.22;+47 59 03.9
6782; ;   1.5;  -0.5; 3.5;  0;14.74; 0.91; 0.27;21 35 10.59;+47 40 52.5
6783; ;   5.2;   6.6; 2.6;  0;14.90; 0.74; 0.25;21 35 13.39;+48 54 13.8
6784;*;  -4.6;  -5.2; 1.7;  0;12.34; 0.32; 0.15;21 35 13.31;+48 54 22.7
6785; ;   0.5;   0.6; 1.7;  0;14.38; 0.51; 0.43;21 35 12.80;+48 32 31.7
6786; ;   2.6;   3.9; 7.4;  0;12.82; 1.70; 1.76;21 35 14.31;+49 10 17.5
6787; ;  15.9;  -1.0; 2.1;  0;14.55; 0.75; 0.46;21 35 12.39;+48 11 54.1
6788; ;   4.9;   0.3; 3.0;  0;12.64; 0.33; 0.36;21 35 14.51;+49 09 26.8
6789; ;  -1.4;  -0.6; 1.5;  0;13.91; 0.41; 0.37;21 35 12.66;+48 11 31.8
6790; ;   3.5;   3.3; 2.5;  0;15.24; 0.66; 0.40;21 35 13.80;+48 40 57.2
6791;*;  -5.2; -17.2; 1.7; 97; 9.48; 0.22; 0.11;21 35 13.31;+48 26 13.8
6792; ;  10.0;   7.1; 1.8;  0;13.25; 1.54; 1.53;21 35 14.29;+48 47 28.2
6793; ;  -2.7;  -1.9; 1.6;  0;13.97; 0.47; 0.61;21 35 13.44;+48 27 48.1
6794; ; -15.2;  -2.4; 3.2;  0;14.62; 1.49; 1.15;21 35 12.44;+48 03 12.6
6795; ;  -5.0;   0.3; 2.8;  0;15.07; 0.68; 0.14;21 35 11.88;+47 44 04.1
6796; ;  -4.8;   0.1; 2.6;  0;14.94; 0.45; 0.43;21 35 14.52;+48 48 39.8
6797; ;  -6.5;   2.7; 1.9;  0;12.01; 1.73; 1.91;21 35 15.23;+49 07 05.9
6798; ;  -1.4;  -0.6; 1.6;  0;13.75; 0.77; 0.48;21 35 13.03;+48 05 03.3
6799; ;  -9.1;  -1.2; 2.8;  0;15.09; 0.50; 0.53;21 35 14.05;+48 27 50.3
6800; ;  -2.6;  -1.3; 1.8;  0;14.31; 0.56; 0.33;21 35 15.01;+48 46 33.7
6801; ;   3.7;   2.0; 2.4;  0;14.89; 0.62; 0.45;21 35 14.32;+48 26 08.2
6802; ;   2.0;   4.1; 2.7;  0;15.37; 0.70; 0.27;21 35 14.66;+48 34 18.8
6803; ;   5.2; -22.1; 2.7;  0;11.19; 0.68; 0.25;21 35 16.31;+49 14 45.1
6804; ;   6.4;   8.9; 1.7;  0;12.41; 0.57; 0.45;21 35 15.27;+48 46 48.4
6805; ;   6.0;  -5.3; 2.8;  0;15.24; 0.65; 0.35;21 35 15.26;+48 45 53.5
6806; ;  -5.6;  -2.0; 1.9;  0;14.60; 0.53; 0.51;21 35 15.14;+48 37 59.1
6807; ;   4.4;   9.5; 2.6;  0;14.56; 1.02; 0.35;21 35 13.69;+47 55 51.7
6808; ;  -1.1;   2.5; 1.8;  0;14.32; 0.31; 0.39;21 35 16.21;+49 00 49.8
6809; ;  -5.3; -15.1; 1.4; 81;11.21; 0.47; 0.00;21 35 14.72;+48 19 02.2
6810; ;   4.6;   1.6; 3.3;  0;14.88; 0.93; 0.20;21 35 16.07;+48 49 32.5
6811; ;   1.8;  -1.8; 1.7;  0;11.79; 2.08; 2.27;21 35 14.08;+47 55 24.4
6812; ;  -9.3;  -8.6; 2.3;  0;14.57; 0.75; 0.26;21 35 16.20;+48 49 58.2
6813; ;   2.8;   2.9; 1.7;  0;13.27; 1.34; 1.10;21 35 14.77;+48 05 48.3
6814; ;  -0.6;  -5.2; 2.9;  0;15.22; 0.59; 0.51;21 35 15.11;+48 14 15.8
6815; ;   0.5;   0.1; 1.7;  0;13.96; 0.51; 0.51;21 35 14.44;+47 56 02.5
6816; ;  -2.7;  -1.7; 2.6;  0;14.91; 0.35; 0.33;21 35 16.70;+48 55 01.6
6817; ;  -0.9;   0.9; 1.7;  0;14.10; 0.77; 0.64;21 35 15.54;+48 14 00.4
6818; ;  -3.7;   5.0; 1.6;  0;11.80; 0.39; 0.26;21 35 14.63;+47 49 38.6
6819; ;   3.0;  -2.3; 4.4;  0;13.01; 1.23; 1.02;21 35 17.96;+49 09 37.1
6820; ;  -8.3;  -2.0; 2.2;  0;14.50; 0.75; 0.25;21 35 16.85;+48 37 54.6
6821; ;   3.0;  -1.5; 2.5;  0;15.19; 0.69; 0.67;21 35 15.68;+48 01 47.5
6822; ;  -6.0;  -0.8; 3.3;  0;14.08; 1.62; 1.53;21 35 15.48;+47 57 00.7
6823; ;   2.3;  -0.8; 1.6;  0;13.55; 0.43; 0.50;21 35 17.04;+48 33 45.2
6824; ;  -0.7;  -2.5; 2.8;  0;13.15; 1.97; 1.85;21 35 15.45;+47 50 36.4
6825; ;   6.9;   2.0; 2.1;  0;14.19; 0.89; 0.70;21 35 15.94;+48 01 08.8
6826; ;   4.9;   2.3; 1.8;  0;14.17; 0.96; 0.47;21 35 16.67;+48 20 26.8
6827; ;  -9.3;   4.0; 2.6;  0;14.25; 1.17; 1.09;21 35 16.81;+48 21 19.6
6828; ; -10.6;  -5.0; 2.9;  0;14.80; 0.79; 0.32;21 35 16.29;+48 03 59.5
6829; ;  -1.8;  -2.9; 3.3;  0;15.44; 0.62; 0.44;21 35 17.89;+48 42 17.2
6830; ;  11.1;  16.7; 1.9;  0;14.03; 0.85; 0.16;21 35 18.87;+49 03 59.7
6831; ;  -1.4;   9.5; 2.6;  0;14.73; 0.73; 0.08;21 35 16.20;+47 57 33.0
6832; ;  -0.8;   2.2; 3.1;  0;15.38; 0.65; 0.39;21 35 17.37;+48 25 14.5
6833; ;  13.4;   8.5; 1.6;  0;13.67; 0.65; 0.22;21 35 17.99;+48 33 11.9
6834; ;   2.4;   4.6; 3.1;  0;15.08; 0.93; 0.34;21 35 17.88;+48 27 05.4
6835; ; -13.1;   1.2; 3.6;  0;15.31; 0.62; 0.19;21 35 16.06;+47 40 19.1
6836; ;   0.7;  -3.7; 1.5;  0;12.19; 0.53; 0.54;21 35 17.77;+48 21 38.0
6837; ;  -2.9;   1.8; 2.9;  0;14.08; 1.22; 1.02;21 35 19.11;+48 55 50.0
6838; ;  -2.0;  -0.2; 4.4;  0;14.25; 0.34; 0.32;21 35 19.78;+49 09 09.5
6839; ;  -2.4;  11.2; 3.2;  0;14.95; 0.83; 0.34;21 35 18.58;+48 38 45.3
6840; ;  -0.4;   2.7; 2.3;  0;14.67; 0.81; 0.37;21 35 17.75;+48 09 12.4
6841; ;   7.0;  -0.6; 2.8;  0;14.43; 1.57; 1.32;21 35 18.48;+48 23 09.8
6842; ;   5.1;   1.5; 2.3;  0;12.56; 0.51;-0.02;21 35 16.90;+47 40 40.7
6843; ; -14.3; -12.2; 1.7;  0;13.93; 1.03; 0.29;21 35 18.29;+48 19 19.0
6844; ;   7.1;   4.2; 1.7;  0;11.84; 0.33; 0.23;21 35 20.07;+48 58 59.0
6845; ;  -8.2;  -2.0; 2.7;  0;14.27; 1.46; 1.03;21 35 17.98;+48 07 47.8
6846; ;   3.0;   3.4; 2.4;  0;14.73; 0.81; 0.05;21 35 19.97;+48 55 23.7
6847; ;   0.8;  -1.6; 1.8;  0;14.47; 0.65; 0.56;21 35 18.54;+48 13 48.7
6848; ;   1.1;   2.6; 1.6;  0;14.03; 0.20; 0.04;21 35 20.42;+48 52 54.9
6849; ;  -2.6;  -0.9; 1.7;  0;14.11; 0.55; 0.48;21 35 18.97;+48 08 38.4
6850; ;   4.3;   5.2; 1.8;  0;14.25; 0.77; 0.44;21 35 19.79;+48 27 59.1
6851; ;   0.9;   1.8; 1.8;  0;12.89; 1.08; 0.86;21 35 20.95;+48 56 07.4
6852; ;  -0.8;  -1.1; 1.9;  0;14.42; 0.56; 0.32;21 35 21.27;+49 01 32.4
6853; ;   6.8;  13.4; 2.2;  0;14.52; 0.82; 0.39;21 35 20.04;+48 27 49.2
6854; ;  -3.9;  -0.9; 2.6;  0;15.07; 0.91; 0.37;21 35 19.82;+48 23 19.4
6855; ; -10.4;  -1.3; 3.0;  0;14.63; 0.73; 0.04;21 35 18.05;+47 37 02.6
6856; ;  -2.2;  -5.9; 3.3;  0;14.50; 1.35; 0.97;21 35 21.45;+48 59 31.2
6857; ;   2.3;   5.3; 2.4;  0;14.92; 0.63; 0.46;21 35 20.70;+48 38 45.0
6858; ;  -2.5;  -2.9; 2.5;  0;15.00; 0.61; 0.38;21 35 20.67;+48 35 28.3
6859; ;   0.6;   1.3; 1.9;  0;14.43; 0.81; 0.32;21 35 20.71;+48 33 43.8
6860; ;  -1.5;  -4.0; 2.8;  0;15.00; 0.83; 0.18;21 35 19.08;+47 43 56.4
6861; ;  -2.1;   0.7; 2.2;  0;14.44; 0.88; 0.39;21 35 20.05;+48 07 26.7
6862; ;   8.5;   5.0; 1.7;  0;13.94; 0.67; 0.34;21 35 19.57;+47 52 29.1
6863; ;   6.6;  -0.3; 2.9;  0;14.40; 1.56; 1.15;21 35 21.63;+48 44 33.3
6864; ;  -1.8;  -3.0; 2.2;  0;14.61; 0.74; 0.38;21 35 19.98;+48 04 39.5
6865; ;   8.1;   4.2; 3.0;  0;12.48; 0.70; 0.42;21 35 22.80;+49 10 12.6
6866; ;   1.8;  -1.5; 3.1;  0;14.76; 1.48; 0.96;21 35 20.62;+48 16 42.1
6867; ;  -4.0;  -2.8; 1.5;  0;13.44; 0.71; 0.55;21 35 20.48;+48 12 33.4
6868; ;  -1.4;   2.9; 2.8;  0;13.04; 1.51; 1.51;21 35 19.16;+47 37 42.8
6869; ;   2.0;  -0.3; 2.9;  0;15.26; 0.69; 0.42;21 35 21.96;+48 41 33.3
6870; ;   4.0;   0.0; 1.6;  0;13.57; 0.49; 0.41;21 35 22.53;+48 55 10.8
6871; ;  -4.0;  -2.2; 1.8;  0;13.24; 1.47; 1.26;21 35 22.47;+48 55 27.0
6872; ;   1.0;  -0.9; 1.6;  0;12.76; 0.64; 0.59;21 35 20.52;+48 04 51.6
6873; ;  -7.9; -12.0; 3.2;  0;15.14; 0.80; 0.27;21 35 21.77;+48 35 38.4
6874; ;  -4.5;  -3.8; 1.5;  0;13.57; 0.60; 0.38;21 35 20.81;+48 10 09.8
6875; ;  -6.5;  -1.1; 1.7;  0;13.89; 0.72; 0.35;21 35 22.14;+48 42 39.3
6876; ;   4.2;  -0.8; 3.3;  0;15.16; 1.00; 0.41;21 35 22.45;+48 47 48.7
6877; ;  -5.5;   4.5; 2.5;  0;14.53; 1.05; 0.37;21 35 21.80;+48 33 18.1
6878; ;  -1.2;   0.9; 4.4;  0;14.24; 0.58; 0.40;21 35 23.57;+49 10 59.8
6879; ;   0.4;   1.1; 1.5;  0;11.07; 0.37; 0.02;21 35 22.57;+48 45 58.9
6880; ; -15.9;  -7.0; 4.5;  0;14.76; 1.27; 0.80;21 35 20.37;+47 52 47.8
6881; ;  -3.5;  -0.2; 2.7;  0;14.88; 0.42; 0.25;21 35 23.27;+49 01 59.5
6882; ;   4.9;   1.8; 1.7;  0;12.38; 0.47; 0.11;21 35 20.77;+47 57 39.8
6883; ;  11.5;   7.5; 1.5;  0;10.50; 1.69; 2.24;21 35 22.48;+48 38 02.8
6884; ;   5.2;  -4.6; 2.9;  0;14.83; 1.10; 0.70;21 35 22.61;+48 41 01.9
6885; ;  -3.2;  -1.1; 1.5;  0;13.51; 0.53; 0.48;21 35 22.33;+48 34 19.7
6886; ;  -0.5;  -1.5; 2.6;  0;15.31; 0.68; 0.16;21 35 22.85;+48 45 38.3
6887; ;  -9.9;  -1.7; 3.0;  0;13.41; 0.72; 0.25;21 35 20.11;+47 37 49.2
6888; ;  -5.4;  -8.3; 2.4;  0;14.62; 1.14; 0.44;21 35 22.14;+48 24 56.9
6889; ; -68.2; -51.5; 1.8;  0;10.16; 0.74; 0.40;21 35 23.30;+48 59 41.9
6890; ;   5.7;   3.8; 2.6;  0;13.99; 1.39; 0.95;21 35 23.38;+48 43 43.0
6891; ;   0.6;  -1.0; 1.6;  0;13.84; 0.26; 0.24;21 35 23.65;+48 51 08.3
6892; ;  -8.8;  -6.0; 3.1;  0;15.06; 1.02; 0.30;21 35 22.18;+48 15 37.2
6893; ;   1.0;   5.3; 2.9;  0;14.08; 1.49; 1.07;21 35 21.67;+47 59 48.9
6894; ;  -2.0;   0.1; 2.9;  0;15.07; 0.84; 0.27;21 35 23.42;+48 42 36.3
6895; ;   7.7;  -2.4; 2.2;  0;14.56; 0.83; 0.30;21 35 22.41;+48 13 52.0
6896; ;  -1.0;   7.1; 3.0;  0;14.40; 1.34; 0.94;21 35 21.04;+47 40 31.8
6897; ;   0.8;  -3.3; 2.3;  0;13.53; 0.34; 0.19;21 35 24.59;+49 08 10.3
6898; ;   1.6;  -3.5; 1.8;  0;14.17; 0.65; 0.56;21 35 23.79;+48 44 07.9
6899; ;  -8.8;   2.3; 2.4;  0;14.97; 0.98; 0.39;21 35 22.69;+48 18 29.3
6900; ;  -1.8;   1.6; 1.8;  0;13.12; 0.43; 0.43;21 35 21.50;+47 46 37.3
6901; ;  -3.0;   2.2; 3.3;  0;14.16; 1.47; 1.24;21 35 22.08;+47 56 35.4
6902; ; -25.3;  -6.9; 2.8;  0;14.62; 0.87; 0.22;21 35 22.62;+48 14 16.8
6903; ;  -7.3;  -3.1; 2.4;  0;15.20; 0.72; 0.56;21 35 22.92;+48 17 28.4
6904; ;  19.3;  14.3; 2.2;  0;14.50; 0.92; 0.26;21 35 23.49;+48 25 42.4
6905; ;  -0.3;  -1.4; 1.8;  0;13.36; 1.39; 0.96;21 35 21.77;+47 46 10.9
6906; ;  -2.8;  -0.8; 7.4;  0;14.32; 0.43; 0.32;21 35 25.21;+49 10 40.4
6907; ;   3.9;   1.2; 3.1;  0;13.85; 1.39; 1.14;21 35 21.48;+47 36 51.5
6908; ;  -2.4;  -1.9; 1.7;  0;14.24; 0.41; 0.23;21 35 23.80;+48 34 07.0
6909; ;   1.2;   4.4; 1.7;  0;14.46; 0.48; 0.50;21 35 23.56;+48 27 18.0
6910; ;   1.2;   0.7; 2.1;  0;14.64; 0.62; 0.34;21 35 23.18;+48 15 50.2
6911; ;  -1.1;  -1.1; 1.7;  0;13.72; 0.89; 0.87;21 35 22.43;+47 53 16.3
6912; ;  -5.5;  -4.8; 3.3;  0;15.02; 0.85; 0.54;21 35 22.47;+47 51 06.8
6913; ;  -5.4;   0.3; 3.0;  0;14.59; 0.70; 0.22;21 35 22.12;+47 40 52.1
6914; ;   2.2;   4.2; 2.2;  0;14.58; 0.63; 0.31;21 35 25.15;+48 53 52.3
6915; ;   1.1;  -5.5; 2.6;  0;14.84; 0.93; 0.28;21 35 23.93;+48 22 54.1
6916; ;   1.3;   0.6; 2.7;  0;14.98; 0.80; 0.34;21 35 24.41;+48 32 14.4
6917; ;  10.1;  -1.3; 2.3;  0;14.71; 0.63; 0.30;21 35 25.61;+48 57 12.1
6918; ;  -0.8;   4.7; 3.0;  0;14.93; 0.73; 0.17;21 35 25.52;+48 56 52.2
6919; ;   5.0;   2.1; 4.4;  0;13.69; 0.68; 0.48;21 35 26.42;+49 09 56.1
6920; ;   5.2;   4.0; 2.7;  0;10.00; 1.36; 1.40;21 35 26.53;+49 11 57.5
6921; ;  -3.9;  -0.5; 1.8;  0;12.78; 0.49; 0.51;21 35 23.07;+47 46 36.6
6922; ;  -3.2;  -4.8; 3.0;  0;12.81; 0.74; 0.54;21 35 26.59;+49 10 25.9
6923; ;   9.2;   2.6; 3.1;  0;14.81; 0.77; 0.31;21 35 26.41;+49 02 40.6
6924; ;  12.4;   7.3; 2.6;  0;14.60; 0.86; 0.35;21 35 24.75;+48 21 33.6
6925; ;   3.1;   4.0; 1.7;  0;13.76; 0.45; 0.43;21 35 26.63;+49 03 33.8
6926; ; -13.6;  12.1; 3.1;  0;15.45; 0.84; 0.43;21 35 24.37;+48 11 26.0
6927; ;  -9.6;   5.3; 2.8;  0;13.10; 2.22; 2.33;21 35 23.88;+47 56 13.0
6928; ;  -4.5;   0.7; 2.8;  0;15.01; 0.79; 0.28;21 35 23.84;+47 46 46.5
6929; ;   1.5;   1.5; 2.4;  0;14.59; 0.89; 0.56;21 35 24.62;+48 01 09.7
6930; ;  21.5;  17.8; 1.7;  0;12.78; 0.61; 0.14;21 35 25.24;+47 58 37.7
6931; ;  30.1;   1.7; 1.9;  0;13.71;-0.22;-0.86;21 35 28.11;+49 03 38.0
6932; ;  -4.7;  -1.8; 1.6;  0;12.16; 1.53; 1.36;21 35 26.17;+48 23 35.3
6933; ;  10.8;   1.4; 2.5;  0;14.08; 1.16; 0.61;21 35 25.95;+48 13 20.9
6934; ;  -1.4;  -0.8; 1.8;  0;13.51; 0.35; 0.47;21 35 27.66;+48 54 51.3
6935; ;  -0.4;  -6.4; 3.0;  0;14.89; 0.73; 0.10;21 35 28.06;+48 59 57.0
6936; ;   3.1;   3.6; 2.2;  0;14.36; 0.62; 0.40;21 35 28.18;+49 01 30.8
6937; ;   1.5;   0.3; 1.8;  0;13.50; 1.51; 1.26;21 35 26.88;+48 27 22.6
6938; ;  -2.2;  -7.6; 2.7;  0;15.08; 0.91; 0.27;21 35 26.34;+48 12 06.5
6939; ;  -6.0;  -3.0; 1.7;  0;11.65; 0.38; 0.41;21 35 28.22;+48 57 05.9
6940; ; -14.1;   2.0; 2.5;  0;14.76; 1.03; 0.29;21 35 26.43;+48 13 20.3
6941; ;  16.9;  17.8; 1.8;  0;12.08; 0.64; 1.05;21 35 28.76;+48 56 43.2
6942; ;   1.5;   0.7; 3.5;  0;14.46; 1.35; 1.00;21 35 28.97;+49 03 18.6
6943; ;  -7.2;   4.1; 3.3;  0;14.98; 0.87; 0.32;21 35 25.95;+47 48 26.6
6944; ;  10.0;   8.7; 2.6;  0;14.24; 0.97; 0.46;21 35 26.18;+47 50 29.8
6945; ;  -2.7;  -3.1; 4.4;  0;14.05; 0.71; 0.41;21 35 29.42;+49 10 10.6
6946; ;   0.8;   2.3; 1.7;  0;11.09; 0.52; 0.38;21 35 29.32;+48 56 42.8
6947; ;  -1.1;  -2.4; 1.6;  0;12.83; 1.39; 1.28;21 35 29.36;+48 56 16.6
6948; ;   3.9;   0.1; 3.3;  0;15.06; 0.96; 0.40;21 35 29.37;+48 51 33.6
6949; ;   1.2;   2.2; 1.8;  0;14.14; 0.69; 0.30;21 35 29.58;+48 55 46.8
6950; ;  -4.7;  -2.2; 2.6;  0;14.29; 0.91; 0.40;21 35 26.77;+47 48 01.8
6951; ;  -0.1;   6.3; 2.8;  0;13.97; 1.46; 1.42;21 35 29.19;+48 39 48.3
6952; ; -11.9;   0.5; 3.3;  0;15.15; 0.89; 0.23;21 35 29.19;+48 41 33.3
6953; ;   2.4;  -1.3; 2.8;  0;12.33; 1.22; 0.94;21 35 26.95;+47 38 05.0
6954;*;   4.2;  -2.5; 1.9;  0; 8.72; 0.03;-0.09;21 35 29.12;+48 29 37.1
6955; ;   0.4;   4.3; 3.3;  0;15.58; 1.03; 0.51;21 35 30.20;+48 45 29.6
6956; ;  -0.7;   1.1; 3.2;  0;14.31; 1.40; 1.01;21 35 29.66;+48 33 00.3
6957; ;  12.3;   3.8; 1.6;  0;12.08; 0.66; 0.20;21 35 30.00;+48 35 21.0
6958; ;  -7.0; -13.4; 1.8;  3;14.13; 0.95; 0.42;21 35 29.41;+48 19 49.9
6959; ;  -0.2;  -1.8; 3.3;  0;14.46; 1.39; 0.90;21 35 30.30;+48 38 34.0
6960; ;  -0.8;  -4.4; 3.1;  0;15.39; 0.62; 0.58;21 35 29.45;+48 12 46.1
6961; ;   0.9;  -9.6; 2.8;  0;14.90; 0.86; 0.16;21 35 28.36;+47 44 25.4
6962; ;   3.4;   2.9; 2.0;  0;13.21; 1.41; 1.39;21 35 31.41;+48 52 22.6
6963; ;  -2.5;  -1.7; 1.5;  0;13.49; 0.68; 0.55;21 35 29.65;+48 12 07.8
6964; ;   0.8;   4.6; 3.0;  0;13.42; 0.35; 0.41;21 35 32.28;+49 11 01.2
6965; ;   3.2;   1.8; 1.9;  0;13.75; 1.11; 0.58;21 35 31.83;+48 58 55.5
6966; ;  13.1;   2.6; 2.6;  0;13.85; 1.37; 1.27;21 35 29.98;+48 11 55.4
6967; ;  -2.6;  -3.6; 2.6;  0;14.94; 1.00; 0.19;21 35 31.30;+48 40 21.5
6968; ;  -0.9;   4.4; 2.8;  0;14.79; 0.82; 0.36;21 35 29.75;+48 00 21.8
6969; ;  -9.9;  -3.0; 1.5;  0;13.49; 0.77; 0.55;21 35 30.58;+48 20 20.5
6970; ;  -6.3;  -2.2; 3.1;  0;15.08; 1.04; 0.27;21 35 30.33;+48 13 16.5
6971; ;  -3.9;  -2.8; 1.5;  0;10.82; 0.51; 0.08;21 35 31.75;+48 43 05.5
6972; ;   2.3;   1.8; 1.8;  0;14.24; 0.52; 0.25;21 35 32.54;+48 59 36.6
6973; ;  25.4;  -0.6; 2.9;  0;14.54; 0.86; 0.22;21 35 30.41;+48 03 11.5
6974; ;  -0.2;  -4.7; 1.7;  0;13.40; 0.44; 0.49;21 35 31.83;+48 41 38.3
6975; ;  -0.1;  -9.5; 2.0;  0;13.42; 0.88; 0.38;21 35 33.06;+49 05 58.5
6976; ;   4.4;   0.7; 3.3;  0;15.15; 0.64; 0.35;21 35 31.96;+48 37 00.7
6977; ;   0.1;  -8.9; 1.8;  0;12.05; 0.54; 0.12;21 35 33.15;+49 04 34.1
6978; ;   1.3;  -0.9; 1.7;  0;13.02; 1.42; 1.38;21 35 33.01;+49 00 36.0
6979; ;   0.6;   2.0; 1.6;  0;12.77; 1.47; 1.24;21 35 30.18;+47 54 54.4
6980;*;  -1.3;  -1.4; 1.6;  0; 9.98; 0.46;-0.09;21 35 30.89;+48 10 09.1
6981; ;   3.1;  -3.9; 3.3;  0;15.06; 0.83; 0.26;21 35 33.08;+48 57 51.9
6982; ;   3.8;  -2.9; 1.7;  0;13.13; 0.55; 0.55;21 35 32.71;+48 45 44.8
6983; ;   0.3;  -0.9; 1.6;  0;12.30; 0.45; 0.52;21 35 31.15;+48 08 29.7
6984; ;  -1.8;  -4.4; 1.6;  0;13.61; 0.68; 0.30;21 35 32.28;+48 28 43.8
6985; ;  -0.5;  -0.8; 1.7;  0;12.80; 0.36; 0.30;21 35 31.53;+48 04 47.1
6986; ;  -5.1;  -4.0; 2.2;  0;13.38; 1.33; 1.33;21 35 34.09;+49 03 15.5
6987; ;  -4.2;   6.8; 2.8;  0;15.32; 0.63; 0.36;21 35 32.47;+48 20 22.4
6988; ;   3.9;   4.6; 1.6;  0;13.65; 0.68; 0.26;21 35 32.86;+48 26 19.6
6989; ;  -2.3;   2.5; 2.5;  0;14.79; 0.80; 0.25;21 35 33.34;+48 35 41.8
6990; ; -14.8;   1.7; 3.3;  0;15.02; 1.28; 0.72;21 35 31.49;+47 53 44.3
6991;*;  -2.3; -13.4; 1.7; 87;10.36; 0.26; 0.11;21 35 34.09;+48 45 31.9
6992; ;  -1.5;   1.7; 2.8;  0;14.12; 1.47; 1.00;21 35 32.12;+48 00 06.1
6993; ;  -9.1;   6.0; 2.6;  0;13.81; 1.44; 0.94;21 35 34.07;+48 44 42.8
6994; ;   1.7;   6.5; 1.6;  0;10.19; 1.55; 1.83;21 35 34.52;+48 51 08.2
6995; ;   2.5;  -2.2; 2.5;  0;14.87; 0.95; 0.33;21 35 32.65;+48 06 57.5
6996; ;  -1.1;  -0.6; 1.6;  0;13.36; 0.72; 0.65;21 35 32.62;+48 01 54.2
6997; ;  -1.8;  -0.5; 1.6;  0;11.06; 1.96; 2.42;21 35 33.47;+48 17 28.5
6998; ;   0.7;  -2.8; 2.4;  0;14.85; 0.60; 0.31;21 35 34.49;+48 39 17.9
6999; ;  -2.2;  -2.9; 3.3;  0;15.10; 0.73; 0.08;21 35 35.47;+48 54 49.9
7000; ; -12.7;  -5.9; 3.0;  0;14.80; 0.79; 0.10;21 35 35.98;+49 03 47.2
7001; ;  -3.9;  -1.1; 2.8;  0;13.86; 1.64; 1.46;21 35 35.26;+48 44 15.5
7002; ;  -2.4;   0.2; 1.6;  0;13.81; 0.50; 0.37;21 35 32.89;+47 48 16.8
7003; ;  -0.5;  -2.8; 1.6;  0;12.44; 0.49; 0.51;21 35 33.66;+48 05 35.5
