#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:22:37 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:22:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/401/531/table8&-order=I&-out=Seq&-out=NL&-out=RA2000&-out=DE2000&-out=Np&-out=pmX&-out=e_pmX&-out=pmY&-out=e_pmY&-out=Vmag&-out=B-V&-out=Prob&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_34010531
#Name: J/A+A/401/531
#Title: Proper motions in NGC 7243 (Jilinski+, 2003)
#INFO	ivoid=ivo://cds.vizier/j/a+a/401/531	    IVOID of underlying data collection
#INFO	creator=Jilinski E.G.	    First author or institution
#INFO	cites=bibcode:2003A&A...401..531J	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/401/531	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.34010531	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-09-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1949.830:	eq_FK5 J2000
#Table	J_A_A_401_531_table8:
#Name: J/A+A/401/531/table8
#Title: Star positions, proper motions, BV photometry, and membership probabilities
#Column	Seq	(I4)	[1/2623] Sequence number of the star	[ucd=meta.id]
#Column	NL	(I3)	[]? Identification from Lengauer (1)	[ucd=meta.id]
#Column	RA2000	(A11)	Right Ascension Eq=2000.0, Ep=1949.83 (3)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A11)	Declination	[ucd=pos.eq.dec;meta.main]
#Column	Np	(I2)	? Number of astrometric plate pairs used	[ucd=meta.id;instr.plate]
#Column	pmX	(F5.1)	? Relative proper motions in X	[ucd=pos.pm;pos.cartesian.x]
#Column	e_pmX	(F4.1)	? Standard error in pmX	[ucd=stat.error]
#Column	pmY	(F5.1)	? Relative proper motions in Y	[ucd=pos.pm;pos.cartesian.y]
#Column	e_pmY	(F4.1)	? Standard error in pmY	[ucd=stat.error]
#Column	Vmag	(F6.3)	? V magnitude of a star	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? (B-V) colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Prob	(I2)	? Membership probability	[ucd=stat]
#Column	_RA.icrs	(A11)	Right ascension (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A11)	Declination (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
Seq;NL;RA2000;DE2000;Np;pmX;e_pmX;pmY;e_pmY;Vmag;B-V;Prob;_RA.icrs;_DE.icrs
2187;   ;22 12 13.37;+50 21 20.0;  ;     ;    ;     ;    ;13.960; 1.280;  ;22 12 13.45;+50 21 20.0
2188;   ;22 12 19.21;+50 23 16.4;  ;     ;    ;     ;    ;13.320; 1.610;  ;22 12 19.29;+50 23 16.4
2189;   ;22 12 11.10;+50 23 24.2;  ;     ;    ;     ;    ;13.260; 1.660;  ;22 12 11.18;+50 23 24.2
2190;   ;22 12 05.40;+50 23 38.1;10;  1.2; 0.9; -3.7; 1.5;13.560; 1.350; 7;22 12 05.48;+50 23 38.1
2191;   ;22 12 04.45;+50 24 04.8;10; -2.6; 0.9;  2.4; 0.9;11.420; 1.920; 0;22 12 04.53;+50 24 04.8
2192;   ;22 12 01.52;+50 24 09.7;  ;     ;    ;     ;    ;14.140; 0.810;  ;22 12 01.60;+50 24 09.7
2193;   ;22 11 58.70;+50 21 58.4; 7;  9.6; 2.0;  6.3; 1.1;13.530; 1.700; 0;22 11 58.78;+50 21 58.4
2194;   ;22 12 00.28;+50 19 52.5;  ;     ;    ;     ;    ;14.940; 0.690;  ;22 12 00.36;+50 19 52.5
2195;   ;22 11 58.90;+50 19 41.1; 9; -2.3; 1.1; -3.1; 1.4;14.070; 0.750; 0;22 11 58.98;+50 19 41.1
2196;   ;22 11 40.66;+50 19 24.5;10;  1.0; 1.1;  7.3; 0.8;12.300; 0.760; 0;22 11 40.74;+50 19 24.5
2197;   ;22 11 44.57;+50 19 54.4;  ;     ;    ;     ;    ;13.820; 1.370;  ;22 11 44.65;+50 19 54.4
2198;   ;22 11 44.37;+50 20 08.7;  ;     ;    ;     ;    ;14.340; 1.060;  ;22 11 44.45;+50 20 08.7
2199;   ;22 11 48.08;+50 20 55.2;  ;     ;    ;     ;    ;14.040; 1.190;  ;22 11 48.16;+50 20 55.2
2200;   ;22 11 47.12;+50 21 04.0;  ;     ;    ;     ;    ;12.840; 1.840;  ;22 11 47.20;+50 21 04.0
2201;   ;22 11 46.85;+50 20 53.4;  ;     ;    ;     ;    ;13.520; 1.190;  ;22 11 46.93;+50 20 53.4
2202;   ;22 11 45.09;+50 20 53.4;  ;     ;    ;     ;    ;14.370; 0.780;  ;22 11 45.17;+50 20 53.4
2203; 74;22 11 44.83;+50 21 14.9;10; 46.7; 1.5;  3.4; 1.0;11.350; 0.900; 0;22 11 44.91;+50 21 14.9
2204;   ;22 11 46.45;+50 21 39.1;10;  5.5; 1.0;  2.6; 0.4;12.010; 1.220;10;22 11 46.53;+50 21 39.1
2205;   ;22 11 43.09;+50 23 58.7; 8;  0.5; 1.5;  0.6; 1.0;13.610; 0.940;90;22 11 43.17;+50 23 58.7
2206;   ;22 11 37.21;+50 23 46.6;10;  4.1; 0.9;  0.1; 1.1;14.170; 0.870;95;22 11 37.29;+50 23 46.6
2207;   ;22 11 31.43;+50 22 58.6;  ;     ;    ;     ;    ;13.200; 1.430;  ;22 11 31.51;+50 22 58.6
2208;   ;22 11 31.73;+50 22 42.5;10;  5.3; 0.9;  0.0; 1.0;12.460; 0.930;68;22 11 31.81;+50 22 42.5
2209;   ;22 11 29.38;+50 22 08.4;10; -2.0; 0.7; -1.7; 1.4;10.020; 1.770; 0;22 11 29.46;+50 22 08.4
2210;   ;22 11 26.05;+50 22 08.9;10; -4.8; 1.7;  1.2; 1.4;14.040; 0.630; 0;22 11 26.13;+50 22 08.9
2211;   ;22 11 29.99;+50 20 51.4; 8; -2.4; 0.7; 11.5; 1.9;11.930; 0.800; 0;22 11 30.07;+50 20 51.4
2212;   ;22 11 31.80;+50 19 23.6;  ;     ;    ;     ;    ;14.070; 1.230;  ;22 11 31.88;+50 19 23.6
2213;   ;22 11 26.73;+50 19 40.2;10; -4.2; 1.3;  2.3; 1.2;13.850; 0.450; 0;22 11 26.81;+50 19 40.2
2214;   ;22 11 20.32;+50 19 26.6; 9;  0.1; 0.9;  1.2; 0.8;12.480; 1.550;75;22 11 20.40;+50 19 26.6
2215;   ;22 11 18.91;+50 20 11.7;10;  2.1; 1.2; -1.8; 1.2;14.200; 0.390;91;22 11 18.99;+50 20 11.7
2216;   ;22 11 17.22;+50 20 15.9;  ;     ;    ;     ;    ;13.900; 0.560;  ;22 11 17.30;+50 20 15.9
2217;   ;22 11 15.40;+50 23 24.0; 8; 21.9; 1.5;  8.4; 1.4;13.660; 1.090; 0;22 11 15.48;+50 23 24.0
2218;   ;22 11 08.13;+50 21 48.6;10; -3.4; 0.7; -3.3; 0.9;12.210; 1.800; 0;22 11 08.21;+50 21 48.6
2219;   ;22 11 08.00;+50 21 16.4;  ;     ;    ;     ;    ;13.430; 0.820;  ;22 11 08.08;+50 21 16.4
2220;   ;22 11 07.51;+50 21 04.7;10;  5.3; 0.7;  2.2; 0.6;12.610; 0.880;28;22 11 07.59;+50 21 04.7
2221;   ;22 10 58.96;+50 23 36.8;10;  7.0; 1.0;-26.8; 1.2;13.640; 0.930; 0;22 10 59.04;+50 23 36.8
2222;   ;22 10 50.21;+50 23 33.6;  ;     ;    ;     ;    ;14.580; 0.750;  ;22 10 50.29;+50 23 33.6
2223;   ;22 10 55.16;+50 21 17.2;  ;     ;    ;     ;    ;13.990; 1.380;  ;22 10 55.24;+50 21 17.2
2224;   ;22 10 50.67;+50 19 36.9;10; -7.6; 0.9; -0.9; 0.7;12.400; 0.410; 0;22 10 50.75;+50 19 36.9
2225;   ;22 10 34.59;+50 19 24.7; 8;  0.7; 2.2;  5.8; 0.9;13.370; 1.200; 0;22 10 34.67;+50 19 24.7
2226;   ;22 10 32.74;+50 19 53.5;10; -3.3; 1.3;  1.6; 1.4;14.150; 1.010; 0;22 10 32.82;+50 19 53.5
2227;   ;22 10 35.81;+50 20 38.7; 8; -1.0; 0.9;  1.3; 0.8;14.000; 0.650;16;22 10 35.89;+50 20 38.7
2228;   ;22 10 36.28;+50 21 22.3;10; -0.4; 0.5; -0.2; 0.9;13.870; 0.620;60;22 10 36.36;+50 21 22.3
2229;   ;22 10 37.48;+50 23 07.8;10;  0.7; 1.2;  3.2; 1.5;13.450; 1.040;18;22 10 37.56;+50 23 07.8
2230;   ;22 10 31.96;+50 23 34.6;  ;     ;    ;     ;    ;14.620; 0.700;  ;22 10 32.04;+50 23 34.6
2231;   ;22 10 32.01;+50 25 05.8;10;  0.0; 1.2; -4.6; 0.7;14.040; 0.680; 0;22 10 32.09;+50 25 05.8
2232;   ;22 10 32.87;+50 28 20.1;10;  1.6; 1.2;  2.2; 0.7;12.710; 0.680;85;22 10 32.95;+50 28 20.1
2233;   ;22 10 34.84;+50 27 55.2; 8; -0.8; 1.7;  6.0; 2.3;14.810; 0.400; 0;22 10 34.92;+50 27 55.2
2234;   ;22 10 43.61;+50 25 11.6;10;  0.5; 0.7;  3.3; 0.9;12.880; 0.700;15;22 10 43.69;+50 25 11.6
2235;   ;22 10 49.69;+50 25 34.0;  ;     ;    ;     ;    ;13.920;      ;  ;22 10 49.77;+50 25 34.0
2236;   ;22 10 44.56;+50 27 05.4; 8;  1.8; 1.5;  2.6; 1.0;13.460; 1.770;77;22 10 44.64;+50 27 05.4
2237;   ;22 10 48.19;+50 26 42.5; 8; -2.1; 1.1; -0.6; 1.1;12.570; 0.220; 1;22 10 48.27;+50 26 42.5
2238;   ;22 10 51.32;+50 26 29.4; 7;  1.0; 1.5; -1.8; 1.6;14.730; 0.390;80;22 10 51.40;+50 26 29.4
2239;   ;22 10 54.04;+50 26 59.3;  ;     ;    ;     ;    ;14.110; 1.390;  ;22 10 54.12;+50 26 59.3
2240;   ;22 10 51.73;+50 27 35.0;  ;     ;    ;     ;    ;12.900; 1.270;  ;22 10 51.81;+50 27 35.0
2241;   ;22 10 52.00;+50 27 42.8;  ;     ;    ;     ;    ;12.880; 0.570;  ;22 10 52.08;+50 27 42.8
2242;   ;22 10 54.24;+50 28 11.4; 8; -3.7; 2.3;  1.9; 1.1;13.240; 1.530; 0;22 10 54.32;+50 28 11.4
2243;   ;22 10 59.46;+50 27 05.6; 8;  3.6; 1.7; -1.3; 0.8;14.020; 0.710;93;22 10 59.54;+50 27 05.6
2244;   ;22 11 04.08;+50 25 35.3;10;  1.8; 0.9;  1.1; 1.1;12.600; 1.800;96;22 11 04.16;+50 25 35.3
2245;   ;22 11 07.17;+50 24 37.5;10;  1.5; 1.7;  0.5; 1.6;14.340; 0.620;97;22 11 07.25;+50 24 37.5
2246;   ;22 11 07.57;+50 26 42.2;10; -5.0; 1.3; -2.4; 1.4;13.580; 1.350; 0;22 11 07.65;+50 26 42.2
2247;   ;22 11 10.35;+50 26 31.1; 6; -1.6; 1.5;  8.5; 1.2;14.330; 0.720; 0;22 11 10.43;+50 26 31.1
2248;   ;22 11 09.83;+50 25 38.1;10; -0.5; 0.7; -0.7; 0.3;12.210; 1.320;47;22 11 09.91;+50 25 38.1
2249;   ;22 11 14.21;+50 25 47.1; 7; -1.2; 2.2;  3.2; 1.0;13.700; 0.950; 0;22 11 14.29;+50 25 47.1
2250;   ;22 11 18.22;+50 27 27.0; 7; -1.3; 2.3; -0.9; 1.6;14.600; 0.700; 7;22 11 18.30;+50 27 27.0
2251;   ;22 11 28.62;+50 24 37.5; 7; -0.8; 0.8; -0.6; 1.3;14.490; 0.590;29;22 11 28.70;+50 24 37.5
2252;   ;22 11 21.29;+50 22 59.3;  ;     ;    ;     ;    ;14.780; 0.530;  ;22 11 21.37;+50 22 59.3
2253;   ;22 11 35.08;+50 24 21.8; 8;  2.2; 1.8; -2.3; 0.9;14.830; 0.450;82;22 11 35.16;+50 24 21.8
2254;   ;22 11 37.00;+50 27 02.5;10; 11.9; 0.7;  7.7; 0.5;12.610; 0.760; 0;22 11 37.08;+50 27 02.5
2255;   ;22 11 40.12;+50 27 27.4;  ;     ;    ;     ;    ;14.800; 0.760;  ;22 11 40.20;+50 27 27.4
2256;   ;22 11 40.54;+50 29 03.0;  ;     ;    ;     ;    ;12.770; 1.760;  ;22 11 40.62;+50 29 03.0
2257;   ;22 11 51.92;+50 28 49.6; 9;  1.8; 1.4;  0.5; 0.8;13.510; 0.750;97;22 11 52.00;+50 28 49.6
2258;   ;22 11 55.86;+50 26 31.0;  ;     ;    ;     ;    ;13.770; 1.530;  ;22 11 55.94;+50 26 31.0
2259;   ;22 11 50.05;+50 24 26.0;10; -1.9; 1.2;  5.7; 1.4;13.220; 0.720; 0;22 11 50.13;+50 24 26.0
2260;   ;22 11 43.71;+50 24 15.7; 9; -1.4; 1.1; -1.5; 0.6;14.070; 0.370; 3;22 11 43.79;+50 24 15.7
2261;   ;22 12 05.67;+50 27 17.0;10;  5.0; 1.1;  3.6; 1.0;12.810; 0.950; 2;22 12 05.75;+50 27 17.0
2262;   ;22 12 15.68;+50 24 36.4;10;  5.8; 0.8;  7.9; 1.0;10.440; 1.220; 0;22 12 15.76;+50 24 36.4
2263;   ;22 12 15.15;+50 26 33.0;  ;     ;    ;     ;    ;13.200; 0.740;  ;22 12 15.23;+50 26 33.0
2264;   ;22 12 15.55;+50 26 39.0; 9; -9.4; 1.2; -8.5; 1.8;12.650; 0.610; 0;22 12 15.63;+50 26 39.0
2265;   ;22 12 23.65;+50 27 14.0;10;-11.4; 1.3;-12.5; 0.5;13.340; 1.030; 0;22 12 23.73;+50 27 14.0
2266;   ;22 12 30.81;+50 27 02.5;10; -3.3; 0.6;  0.9; 0.8;12.150; 0.430; 0;22 12 30.89;+50 27 02.5
2267;   ;22 12 32.71;+50 27 25.2;10;-14.5; 1.2;  1.0; 0.9;14.490; 0.760; 0;22 12 32.79;+50 27 25.2
2268;   ;22 12 36.56;+50 28 16.0;10;  2.0; 0.6; -2.4; 1.1;13.190; 0.930;78;22 12 36.64;+50 28 16.0
2269;   ;22 12 40.96;+50 28 25.3; 7;  3.5; 2.2; -4.2; 2.7;13.020; 1.450; 2;22 12 41.04;+50 28 25.3
2270;   ;22 12 40.86;+50 28 01.4;  ;     ;    ;     ;    ;14.910; 0.860;  ;22 12 40.94;+50 28 01.4
2271;   ;22 12 36.14;+50 26 04.0; 9;  4.1; 1.2; -0.2; 1.5;12.700; 0.760;94;22 12 36.22;+50 26 04.0
2272;   ;22 12 34.67;+50 25 53.6;  ;     ;    ;     ;    ;13.330; 0.970;  ;22 12 34.75;+50 25 53.6
2273;   ;22 12 36.79;+50 25 02.4;10;  6.2; 1.3;  2.9; 0.8;13.200; 0.740; 1;22 12 36.87;+50 25 02.4
2274;   ;22 12 37.21;+50 24 28.6;10;  4.7; 1.0;  3.2; 1.1;13.430; 0.730;12;22 12 37.29;+50 24 28.6
2275;   ;22 12 42.97;+50 25 53.8;  ;     ;    ;     ;    ;12.930; 2.080;  ;22 12 43.05;+50 25 53.8
2276;   ;22 12 44.20;+50 25 38.9; 9;  4.8; 1.5;  1.6; 0.9;13.560; 0.670;69;22 12 44.28;+50 25 38.9
2277; 11;22 12 53.62;+50 24 53.4;10; 19.5; 1.4; 39.3; 1.6; 8.940; 1.240; 0;22 12 53.70;+50 24 53.4
2278;   ;22 12 52.10;+50 25 02.4;  ;     ;    ;     ;    ;13.630; 0.800;  ;22 12 52.18;+50 25 02.4
2279;   ;22 12 51.76;+50 25 39.6; 7;  1.7; 1.5; -2.1; 1.0;14.850; 0.580;83;22 12 51.84;+50 25 39.6
2280;   ;22 12 50.98;+50 26 10.2;10;  2.4; 1.5;  7.1; 1.7;14.400; 0.730; 0;22 12 51.06;+50 26 10.2
2281;   ;22 12 51.13;+50 27 36.4;10; 17.1; 1.0;  7.1; 1.0;13.070; 0.840; 0;22 12 51.21;+50 27 36.4
2282;   ;22 12 48.01;+50 28 16.2;10; -2.4; 0.8;  5.0; 0.8;11.110; 1.230; 0;22 12 48.09;+50 28 16.2
2283;   ;22 12 49.01;+50 28 51.0;10;  3.8; 0.7;  3.8; 0.9;12.890; 0.840; 9;22 12 49.09;+50 28 51.0
2284;   ;22 12 46.61;+50 29 07.5;  ;     ;    ;     ;    ;13.450; 0.770;  ;22 12 46.69;+50 29 07.5
2285;   ;22 12 52.99;+50 28 15.4; 7; 11.8; 1.1;  3.2; 1.8;14.430; 0.950; 0;22 12 53.07;+50 28 15.4
2286;   ;22 12 56.78;+50 25 36.0;  ;     ;    ;     ;    ;14.060; 1.500;  ;22 12 56.86;+50 25 36.0
2287;   ;22 12 58.48;+50 25 52.0; 7;  4.1; 1.7;  3.9; 1.4;14.030; 0.800; 5;22 12 58.56;+50 25 52.0
2288; 13;22 13 34.90;+50 25 45.7;  ;     ;    ;     ;    ;10.970; 1.200;  ;22 13 34.98;+50 25 45.7
2289;   ;22 13 08.26;+50 25 28.9;10; -0.3; 0.8;  0.7; 0.7;13.620; 0.840;62;22 13 08.34;+50 25 28.9
2290;   ;22 13 07.26;+50 27 36.6;10;  0.0; 1.2;  0.8; 1.0;14.360; 0.520;72;22 13 07.34;+50 27 36.6
2291;   ;22 13 11.68;+50 26 18.8; 9;  2.2; 1.1; -3.1; 1.5;14.030; 0.590;44;22 13 11.76;+50 26 18.8
2292; 14;22 13 14.10;+50 26 19.1;10; -5.9; 0.4; -2.7; 0.8;12.650; 1.350; 0;22 13 14.18;+50 26 19.1
2293;   ;22 13 18.48;+50 26 28.1;  ;     ;    ;     ;    ;13.390; 0.970;  ;22 13 18.56;+50 26 28.1
2294; 15;22 13 20.26;+50 26 32.8;10;-20.0; 0.9;-22.4; 0.5;12.090; 0.560; 0;22 13 20.34;+50 26 32.8
2295;   ;22 13 24.58;+50 26 03.5; 9;  7.5; 1.6;  5.1; 1.1;13.980; 0.900; 0;22 13 24.66;+50 26 03.5
2296;   ;22 13 23.44;+50 27 38.2; 6; 14.1; 0.8;  2.2; 1.6;14.510; 0.620; 0;22 13 23.52;+50 27 38.2
2297;   ;22 13 27.97;+50 27 58.7; 9; -1.7; 1.1;  2.7; 1.2;13.760; 0.770; 0;22 13 28.05;+50 27 58.7
2298;   ;22 13 31.66;+50 29 11.3; 8;-10.0; 1.2; -8.9; 1.7;13.830; 1.000; 0;22 13 31.74;+50 29 11.3
2299; 17;22 13 35.90;+50 28 36.2;10; 10.5; 0.6;  3.4; 0.7;12.120; 0.650; 0;22 13 35.98;+50 28 36.2
2300;   ;22 13 32.46;+50 27 21.1; 8; -4.5; 0.9; -2.7; 1.0;13.960; 0.690; 0;22 13 32.54;+50 27 21.1
2301;   ;22 13 31.18;+50 26 25.1;10;  0.6; 0.5;  1.7; 1.0;13.940; 0.770;79;22 13 31.26;+50 26 25.1
2302; 18;22 13 42.54;+50 27 03.4;10;  5.4; 0.8;  7.4; 0.5;12.810; 0.640; 0;22 13 42.62;+50 27 03.4
2303; 19;22 13 44.33;+50 29 11.3;10;  1.4; 1.0;  1.9; 0.9;12.910; 0.560;88;22 13 44.41;+50 29 11.3
2304; 20;22 13 49.05;+50 27 12.7;10; -2.7; 0.6; -6.6; 0.8;12.260; 0.720; 0;22 13 49.13;+50 27 12.7
2305; 21;22 13 52.00;+50 27 55.9;10;  0.2; 0.5;  0.6; 0.8;13.580; 0.430;82;22 13 52.08;+50 27 55.9
2306; 22;22 13 52.80;+50 28 17.9;10;  8.3; 1.2;  6.9; 0.6;12.730; 0.750; 0;22 13 52.88;+50 28 17.9
2307;   ;22 13 50.56;+50 28 40.9; 8; -0.7; 1.0; -6.3; 2.3;14.970; 0.520; 0;22 13 50.64;+50 28 40.9
2308; 23;22 13 54.41;+50 28 55.4;10;  5.8; 0.8;  2.1; 0.7;11.080; 1.280;11;22 13 54.49;+50 28 55.4
2309; 24;22 13 56.75;+50 29 13.5;10;  0.5; 1.0; -0.1; 0.6;12.160; 0.340;91;22 13 56.83;+50 29 13.5
2310; 27;22 14 00.28;+50 29 08.4;10;  0.9; 0.8;  2.6; 0.8;11.670; 0.160;60;22 14 00.36;+50 29 08.4
2311;   ;22 14 05.06;+50 28 21.3;  ;     ;    ;     ;    ;14.880; 0.650;  ;22 14 05.14;+50 28 21.3
2312;   ;22 13 59.19;+50 27 40.0; 6; 21.9; 2.8;  1.7; 2.0;13.340; 1.660; 0;22 13 59.27;+50 27 40.0
2313; 26;22 13 59.34;+50 27 17.0;10; -1.0; 0.7;  3.1; 0.5;11.580; 0.540; 1;22 13 59.42;+50 27 17.0
2314;   ;22 14 02.66;+50 26 59.3; 8; -1.8; 1.4;  2.4; 1.7;13.220; 1.200; 0;22 14 02.74;+50 26 59.3
2315; 29;22 14 04.54;+50 26 36.2;10; -3.1; 0.9; -0.4; 0.6;11.920; 1.580; 0;22 14 04.62;+50 26 36.2
2316; 30;22 14 06.55;+50 25 43.9;10; -3.1; 1.0; -0.7; 1.0;12.260; 1.160; 0;22 14 06.63;+50 25 43.9
2317;   ;22 14 08.99;+50 24 40.9;10; 12.3; 1.2;  6.0; 0.8;13.780; 1.040; 0;22 14 09.07;+50 24 40.9
2318;   ;22 14 16.11;+50 25 35.9;  ;     ;    ;     ;    ;13.960; 1.530;  ;22 14 16.19;+50 25 35.9
2319; 32;22 14 16.21;+50 26 19.5;10;-10.2; 0.9; -7.2; 0.5;12.150; 0.460; 0;22 14 16.29;+50 26 19.5
2320; 31;22 14 12.42;+50 27 20.8;10;  1.3; 0.6; -1.1; 0.5;11.450; 1.410;94;22 14 12.50;+50 27 20.8
2321;   ;22 14 16.46;+50 28 09.9;10;  3.7; 1.0;  3.4; 1.0;13.950; 0.530;25;22 14 16.54;+50 28 09.9
2322;   ;22 14 22.93;+50 29 12.5;  ;     ;    ;     ;    ;14.470; 0.690;  ;22 14 23.01;+50 29 12.5
2323;   ;22 14 24.88;+50 27 52.2; 9;  0.0; 1.2;  2.8; 1.5;13.490; 1.520;17;22 14 24.96;+50 27 52.2
2324;   ;22 14 24.66;+50 26 27.7;10; -0.8; 1.5; -6.2; 1.0;14.620; 0.780; 0;22 14 24.74;+50 26 27.7
2325;   ;22 14 34.09;+50 26 42.4; 8;-10.9; 1.7; -2.5; 2.3;13.470; 2.430; 0;22 14 34.17;+50 26 42.4
2326; 33;22 14 36.16;+50 25 41.5; 9; -0.6; 1.8; -3.1; 1.3;14.260; 0.840; 2;22 14 36.24;+50 25 41.5
2327; 34;22 14 38.77;+50 25 45.5;10; -5.0; 0.9; -5.3; 0.7;12.680; 0.580; 0;22 14 38.85;+50 25 45.5
2328;   ;22 14 50.03;+50 24 27.9; 9; -0.5; 1.6;  5.6; 1.0;13.660; 1.060; 0;22 14 50.11;+50 24 27.9
2329;   ;22 14 53.78;+50 25 55.2; 6;  5.5; 2.0;  4.1; 1.7;14.490; 1.020; 0;22 14 53.86;+50 25 55.2
2330; 39;22 14 52.78;+50 27 15.1;10;  4.9; 0.8; -1.0; 1.2;12.870; 0.870;75;22 14 52.86;+50 27 15.1
2331;   ;22 14 47.80;+50 27 30.8; 9;  1.5; 1.7; -0.1; 1.1;13.730; 0.780;97;22 14 47.88;+50 27 30.8
2332;   ;22 14 49.37;+50 27 48.9; 7; -4.4; 2.1;  0.8; 1.5;13.700; 0.850; 0;22 14 49.45;+50 27 48.9
2333;   ;22 14 45.27;+50 28 20.1; 9;  8.3; 1.1; 10.9; 0.9;13.480; 0.920; 0;22 14 45.35;+50 28 20.1
2334;   ;22 14 48.19;+50 28 59.7;  ;     ;    ;     ;    ;13.260; 0.940;  ;22 14 48.27;+50 28 59.7
2335; 36;22 14 49.84;+50 29 14.9;10; -1.3; 1.2; -2.8; 0.8;12.490; 0.610; 0;22 14 49.92;+50 29 14.9
2336;   ;22 14 55.47;+50 28 59.2;10;  3.2; 1.1;  6.4; 0.8;14.010; 0.780; 0;22 14 55.55;+50 28 59.2
2337;   ;22 14 57.98;+50 27 47.7; 9; -1.7; 0.9;  2.7; 1.3;13.600; 0.830; 0;22 14 58.06;+50 27 47.7
2338; 43;22 15 00.71;+50 25 28.1;10; -2.1; 1.0; -2.9; 0.5;12.180; 0.420; 0;22 15 00.79;+50 25 28.1
2339;   ;22 15 00.38;+50 24 52.1; 8;  4.9; 1.8;  3.6; 1.0;14.310; 0.780; 3;22 15 00.46;+50 24 52.1
2340;   ;22 15 08.94;+50 24 30.1; 8; -5.2; 0.7; -1.2; 1.4;13.640; 1.100; 0;22 15 09.02;+50 24 30.1
2341;   ;22 15 06.29;+50 25 19.7;10;  7.0; 1.2;  1.2; 0.8;13.700; 0.500; 1;22 15 06.37;+50 25 19.7
2342;   ;22 15 13.96;+50 25 26.7;  ;     ;    ;     ;    ;14.640; 0.730;  ;22 15 14.04;+50 25 26.7
2343;   ;22 15 10.62;+50 26 21.8; 7; -1.1; 0.9;  0.2; 1.7;14.780; 0.310;18;22 15 10.70;+50 26 21.8
2344;   ;22 15 13.41;+50 26 28.7;  ;     ;    ;     ;    ;14.190; 1.140;  ;22 15 13.49;+50 26 28.7
2345;   ;22 15 09.07;+50 27 22.9;10;  0.4; 1.0;  1.7; 1.0;13.890; 0.650;73;22 15 09.15;+50 27 22.9
2346;   ;22 15 14.06;+50 27 44.8;10;  0.2; 1.4; -4.0; 1.7;14.180; 0.740; 1;22 15 14.14;+50 27 44.8
2347;   ;22 15 16.64;+50 27 12.2; 8; -4.0; 1.0;  0.1; 1.4;14.290; 0.900; 0;22 15 16.72;+50 27 12.2
2348;   ;22 15 19.87;+50 27 13.6;10; -4.2; 1.4;  0.7; 1.4;14.030; 0.600; 0;22 15 19.95;+50 27 13.6
2349;   ;22 15 27.33;+50 25 23.9;10; -2.4; 1.2; -6.5; 0.7;13.620; 0.880; 0;22 15 27.41;+50 25 23.9
2350;   ;22 15 33.70;+50 25 12.9;10; -2.8; 0.6; -1.5; 0.8;12.650; 1.570; 0;22 15 33.78;+50 25 12.9
2351; 46;22 15 34.03;+50 24 43.9;10;  2.1; 0.9;  3.0; 0.5;11.270; 0.130;61;22 15 34.11;+50 24 43.9
2352;   ;22 15 34.89;+50 26 05.1;10;  5.1; 1.0;  2.9; 1.3;14.240; 0.730;14;22 15 34.97;+50 26 05.1
2353;   ;22 15 36.26;+50 25 01.5; 8;  0.8; 0.8;  2.2; 1.1;14.380; 0.430;69;22 15 36.34;+50 25 01.5
2354;   ;22 15 38.15;+50 24 32.0; 9; -0.2; 0.8; -8.5; 0.5;13.690; 0.970; 0;22 15 38.23;+50 24 32.0
2355;   ;22 15 41.00;+50 24 26.8; 9;  2.1; 1.8;  1.2; 1.1;13.540; 1.910;97;22 15 41.08;+50 24 26.8
2356;   ;22 15 44.52;+50 24 25.1; 8;  9.5; 0.8; -9.7; 1.1;13.740; 0.860; 0;22 15 44.60;+50 24 25.1
