#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:19:44 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:19:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/159/246/table3&-order=I&-out=WOCS&-out=Xpos&-out=Ypos&-out=RAJ2000&-out=DEJ2000&-out=Umag&-out=Bmag&-out=Vmag&-out=Rmag&-out=Imag&-out=NU&-out=NB&-out=NV&-out=NR&-out=NI&-out=U-B&-out=U-V&-out=U-R&-out=U-I&-out=B-V&-out=B-R&-out=B-I&-out=V-R&-out=V-I&-out=R-I&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51590246
#Name: J/AJ/159/246
#Title: WIYN open cluster study. LXXX. Photometry of NGC 7142 (Sun+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/246	    IVOID of underlying data collection
#INFO	creator=Sun Q.	    First author or institution
#INFO	cites=bibcode:2020AJ....159..246S	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/246	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51590246	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_159_246_table3:
#Name: J/AJ/159/246/table3
#Title: Photometry for stars in NGC 7142
#Column	WOCS	(I6)	[1001/429028] WOCS identifier (1)	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.3)	[-74/4099] X coordinate	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	[2/4112] Y coordinate	[ucd=pos.cartesian.y;instr.det]
#Column	RAJ2000	(A11)	[21] Hour of right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	[65/66] Degree of declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Umag	(F6.3)	[10.6/20.4]? U magnitude ({lambda}~360nm)	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	[10.6/22]? B magnitude ({lambda}~450nm)	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	[10/21.8] V magnitude ({lamba}~555nm)	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	[9.2/20.7]? R magnitude ({lambda}~660nm)	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F6.3)	[8.5/19.9]? I magnitude ({lambda}~0.87{mu}m)	[ucd=phot.mag;em.opt.I]
#Column	NU	(I2)	[0/10] Number of observation for U band	[ucd=meta.number]
#Column	NB	(I2)	[0/13] Number of observation for B band	[ucd=meta.number]
#Column	NV	(I2)	[1/13] Number of observation for V band	[ucd=meta.number]
#Column	NR	(I2)	[0/13] Number of observation for R band	[ucd=meta.number]
#Column	NI	(I2)	[0/13] Number of observation for I band	[ucd=meta.number]
#Column	U-B	(F6.3)	[-0.15/2.47]? U-B color	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	U-V	(F6.3)	[-0.09/4.61]? U-V color	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	U-R	(F6.3)	[0.37/6.02]? U-R color	[ucd=phot.mag]
#Column	U-I	(F6.3)	[0.54/7.53]? U-I color	[ucd=phot.mag]
#Column	B-V	(F6.3)	[0.06/2.23]? B-V color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	B-R	(F6.3)	[0.26/3.97]? B-R color	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	B-I	(F6.3)	[0.43/5.87]? B-I color	[ucd=phot.color;em.opt.B;em.opt.I]
#Column	V-R	(F6.3)	[0.07/4.01]? V-R color	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F6.3)	[0.24/6.84]? V-I color	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	R-I	(F6.3)	[0.09/2.84]? R-I color	[ucd=phot.color;em.opt.R;em.opt.I]
WOCS;Xpos;Ypos;RAJ2000;DEJ2000;Umag;Bmag;Vmag;Rmag;Imag;NU;NB;NV;NR;NI;U-B;U-V;U-R;U-I;B-V;B-R;B-I;V-R;V-I;R-I
203016; 899.254;2142.924;21 43 54.29;+65 47 17.8;      ;21.640;20.449;19.796;19.080; 0; 1; 2; 2; 2;      ;      ;      ;      ; 1.191; 1.844; 2.560; 0.653; 1.369; 0.716
349028;3871.020;2588.389;21 47 20.56;+65 50 05.0;      ;      ;20.449;19.772;19.028; 0; 0; 2; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.676; 1.421; 0.744
224017;3162.109;1939.945;21 46 30.48;+65 45 36.1;      ;      ;20.450;19.417;18.499; 0; 0; 1; 1; 3;      ;      ;      ;      ;      ;      ;      ; 1.033; 1.951; 0.918
226731; 606.386; 469.067;21 43 32.87;+65 35 26.5;      ;      ;20.450;19.704;19.058; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.747; 1.392; 0.645
227731;1293.631;4093.361;21 44 23.33;+66 01 05.2;      ;      ;20.450;19.599;18.617; 0; 0; 1; 1; 2;      ;      ;      ;      ;      ;      ;      ; 0.851; 1.832; 0.981
292022;3120.716;1107.821;21 46 26.41;+65 39 42.7;      ;      ;20.451;19.341;18.291; 0; 0; 1; 4; 4;      ;      ;      ;      ;      ;      ;      ; 1.110; 2.160; 1.050
350028;3889.408;2295.529;21 47 21.32;+65 48 00.3;      ;      ;20.451;19.798;19.105; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.653; 1.346; 0.693
351028;3394.984;3352.409;21 46 48.79;+65 55 34.8;      ;      ;20.451;19.732;18.978; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.720; 1.474; 0.754
176013;1142.594;2082.863;21 44 11.07;+65 46 51.1;      ;      ;20.452;19.602;18.894; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 0.851; 1.559; 0.708
319026;3783.343;2091.061;21 47 13.64;+65 46 34.4;      ;      ;20.452;19.766;19.179; 0; 0; 1; 1; 2;      ;      ;      ;      ;      ;      ;      ; 0.686; 1.273; 0.588
356729;3927.445;2539.950;21 47 24.38;+65 49 43.8;      ;      ;20.452;19.304;18.111; 0; 0; 2; 2; 5;      ;      ;      ;      ;      ;      ;      ; 1.148; 2.341; 1.193
166733; 224.090; 655.803;21 43 06.70;+65 36 47.3;      ;21.663;20.454;19.813;19.181; 0; 1; 1; 3; 2;      ;      ;      ;      ; 1.209; 1.850; 2.482; 0.641; 1.273; 0.632
352028;2094.516; 180.445;21 45 14.76;+65 33 16.1;      ;      ;20.454;19.458;18.549; 0; 0; 1; 1; 3;      ;      ;      ;      ;      ;      ;      ; 0.996; 1.905; 0.909
244021; 758.331;1333.894;21 43 43.95;+65 41 34.2;      ;      ;20.455;19.819;19.166; 0; 0; 2; 4; 2;      ;      ;      ;      ;      ;      ;      ; 0.636; 1.288; 0.653
294023;1933.880;3639.550;21 45 07.49;+65 57 48.5;      ;      ;20.455;19.753;18.981; 0; 0; 1; 3; 3;      ;      ;      ;      ;      ;      ;      ; 0.702; 1.475; 0.773
305027;1105.810; 413.481;21 44 07.14;+65 35 00.7;      ;      ;20.455;19.503;18.652; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 0.952; 1.804; 0.851
357729;3797.937;2959.000;21 47 16.14;+65 52 43.4;      ;      ;20.455;19.761;19.091; 0; 0; 2; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.694; 1.364; 0.670
225017;1224.629;1176.398;21 44 15.96;+65 40 25.0;      ;      ;20.456;19.290;18.051; 0; 0; 1; 3; 4;      ;      ;      ;      ;      ;      ;      ; 1.166; 2.405; 1.239
245021; 725.545;2703.054;21 43 42.69;+65 51 16.9;      ;      ;20.456;19.517;18.610; 0; 0; 1; 3; 3;      ;      ;      ;      ;      ;      ;      ; 0.939; 1.846; 0.907
246021;2394.277;3426.178;21 45 39.28;+65 56 14.6;      ;      ;20.456;19.767;19.093; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.689; 1.363; 0.674
247021;3364.951;2532.343;21 46 45.41;+65 49 46.2;      ;      ;20.457;19.660;18.924; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.797; 1.533; 0.737
196732; 778.365; 195.969;21 43 44.49;+65 33 29.5;      ;      ;20.458;19.909;19.329; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.549; 1.129; 0.580
353028;3819.525;1441.895;21 47 15.02;+65 41 58.1;      ;      ;20.458;19.471;18.622; 0; 0; 1; 3; 3;      ;      ;      ;      ;      ;      ;      ; 0.987; 1.836; 0.849
126735;3622.512;3837.222;21 47 05.42;+65 58 58.9;      ;      ;20.459;19.685;19.084; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.774; 1.375; 0.601
164010;2648.401;2159.979;21 45 55.29;+65 47 14.1;      ;      ;20.459;19.362;18.252; 0; 0; 1; 2; 4;      ;      ;      ;      ;      ;      ;      ; 1.097; 2.207; 1.109
177013;1142.944;2185.522;21 44 11.19;+65 47 34.8;      ;      ;20.459;19.486;18.460; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 0.973; 1.999; 1.026
354028; 136.857;1534.434;21 43 01.20;+65 43 01.8;      ;      ;20.459;19.765;19.007; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.694; 1.451; 0.758
227019;1366.940; 937.672;21 44 25.55;+65 38 42.6;      ;21.487;20.460;19.863;19.065; 0; 1; 1; 2; 1;      ;      ;      ;      ; 1.027; 1.624; 2.422; 0.598; 1.396; 0.798
358729;3131.609;3691.762;21 46 30.97;+65 58 01.6;      ;      ;20.460;19.437;18.464; 0; 0; 1; 4; 1;      ;      ;      ;      ;      ;      ;      ; 1.023; 1.996; 0.973
171011;1279.646;2128.149;21 44 20.59;+65 47 09.7;      ;      ;20.461;19.780;19.028; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.681; 1.434; 0.753
270020;1428.642; 855.829;21 44 29.72;+65 38 07.4;      ;21.509;20.461;19.913;19.264; 0; 1; 1; 3; 1;      ;      ;      ;      ; 1.048; 1.596; 2.245; 0.548; 1.197; 0.649
228731; 787.436; 346.524;21 43 45.22;+65 34 33.6;      ;21.430;20.462;19.762;19.171; 0; 1; 2; 4; 2;      ;      ;      ;      ; 0.968; 1.667; 2.258; 0.699; 1.290; 0.591
317025;1663.380;3715.207;21 44 48.73;+65 58 22.4;      ;      ;20.462;19.381;18.388; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.081; 2.074; 0.993
306027;1802.180; 218.070;21 44 54.76;+65 33 33.9;      ;      ;20.463;19.731;19.008; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.732; 1.455; 0.723
307027;3830.412;1802.472;21 47 16.39;+65 44 31.2;      ;      ;20.463;19.743;19.059; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.720; 1.404; 0.683
 76737;  -1.919;3683.530;21 42 52.79;+65 58 16.1;      ;      ;20.464;19.311;18.207; 0; 0; 1; 4; 1;      ;      ;      ;      ;      ;      ;      ; 1.153; 2.257; 1.104
229731; 273.898;3368.930;21 43 11.79;+65 56 01.6;      ;      ;20.464;19.475;18.546; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.989; 1.918; 0.929
271020;3191.232;1471.228;21 46 31.79;+65 42 16.6;      ;      ;20.464;19.772;19.021; 0; 0; 2; 3; 3;      ;      ;      ;      ;      ;      ;      ; 0.692; 1.443; 0.751
310024;2647.975; 528.856;21 45 53.14;+65 35 40.4;      ;      ;20.464;19.665;18.871; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 0.799; 1.593; 0.794
320026;3739.827;2379.778;21 47 11.12;+65 48 37.6;      ;      ;20.464;19.832;19.012; 0; 0; 1; 4; 1;      ;      ;      ;      ;      ;      ;      ; 0.632; 1.451; 0.819
 54738;4021.136; 358.382;21 47 26.99;+65 34 15.7;      ;      ;20.465;19.602;18.672; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.863; 1.792; 0.929
197732;3630.441;3526.802;21 47 05.45;+65 56 46.7;      ;21.379;20.465;19.864;19.091; 0; 1; 1; 1; 1;      ;      ;      ;      ; 0.914; 1.515; 2.288; 0.602; 1.375; 0.773
355028; 767.066; 570.817;21 43 43.99;+65 36 09.2;      ;      ;20.465;19.484;18.607; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.982; 1.858; 0.877
356028; 827.033;3548.339;21 43 50.37;+65 57 15.7;      ;      ;20.465;19.551;18.699; 0; 0; 2; 3; 3;      ;      ;      ;      ;      ;      ;      ; 0.914; 1.766; 0.852
108005;1807.458;1804.447;21 44 56.76;+65 44 48.9;      ;      ;20.466;19.364;18.363; 0; 0; 1; 4; 4;      ;      ;      ;      ;      ;      ;      ; 1.103; 2.104; 1.001
228019;1242.881;3095.746;21 44 18.90;+65 54 01.4;      ;      ;20.466;19.275;18.287; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 1.190; 2.179; 0.989
132009;1663.007;1617.574;21 44 46.60;+65 43 30.3;      ;21.378;20.467;19.874;19.250; 0; 1; 1; 1; 2;      ;      ;      ;      ; 0.910; 1.503; 2.128; 0.593; 1.218; 0.625
248021;3384.273;1640.680;21 46 45.36;+65 43 26.8;      ;      ;20.467;19.404;18.346; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 1.063; 2.121; 1.058
165010;1344.991;1839.491;21 44 24.85;+65 45 06.5;      ;      ;20.468;19.874;19.264; 0; 0; 2; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.593; 1.204; 0.610
195014;1174.355;1666.784;21 44 12.91;+65 43 53.9;      ;      ;20.468;19.499;18.705; 0; 0; 2; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.969; 1.763; 0.795
196014;1650.507;2949.348;21 44 47.06;+65 52 56.8;      ;      ;20.468;19.989;19.242; 0; 0; 2; 1; 2;      ;      ;      ;      ;      ;      ;      ; 0.480; 1.226; 0.746
229019;1940.750; 774.108;21 45 04.85;+65 37 29.7;      ;21.470;20.470;19.830;19.300; 0; 1; 1; 2; 1;      ;      ;      ;      ; 1.000; 1.640; 2.170; 0.640; 1.170; 0.529
197014;2862.325;2396.336;21 46 10.41;+65 48 52.8;      ;      ;20.471;19.588;18.803; 0; 0; 2; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.883; 1.668; 0.785
226017;1071.217;2798.441;21 44 06.73;+65 51 55.8;      ;      ;20.471;19.440;18.431; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.031; 2.040; 1.009
318025;3658.613;2457.883;21 47 05.63;+65 49 11.7;      ;21.547;20.471;19.906;19.385; 0; 1; 2; 2; 1;      ;      ;      ;      ; 1.076; 1.640; 2.162; 0.565; 1.086; 0.521
357028;2528.837; 196.247;21 45 44.54;+65 33 19.9;      ;      ;20.471;19.786;19.094; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.684; 1.377; 0.693
211015;1221.439;2724.537;21 44 17.09;+65 51 23.6;      ;      ;20.472;19.729;18.975; 0; 0; 2; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.743; 1.497; 0.754
198732;1089.943;  28.106;21 44 05.74;+65 32 16.7;      ;      ;20.473;19.611;18.859; 0; 0; 2; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.862; 1.614; 0.752
272020;3041.032;1224.033;21 46 21.09;+65 40 32.8;      ;      ;20.473;19.749;19.101; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.724; 1.371; 0.647
349730; 478.534;3465.795;21 43 26.08;+65 56 42.1;      ;      ;20.473;19.288;18.126; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 1.184; 2.347; 1.162
102006;1961.483;2449.492;21 45 08.10;+65 49 22.2;      ;      ;20.474;19.359;18.342; 0; 0; 1; 3; 4;      ;      ;      ;      ;      ;      ;      ; 1.115; 2.131; 1.016
167733;3232.106;4004.748;21 46 38.46;+66 00 13.9;      ;21.694;20.474;19.749;19.003; 0; 1; 1; 2; 1;      ;      ;      ;      ; 1.220; 1.946; 2.691; 0.726; 1.471; 0.745
308027;3172.681; 652.589;21 46 29.31;+65 36 28.7;      ;21.431;20.474;19.838;19.181; 0; 1; 1; 3; 1;      ;      ;      ;      ; 0.957; 1.594; 2.251; 0.636; 1.294; 0.657
319025;3037.916; 693.658;21 46 20.12;+65 36 47.3;      ;      ;20.475;19.815;19.123; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.660; 1.352; 0.692
230731;3397.403; 432.718;21 46 44.39;+65 34 53.3;      ;      ;20.476;19.266;17.827; 0; 0; 1; 3; 5;      ;      ;      ;      ;      ;      ;      ; 1.209; 2.648; 1.439
293022;3294.244;1241.977;21 46 38.54;+65 40 38.2;      ;      ;20.476;19.860;19.249; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.616; 1.227; 0.610
204016;2633.698;1215.015;21 45 53.04;+65 40 32.3;      ;      ;20.477;19.916;19.273; 0; 0; 1; 1; 2;      ;      ;      ;      ;      ;      ;      ; 0.560; 1.204; 0.643
244018;1086.469;2919.744;21 44 07.89;+65 52 47.3;      ;      ;20.477;19.824;19.226; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.653; 1.250; 0.598
295023; 541.184;1456.889;21 43 29.05;+65 42 27.4;      ;      ;20.477;19.328;17.935; 0; 0; 1; 4; 4;      ;      ;      ;      ;      ;      ;      ; 1.149; 2.542; 1.393
109005;1749.543;2251.802;21 44 53.22;+65 47 59.5;      ;21.502;20.478;19.702;19.005; 0; 1; 1; 3; 2;      ;      ;      ;      ; 1.023; 1.800; 2.497; 0.776; 1.474; 0.697
199732;3192.562; 217.330;21 46 30.03;+65 33 23.6;      ;      ;20.478;19.531;18.598; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.946; 1.880; 0.934
245018;2617.630;1043.256;21 45 51.71;+65 39 19.4;      ;      ;20.478;19.207;17.644; 0; 0; 2; 3; 5;      ;      ;      ;      ;      ;      ;      ; 1.271; 2.834; 1.563
294022;1374.078; 692.359;21 44 25.82;+65 36 58.2;      ;      ;20.478;19.487;18.717; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.991; 1.761; 0.770
358028;2559.525; 241.054;21 45 46.70;+65 33 38.7;      ;21.627;20.478;19.886;      ; 0; 1; 1; 2; 0;      ;      ;      ;      ; 1.149; 1.741;      ; 0.592;      ;
359729;3392.154; 684.223;21 46 44.42;+65 36 40.2;      ;      ;20.478;19.838;19.416; 0; 0; 2; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.640; 1.062; 0.422
212015;1194.413;1418.169;21 44 14.09;+65 42 08.0;      ;      ;20.479;      ;19.249; 0; 0; 1; 0; 1;      ;      ;      ;      ;      ;      ;      ;      ; 1.230;
168733;3293.014; 187.239;21 46 36.87;+65 33 09.9;      ;      ;20.480;19.405;17.960; 0; 0; 2; 2; 5;      ;      ;      ;      ;      ;      ;      ; 1.074; 2.520; 1.446
230019;2512.304; 862.483;21 45 44.24;+65 38 03.3;      ;      ;20.481;19.771;18.951; 0; 0; 1; 4; 1;      ;      ;      ;      ;      ;      ;      ; 0.710; 1.530; 0.820
246018;3119.578;2554.680;21 46 28.45;+65 49 57.9;      ;      ;20.481;19.742;19.123; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.739; 1.358; 0.619
350730; 575.662; 578.052;21 43 30.83;+65 36 13.0;      ;21.395;20.481;19.997;      ; 0; 1; 1; 3; 0;      ;      ;      ;      ; 0.914; 1.398;      ; 0.485;      ;
360729;3400.493; 607.182;21 46 44.87;+65 36 07.4;      ;      ;20.481;19.762;18.987; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.718; 1.494; 0.776
249021;2976.907;1008.418;21 46 16.37;+65 39 01.7;      ;21.504;20.482;19.861;      ; 0; 1; 2; 3; 0;      ;      ;      ;      ; 1.021; 1.643;      ; 0.622;      ;
321026; 398.779;2829.784;21 43 20.12;+65 52 12.0;      ;      ;20.482;18.852;16.912; 0; 0; 1; 5; 6;      ;      ;      ;      ;      ;      ;      ; 1.630; 3.570; 1.940
351730;4007.357;1694.453;21 47 28.41;+65 43 43.5;      ;      ;20.483;19.673;18.864; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.810; 1.619; 0.809
169733;3438.848; 296.182;21 46 47.02;+65 33 54.9;      ;21.724;20.484;19.966;19.287; 0; 1; 1; 4; 2;      ;      ;      ;      ; 1.240; 1.758; 2.437; 0.518; 1.197; 0.679
231731; 176.379;3167.257;21 43 04.89;+65 54 36.2;      ;      ;20.484;19.288;18.087; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.195; 2.396; 1.201
247018;3147.046;1584.106;21 46 28.92;+65 43 04.9;      ;      ;20.484;19.450;18.548; 0; 0; 1; 2; 3;      ;      ;      ;      ;      ;      ;      ; 1.034; 1.937; 0.902
359028;1255.178; 315.425;21 44 17.32;+65 34 18.3;      ;21.449;20.484;19.970;19.356; 0; 1; 1; 3; 2;      ;      ;      ;      ; 0.965; 1.479; 2.092; 0.514; 1.128; 0.614
152012;1981.140;1243.881;21 45 08.14;+65 40 49.3;      ;      ;20.485;19.757;19.031; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.728; 1.454; 0.726
166010;1330.063;2025.255;21 44 23.99;+65 46 25.6;      ;21.621;20.485;19.735;18.932; 0; 1; 1; 3; 2;      ;      ;      ;      ; 1.135; 1.886; 2.689; 0.751; 1.554; 0.803
232731; -36.578;1558.797;21 42 49.24;+65 43 12.7;      ;21.286;20.485;      ;      ; 0; 1; 1; 0; 0;      ;      ;      ;      ; 0.800;      ;      ;      ;      ;
311024;1008.979; 733.025;21 44 00.75;+65 37 17.2;      ;      ;20.485;19.884;19.282; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.601; 1.203; 0.602
296023;3529.301;1892.652;21 46 55.76;+65 45 12.6;      ;21.475;20.486;19.857;19.225; 0; 1; 1; 1; 2;      ;      ;      ;      ; 0.988; 1.618; 2.250; 0.630; 1.261; 0.632
322026;3150.743;3383.599;21 46 31.84;+65 55 50.3;      ;      ;20.486;19.545;18.707; 0; 0; 1; 1; 2;      ;      ;      ;      ;      ;      ;      ; 0.941; 1.779; 0.839
273020;3301.695;1712.299;21 46 39.77;+65 43 58.0;      ;21.505;20.487;19.789;19.152; 0; 1; 2; 3; 3;      ;      ;      ;      ; 1.018; 1.715; 2.353; 0.697; 1.335; 0.638
361729;2068.640;  43.906;21 45 12.84;+65 32 18.2;      ;21.551;20.487;19.814;19.090; 0; 1; 1; 2; 2;      ;      ;      ;      ; 1.064; 1.737; 2.462; 0.673; 1.398; 0.724
127735; 299.667; 319.472;21 43 11.69;+65 34 23.7;      ;      ;20.489;19.428;18.466; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.061; 2.023; 0.962
233731; 426.513;3450.192;21 43 22.45;+65 56 35.6;      ;      ;20.489;19.075;17.703; 0; 0; 1; 4; 2;      ;      ;      ;      ;      ;      ;      ; 1.414; 2.786; 1.372
362729;1940.392;  96.580;21 45 04.11;+65 32 41.4;      ;21.543;20.489;19.831;19.147; 0; 1; 1; 2; 1;      ;      ;      ;      ; 1.054; 1.712; 2.396; 0.658; 1.342; 0.684
309027; 784.402; 647.114;21 43 45.24;+65 36 41.6;      ;21.458;20.490;19.852;19.255; 0; 1; 1; 1; 1;      ;      ;      ;      ; 0.968; 1.606; 2.203; 0.638; 1.235; 0.597
198014;1101.601;1766.899;21 44 07.98;+65 44 36.9;      ;      ;20.491;19.955;19.219; 0; 0; 2; 1; 1;      ;      ;      ;      ;      ;      ;      ; 0.536; 1.273; 0.737
172011;1876.520;2777.125;21 45 02.57;+65 51 42.2;      ;      ;20.492;19.690;18.928; 0; 0; 2; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.802; 1.564; 0.762
234731;3488.075;3552.488;21 46 55.58;+65 56 59.0;      ;      ;20.492;19.237;17.756; 0; 0; 2; 2; 4;      ;      ;      ;      ;      ;      ;      ; 1.255; 2.735; 1.480
250021;1488.369; 738.544;21 44 33.72;+65 37 17.2;      ;      ;20.492;19.894;19.292; 0; 0; 2; 3; 2;      ;      ;      ;      ;      ;      ;      ; 0.598; 1.200; 0.602
 77004;2077.450;1818.028;21 45 15.42;+65 44 52.9;      ;21.585;20.493;19.774;19.011; 0; 1; 1; 4; 3;      ;      ;      ;      ; 1.093; 1.811; 2.574; 0.718; 1.482; 0.764
110005;1869.411;2313.697;21 45 01.58;+65 48 25.1;      ;      ;20.493;19.671;18.908; 0; 0; 1; 3; 1;      ;      ;      ;      ;      ;      ;      ; 0.821; 1.585; 0.763
320025;3672.291;2535.265;21 47 06.70;+65 49 44.4;      ;      ;20.493;19.509;18.643; 0; 0; 1; 4; 3;      ;      ;      ;      ;      ;      ;      ; 0.985; 1.850; 0.865
360028;2167.916; 161.173;21 45 19.77;+65 33 07.4;      ;      ;20.494;19.664;19.008; 0; 0; 1; 1; 3;      ;      ;      ;      ;      ;      ;      ; 0.830; 1.486; 0.656
361028;2520.092;3907.626;21 45 48.65;+65 59 38.4;      ;      ;20.494;19.754;19.021; 0; 0; 1; 2; 1;      ;      ;      ;      ;      ;      ;      ; 0.741; 1.474; 0.733
312024;3562.024;2433.958;21 46 58.90;+65 49 02.4;      ;      ;20.495;19.436;18.423; 0; 0; 1; 3; 3;      ;      ;      ;      ;      ;      ;      ; 1.059; 2.072; 1.013
274020; 647.237;2163.646;21 43 36.87;+65 47 27.8;      ;      ;20.496;19.761;18.889; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.736; 1.607; 0.871
363729;3570.090; 867.649;21 46 56.92;+65 37 56.5;      ;      ;20.496;19.911;19.570; 0; 0; 1; 1; 1;      ;      ;      ;      ;      ;      ;      ; 0.585; 0.926; 0.341
153012;1389.062;1503.843;21 44 27.59;+65 42 43.4;      ;      ;20.497;19.736;19.048; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.761; 1.449; 0.688
213015;2974.042;1707.702;21 46 17.16;+65 43 59.0;      ;      ;20.497;19.473;18.559; 0; 0; 1; 3; 2;      ;      ;      ;      ;      ;      ;      ; 1.024; 1.939; 0.914
231019; 957.864;2787.968;21 43 58.86;+65 51 51.9;      ;      ;20.497;19.634;18.769; 0; 0; 1; 2; 2;      ;      ;      ;      ;      ;      ;      ; 0.864; 1.728; 0.864
