#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:38:48 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:38:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/374/504/table2&-order=I&-out=No&-out=Xpos&-out=Ypos&-out=Vmag&-out=e_Vmag&-out=B-V&-out=V-I&-out=U-B&-out=e_Imag&-out=e_Bmag&-out=e_Umag&-out=chi&-out=Sharp&-out=r&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33740504
#Name: J/A+A/374/504
#Title: UBVI photometry of NGC 7654 (Pandey+, 2001)
#INFO	ivoid=ivo://cds.vizier/j/a+a/374/504	    IVOID of underlying data collection
#INFO	creator=Pandey	    First author or institution
#INFO	cites=bibcode:2001A&A...374..504P	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2001	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/374/504	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33740504	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-05-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_374_504_table2:
#Name: J/A+A/374/504/table2
#Title: UBVIc photometric data of the stars in the field of NGC 7654
#Column	No	(I6)	Identification number of the stars	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Ypos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Vmag	(F6.3)	Magnitude in the V (Johnson) band	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Errors in the V (Johnson) band	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F7.3)	? B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	U-B	(F6.3)	? U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_Imag	(F6.3)	? Errors in the I (Cousins) band	[ucd=stat.error;phot.mag;em.opt.I]
#Column	e_Bmag	(F6.3)	? Errors in the B (Johnson) band	[ucd=stat.error;phot.mag;em.opt.B]
#Column	e_Umag	(F6.3)	? Errors in the U (Johnson) band	[ucd=stat.error;phot.mag;em.opt.U]
#Column	chi	(F6.3)	{chi} parameter in the V (Johnson) band (3)	[ucd=stat.error]
#Column	Sharp	(F6.3)	Sharpness parameter in the V (Johnson) band (2)	[ucd=stat.fit.param]
#Column	r	(F9.3)	Radial distance of the stars from the cluster center (X=855, Y=755)	[ucd=phys.angSize]
#Column	_RA	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (declination part)	[ucd=pos.eq.dec;meta.main]
No;Xpos;Ypos;Vmag;e_Vmag;B-V;V-I;U-B;e_Imag;e_Bmag;e_Umag;chi;Sharp;r;_RA;_DE
 12522; 1291.08; 1360.67;16.952; 0.016;  0.685; 1.244; 0.616; 0.026; 0.036; 0.062; 0.470;-0.034;  746.329;350.74891;+61.82002
 12523;  647.89;   37.96;19.872; 0.238;  0.954; 1.859;-0.601; 0.085; 0.120; 0.311; 0.520;-0.232;  746.351;351.31976;+61.27060
 12524; 1405.64;  250.99;16.881; 0.020;  0.915; 1.500; 0.534; 0.027; 0.019; 0.066; 0.620;-0.167;  746.476;350.66033;+61.35696
 12525; 1565.18;  985.23;17.104; 0.021;  0.993; 1.442; 0.549; 0.023; 0.042; 0.086; 0.560;-0.103;  746.564;350.51199;+61.66204
 12526;  121.84;  614.05;19.080; 0.092;  0.823; 1.796; 0.140; 0.045; 0.040; 0.258; 0.380;-0.020;  746.587;351.77813;+61.51052
 12527;  383.36;  176.25;20.154; 0.301;  2.084; 1.862;      ; 0.076; 0.308;      ; 0.510;-0.284;  746.588;351.54927;+61.32834
 12528;  379.50; 1330.67;20.182; 0.283;  1.169; 2.323;-0.682; 0.086; 0.148; 0.377; 0.420;-0.623;  746.655;351.55355;+61.80950
 12529; 1588.84;  893.14;19.787; 0.173;  1.227; 1.956; 0.069; 0.086; 0.118; 0.526; 0.370; 0.110;  746.725;350.49246;+61.62351
 12530; 1390.84;  234.91;14.550; 0.009;  0.668; 1.051; 0.348; 0.023; 0.014; 0.012; 1.300; 0.044;  746.738;350.67337;+61.35034
 12531;  312.95; 1268.67;16.528; 0.014;  0.807; 1.237; 0.319; 0.032; 0.032; 0.031; 0.620;-0.111;  746.779;351.61217;+61.78362
 12532;  174.68; 1063.01;18.717; 0.093;  1.162; 1.668;-0.394; 0.042; 0.084; 0.287; 0.600;-0.444;  746.798;351.73341;+61.69773
 12533; 1246.51;  119.05;19.806; 0.190;  0.841; 2.021;-0.563; 0.051; 0.087; 0.277; 0.410; 0.458;  746.802;350.79992;+61.30275
 12534; 1594.19;  861.59;19.821; 0.232;  1.966; 2.852;      ; 0.038; 0.168;      ; 0.500;-0.654;  746.831;350.48819;+61.61033
 12535;  790.41;   10.93;18.564; 0.091;  1.436; 1.846; 0.229; 0.032; 0.087; 0.302; 0.400; 0.057;  746.867;351.19628;+61.25912
 12536; 1217.62; 1408.13;19.572; 0.174;  1.878; 1.738;      ; 0.060; 0.152;      ; 0.510; 0.674;  747.040;350.81331;+61.84013
 12537;  427.76; 1367.90;18.015; 0.046;  1.258; 1.951; 0.219; 0.024; 0.036; 0.154; 0.540; 0.107;  747.116;351.51097;+61.82503
 12538; 1475.65;  339.08;19.757; 0.196;  1.634; 2.602;      ; 0.050; 0.166;      ; 0.360;-0.210;  747.121;350.59840;+61.39329
 12539; 1551.66; 1025.01;18.102; 0.044;  1.736; 2.627;      ; 0.027; 0.050;      ; 0.430;-0.309;  747.158;350.52334;+61.67870
 12540; 1104.79; 1459.22;17.851; 0.035;  1.306; 1.911;      ; 0.048; 0.044;      ; 0.460;-0.135;  747.209;350.91256;+61.86188
 12541; 1381.71;  224.99;18.231; 0.052;  0.932; 1.338; 0.541; 0.059; 0.027; 0.186; 0.520; 0.077;  747.217;350.68141;+61.34625
 12542;  108.05;  734.09;14.926; 0.005;  0.860; 1.141; 0.265; 0.024; 0.011; 0.011; 0.530;-0.011;  747.242;351.79066;+61.56053
 12543; 1497.81; 1136.04;19.751; 0.292;  1.987; 1.669;      ; 0.098; 0.190;      ; 0.800;-0.951;  747.258;350.56926;+61.72530
 12544; 1441.66;  292.14;19.337; 0.158;  1.014; 1.951;      ; 0.056; 0.076;      ; 0.510;-0.344;  747.273;350.62853;+61.37392
 12545;  122.24;  608.32;18.383; 0.071;  0.845; 1.435; 0.832; 0.041; 0.021; 0.354; 0.650; 0.312;  747.293;351.77776;+61.50813
 12546; 1111.08;   52.92;19.833; 0.219;  0.920; 1.860;-0.258; 0.077; 0.100; 0.291; 0.480; 0.441;  747.325;350.91798;+61.27573
 12547;  175.69; 1066.59;16.672; 0.015;  0.696; 1.097; 0.262; 0.029; 0.020; 0.069; 0.570;-0.077;  747.360;351.73253;+61.69923
 12548;  415.69; 1359.62;15.221; 0.006;  1.096; 1.437; 0.353; 0.027; 0.026; 0.014; 0.650;-0.048;  747.370;351.52163;+61.82157
 12549; 1599.01;  826.28;20.596; 0.489;  1.082; 2.942;      ; 0.045; 0.246;      ; 0.490;-1.378;  747.416;350.48445;+61.59558
 12550;  228.79; 1163.20;16.260; 0.009;  1.019; 1.367; 0.422; 0.023; 0.022; 0.037; 0.450;-0.032;  747.506;351.68609;+61.73957
 12551;  201.01;  392.96;18.800; 0.094;  1.229; 1.711; 0.359; 0.034; 0.048; 0.348; 0.570;-0.080;  747.514;351.70831;+61.41850
 12552; 1227.81;  107.08;20.207; 0.345;  1.875; 2.085;-1.406; 0.109; 0.293; 0.251; 0.540; 0.603;  747.520;350.81626;+61.29784
 12553;  615.21;   46.98;19.589; 0.197;  2.077; 2.665;      ; 0.036; 0.195;      ; 0.530;-0.403;  747.526;351.34809;+61.27439
 12554;  877.62;    7.81;18.956; 0.116;  1.022; 1.566; 0.668; 0.045; 0.038; 0.459; 0.630;-0.164;  747.531;351.12069;+61.25764
 12555;  127.00;  925.17;16.171; 0.009;  0.665; 1.014; 0.476; 0.027; 0.017; 0.022; 0.470; 0.004;  747.622;351.77480;+61.64020
 12556; 1164.25; 1435.69;19.819; 0.217;  1.347; 2.402;      ; 0.071; 0.129;      ; 0.460;-0.399;  747.641;350.86021;+61.85184
 12557; 1584.91;  593.03;16.434; 0.015;  0.721; 1.132; 0.544; 0.026; 0.025; 0.029; 0.680;-0.130;  747.662;350.49992;+61.49847
 12558; 1122.58;   56.84;18.479; 0.053;  1.306; 2.017; 0.895; 0.038; 0.045; 0.426; 0.370;-0.242;  747.685;350.90798;+61.27733
 12559; 1579.48;  939.99;19.789; 0.156;  2.322; 2.165;      ; 0.038; 0.264;      ; 0.310; 0.105;  747.725;350.50004;+61.64310
 12560;  819.75; 1501.95;19.653; 0.177;  1.377; 2.540;      ; 0.031; 0.143;      ; 0.440;-0.151;  747.784;351.16432;+61.88052
 12561; 1425.20;  271.20;19.069; 0.109;  1.706; 1.603;-0.375; 0.069; 0.086; 0.248; 0.500; 0.286;  747.790;350.64309;+61.36528
 12562; 1221.36;  103.10;16.910; 0.016;  0.914; 1.551; 0.302; 0.029; 0.017; 0.043; 0.480;-0.017;  747.797;350.82189;+61.29621
 12563;  293.03;  261.44;17.869; 0.029;  1.183; 1.611; 0.491; 0.035; 0.020; 0.176; 0.350;-0.035;  747.943;351.62790;+61.36379
 12564;  208.56; 1131.22;18.366; 0.059;  1.014; 1.769; 0.288; 0.034; 0.034; 0.234; 0.520;-0.006;  747.945;351.70381;+61.72621
 12565;  109.27;  812.72;15.662; 0.009;  0.658; 0.980; 0.452; 0.029; 0.017; 0.016; 0.760;-0.014;  747.962;351.78991;+61.59330
 12566; 1596.09;  652.71;19.584; 0.164;  1.134; 1.667;-0.682; 0.094; 0.079; 0.196; 0.460;-0.186;  748.116;350.48935;+61.52327
 12567; 1597.62;  846.04;20.703; 0.461;  1.246; 2.580;-1.234; 0.074; 0.294; 0.353; 0.430;-1.167;  748.183;350.48540;+61.60383
 12568;  289.77; 1245.21;19.688; 0.190;  0.901; 1.925;-0.392; 0.077; 0.068; 0.292; 0.490; 0.261;  748.187;351.63256;+61.77382
 12569; 1119.32; 1454.99;17.958; 0.042;  1.227; 1.858;      ; 0.030; 0.042;      ; 0.530; 0.114;  748.228;350.89976;+61.86006
 12570;  679.32; 1482.38;20.078; 0.293;  1.999; 1.905;-0.960; 0.093; 0.255; 0.416; 0.550;-0.042;  748.290;351.28857;+61.87260
 12571;  259.66; 1208.36;19.250; 0.158;  1.064; 1.694; 0.182; 0.066; 0.066; 0.359; 0.660;-0.702;  748.312;351.65902;+61.75843
 12572;  128.80;  574.26;17.440; 0.019;  1.044; 1.563; 0.246; 0.028; 0.019; 0.097; 0.330;-0.097;  748.356;351.77190;+61.49395
 12573; 1030.15;   27.38;13.033; 0.007;  0.697; 1.073; 0.452; 0.020; 0.005; 0.011; 1.700; 0.013;  748.404;350.98835;+61.26537
 12574;  115.87;  637.29;14.190; 0.011;  0.654; 0.999; 0.520; 0.042; 0.011; 0.009; 2.050; 0.129;  748.445;351.78344;+61.52020
 12575; 1058.36; 1475.33;19.029; 0.093;  1.399; 2.165;-0.113; 0.031; 0.078; 0.297; 0.410; 0.213;  748.486;350.95348;+61.86876
 12576;  168.16; 1052.59;19.645; 0.173;  1.957; 1.997;-0.979; 0.060; 0.162; 0.235; 0.450; 0.617;  748.535;351.73910;+61.69338
 12577; 1384.76; 1283.83;18.572; 0.059;  1.474; 1.616;-0.047; 0.053; 0.065; 0.241; 0.410; 0.028;  748.541;350.66709;+61.78753
 12578; 1491.76;  361.29;15.996; 0.022;  0.849; 1.295; 0.417; 0.046; 0.023; 0.028; 1.570; 0.145;  748.645;350.58410;+61.40245
 12579; 1549.20; 1035.36;19.212; 0.145;  2.451; 2.575;-0.839; 0.030; 0.183; 0.301; 0.540;-0.641;  748.678;350.52537;+61.68303
 12580;  681.29;   26.70;16.646; 0.012;  0.935; 1.452; 0.257; 0.019; 0.012; 0.037; 0.420; 0.092;  748.724;351.29083;+61.26587
 12581; 1131.75; 1450.71;19.737; 0.205;  1.474; 1.956;-1.046; 0.051; 0.159; 0.192; 0.510; 0.696;  748.739;350.88881;+61.85823
 12582;  121.80;  603.19;19.460; 0.152;  0.916; 1.773;      ; 0.060; 0.080;      ; 0.490; 0.344;  748.753;351.77813;+61.50599
 12583; 1550.58; 1032.13;19.091; 0.102;  1.993; 2.051;-0.817; 0.035; 0.121; 0.191; 0.420;-0.440;  748.753;350.52419;+61.68168
 12584;  135.46;  547.52;20.754; 0.511; -0.010; 2.615;      ; 0.064; 0.128;      ; 0.460; 0.159;  748.859;351.76599;+61.48282
 12585; 1536.19; 1066.13;20.160; 0.243;  0.868; 2.342;      ; 0.041; 0.108;      ; 0.360;-0.644;  748.880;350.53640;+61.69594
 12586;  197.76;  396.00;19.962; 0.309;  1.275; 1.995;-0.895; 0.062; 0.111; 0.289; 0.630;-2.242;  748.893;351.71115;+61.41976
 12587;  106.38;  775.48;19.016; 0.154;  0.699; 1.739;      ; 0.102; 0.039;      ; 0.400; 0.161;  748.901;351.79229;+61.57777
 12588;  183.08;  424.20;17.961; 0.040;  1.182; 1.740; 0.252; 0.030; 0.021; 0.122; 0.490; 0.004;  748.933;351.72403;+61.43149
 12589;  979.33;   16.39;18.453; 0.072;  1.799; 2.120; 0.504; 0.033; 0.051; 0.509; 0.570;-0.061;  749.000;351.03248;+61.26094
 12590;  850.12;    6.01;20.353; 0.297;  0.952; 1.895;      ; 0.088; 0.234;      ; 0.380;-0.636;  749.008;351.14454;+61.25695
 12591;  251.34;  311.57;17.018; 0.028;  1.324; 1.710; 0.445; 0.031; 0.028; 0.085; 0.360; 0.147;  749.024;351.66427;+61.38464
 12592;  848.82; 1504.05;14.840; 0.015;  2.003; 2.535; 1.495; 0.029; 0.038; 0.072; 2.090; 0.098;  749.077;351.13860;+61.88133
 12593; 1481.26; 1166.00;19.691; 0.211;  1.698; 1.910;      ; 0.062; 0.179;      ; 0.550;-0.059;  749.081;350.58346;+61.73788
 12594;  736.54;   15.34;18.680; 0.072;  1.073; 1.578; 0.236; 0.048; 0.035; 0.295; 0.430;-0.069;  749.090;351.24296;+61.26105
 12595; 1302.74;  154.43;18.954; 0.096;  1.826; 1.716;-0.291; 0.041; 0.089; 0.278; 0.480; 0.073;  749.102;350.75076;+61.31724
 12596;  486.52;  102.75;15.816; 0.009;  0.604; 1.024; 0.448; 0.021; 0.011; 0.018; 0.650; 0.024;  749.133;351.45968;+61.29771
 12597; 1005.99;   21.19;18.918; 0.080;  1.486; 1.863;-0.116; 0.104; 0.072; 0.226; 0.380;-0.049;  749.178;351.00934;+61.26286
 12598; 1404.62; 1264.14;16.798; 0.014;  1.682; 2.398; 1.050; 0.021; 0.028; 0.161; 0.420; 0.085;  749.198;350.64980;+61.77921
 12599;  130.52;  564.04;18.368; 0.078;  1.099; 1.793;      ; 0.028; 0.040;      ; 0.720; 0.437;  749.224;351.77036;+61.48969
 12600; 1545.44; 1045.96;19.628; 0.186;  1.645; 2.115;      ; 0.046; 0.153;      ; 0.500;-0.522;  749.242;350.52853;+61.68747
 12601; 1450.73; 1209.39;19.289; 0.131;  1.241; 1.557;      ; 0.043; 0.073;      ; 0.500;-0.161;  749.245;350.60981;+61.75614
 12602;  691.81;   23.71;19.809; 0.234;  0.839; 1.864; 0.016; 0.096; 0.093; 0.523; 0.550;-0.405;  749.280;351.28172;+61.26461
 12603;  106.28;  725.75;19.593; 0.142;  0.667; 1.899;-0.047; 0.068; 0.076; 0.270; 0.360;-0.194;  749.290;351.79218;+61.55705
 12604;  315.92;  234.56;14.293; 0.006;  0.845; 1.039; 0.450; 0.019; 0.006; 0.007; 1.030; 0.079;  749.310;351.60795;+61.35260
 12605; 1102.84;   47.86;16.217; 0.008;  0.889; 1.262; 0.219; 0.021; 0.011; 0.028; 0.390;-0.018;  749.318;350.92517;+61.27366
 12606;  145.11;  994.88;14.707; 0.006;  0.647; 0.906; 0.445; 0.022; 0.017; 0.007; 0.910;-0.038;  749.324;351.75916;+61.66929
 12607;  820.19;    6.44;17.775; 0.086;  1.979; 0.975;-0.102; 0.042; 0.038; 0.178; 1.340;-0.867;  749.366;351.17048;+61.25719
 12608;  112.59;  857.49;18.106; 0.065;  1.113; 1.504; 0.472; 0.034; 0.025; 0.184; 0.790;-0.353;  749.453;351.78718;+61.61197
 12609;  451.98;  123.06;16.959; 0.022;  1.175; 1.520; 0.437; 0.022; 0.019; 0.067; 0.640; 0.015;  749.518;351.48965;+61.30618
 12610;  184.19; 1089.38;19.827; 0.232;  1.809; 1.804;      ; 0.084; 0.221;      ; 0.550;-0.338;  749.533;351.72513;+61.70874
 12611;  306.26; 1265.74;19.486; 0.140;  1.106; 1.993;-0.197; 0.054; 0.062; 0.319; 0.410; 0.660;  749.645;351.61806;+61.78239
 12612; 1500.21;  373.28;20.183; 0.265;  0.378; 2.031;      ; 0.069; 0.084;      ; 0.400;-0.106;  749.672;350.57660;+61.40740
 12613; 1309.67; 1351.27;18.704; 0.073;  1.679; 1.281;      ; 0.058; 0.071;      ; 0.480; 0.217;  749.844;350.73260;+61.81601
 12614;  842.45;    5.22;16.347; 0.009;  0.863; 1.318; 0.574; 0.018; 0.011; 0.036; 0.410;-0.042;  749.886;351.15119;+61.25664
 12615;  714.47;   18.38;18.613; 0.071;  1.042; 1.680; 0.149; 0.042; 0.033; 0.214; 0.490;-0.232;  749.906;351.26209;+61.26236
 12616; 1291.66;  145.32;19.872; 0.201;  0.807; 1.906;      ; 0.071; 0.096;      ; 0.420;-0.997;  749.924;350.76047;+61.31349
 12617;  556.96; 1443.17;19.224; 0.118;  0.946; 1.999; 0.288; 0.045; 0.055; 0.381; 0.430; 0.034;  749.934;351.39681;+61.85637
 12618;  213.29; 1143.09;19.453; 0.175;  2.058; 1.588;-0.763; 0.081; 0.148; 0.333; 0.530; 0.158;  749.941;351.69968;+61.73117
 12619;  225.31;  347.61;20.208; 0.307;  1.292; 2.481;-0.782; 0.053; 0.204; 0.460; 0.460;-0.918;  749.985;351.68702;+61.39963
 12620; 1349.32; 1319.09;17.849; 0.047;  1.124; 1.690; 0.545; 0.030; 0.035; 0.176; 0.690;-0.188;  750.036;350.69795;+61.80240
 12621;  511.48; 1421.76;19.511; 0.134;  1.524; 1.694;-0.124; 0.076; 0.103; 0.504; 0.390; 0.254;  750.050;351.43702;+61.84747
 12622;  131.48;  952.79;14.663; 0.006;  0.778; 1.046; 0.398; 0.028; 0.016; 0.009; 0.800;-0.020;  750.068;351.77097;+61.65172
 12623; 1398.48;  238.00;17.535; 0.038;  0.974; 1.467; 0.285; 0.037; 0.029; 0.103; 0.710;-0.211;  750.106;350.66669;+61.35159
 12624;  633.78;   38.22;19.725; 0.241;  0.895; 1.964;-0.524; 0.049; 0.095; 0.282; 0.610; 0.385;  750.138;351.33200;+61.27072
 12625;  148.27; 1006.60;16.730; 0.015;  0.783; 1.183; 0.674; 0.037; 0.022; 0.063; 0.560; 0.080;  750.175;351.75642;+61.67418
 12626;  360.74; 1319.44;15.019; 0.006;  1.138; 1.539; 0.466; 0.025; 0.022; 0.017; 0.680;-0.054;  750.252;351.57009;+61.80481
 12627; 1524.13; 1094.38;16.621; 0.015;  0.761; 1.171; 0.430; 0.026; 0.033; 0.046; 0.570;-0.085;  750.275;350.54664;+61.70778
 12628;  109.67;  668.23;14.642; 0.006;  0.523; 0.882; 0.180; 0.030; 0.010; 0.005; 0.810; 0.056;  750.361;351.78898;+61.53308
 12629; 1532.70;  432.74;19.578; 0.197;  1.391; 1.719;-0.704; 0.071; 0.137; 0.316; 0.590;-0.147;  750.423;350.54755;+61.43199
 12630;  960.74; 1497.95;20.141; 0.303;  1.316; 2.409;-0.885; 0.058; 0.146; 0.247; 0.500;-0.502;  750.442;351.03965;+61.87850
 12631;  637.59;   36.74;19.427; 0.136;  1.932; 1.203;-0.862; 0.083; 0.150; 0.245; 0.440; 0.472;  750.448;351.32870;+61.27010
 12632;  421.76;  142.21;17.998; 0.034;  1.108; 1.324; 0.362; 0.039; 0.025; 0.160; 0.400; 0.012;  750.472;351.51590;+61.31416
 12633; 1019.48;   22.74;18.067; 0.053;  1.579; 2.258; 0.037; 0.030; 0.039; 0.175; 0.590;-0.260;  750.503;350.99763;+61.26347
 12634;  132.86;  550.57;18.392; 0.047;  1.247; 1.561; 0.233; 0.037; 0.042; 0.222; 0.360; 0.119;  750.517;351.76827;+61.48408
 12635; 1125.26; 1455.18;18.753; 0.083;  1.477; 1.845;      ; 0.032; 0.084;      ; 0.510;-0.103;  750.529;350.89450;+61.86012
 12636;  147.01;  505.90;18.979; 0.092;  1.014; 1.843; 0.195; 0.043; 0.054; 0.322; 0.430; 0.072;  750.534;351.75576;+61.46549
 12637; 1095.00; 1466.14;15.615; 0.013;  2.493; 5.081; 1.234; 0.041; 0.040; 0.232; 0.900; 0.029;  750.542;350.92116;+61.86480
 12638; 1401.33;  240.35;19.288; 0.121;  1.765; 2.323;      ; 0.049; 0.147;      ; 0.400;-0.309;  750.558;350.66419;+61.35255
 12639;  188.20;  410.41;20.068; 0.257;  0.261; 2.612;-0.111; 0.047; 0.081; 0.399; 0.420;-0.529;  750.573;351.71953;+61.42575
 12640; 1381.92;  220.45;16.074; 0.009;  0.879; 1.396; 0.672; 0.024; 0.014; 0.042; 0.370;-0.008;  750.592;350.68128;+61.34436
 12641;  727.21;   15.34;17.320; 0.028;  1.183; 1.524; 0.403; 0.024; 0.014; 0.101; 0.530; 0.120;  750.617;351.25105;+61.26107
 12642;  377.32; 1334.01;18.657; 0.073;  1.423; 1.826;-0.207; 0.039; 0.050; 0.212; 0.480;-0.134;  750.625;351.55548;+61.81089
 12643;  294.33;  255.79;19.169; 0.125;  1.439; 1.620;-0.141; 0.055; 0.073; 0.316; 0.530;-0.182;  750.708;351.62676;+61.36143
 12644; 1502.83;  375.63;19.584; 0.136;  1.723; 1.490;      ; 0.089; 0.125;      ; 0.360; 0.292;  750.736;350.57429;+61.40836
 12645;  252.60;  306.89;13.731; 0.008;  1.469; 1.767; 1.048; 0.025; 0.007; 0.013; 1.510; 0.073;  750.790;351.66317;+61.38269
 12646;  488.27;   99.86;16.745; 0.016;  1.024; 1.525; 0.334; 0.022; 0.023; 0.048; 0.260;-0.010;  750.798;351.45816;+61.29650
 12647;  127.12;  570.88;19.597; 0.203;  1.224; 1.627;-0.785; 0.084; 0.078; 0.157; 0.480;-0.243;  750.810;351.77336;+61.49254
 12648;  501.68;   92.36;16.446; 0.014;  1.913; 2.210; 1.112; 0.015; 0.018; 0.200; 0.610; 0.028;  750.946;351.44652;+61.29338
 12649;  137.71;  977.30;19.644; 0.239;  2.349; 1.838;      ; 0.073; 0.230;      ; 0.700;-0.402;  750.952;351.76559;+61.66195
 12650;  906.96;    5.84;20.067; 0.246;  1.276; 2.092;      ; 0.075; 0.153;      ; 0.420; 0.640;  750.960;351.09527;+61.25674
 12651;  338.43;  209.72;19.227; 0.134;  1.427; 1.511;      ; 0.048; 0.084;      ; 0.550; 0.002;  751.118;351.58834;+61.34226
 12652;  267.14;  287.43;19.318; 0.160;  1.155; 1.923;-0.235; 0.051; 0.099; 0.279; 0.590; 0.590;  751.128;351.65047;+61.37459
 12653;  108.17;  674.20;18.484; 0.060;  1.132; 1.549;-0.085; 0.045; 0.037; 0.177; 0.370;-0.251;  751.186;351.79032;+61.53556
 12654;  432.18;  134.07;15.235; 0.009;  1.423; 1.790; 0.897; 0.023; 0.008; 0.027; 0.910; 0.088;  751.216;351.50684;+61.31077
 12655; 1410.70; 1260.56;16.855; 0.020;  1.499; 1.927; 1.037; 0.022; 0.040; 0.172; 0.650;-0.139;  751.260;350.64448;+61.77769
 12656;  234.83; 1179.05;18.824; 0.089;  1.335; 1.695; 0.123; 0.050; 0.062; 0.262; 0.510; 0.140;  751.285;351.68082;+61.74618
 12657;  276.60;  275.50;12.177; 0.007;  0.334; 0.622; 0.264; 0.023; 0.005; 0.007; 1.930; 0.083;  751.311;351.64222;+61.36963
 12658;  162.52; 1046.60;16.756; 0.019;  1.171; 1.546; 0.793; 0.029; 0.025; 0.106; 0.720; 0.041;  751.372;351.74404;+61.69088
 12659; 1291.58; 1366.53;16.180; 0.009;  0.932; 1.350; 0.588; 0.025; 0.034; 0.033; 0.470; 0.022;  751.374;350.74841;+61.82246
 12660;  160.14; 1041.06;18.481; 0.083;  0.914; 1.713; 0.249; 0.056; 0.049; 0.212; 0.690; 0.593;  751.438;351.74611;+61.68856
 12661;  627.90; 1471.30;15.114; 0.012;  1.973; 2.557; 1.372; 0.026; 0.034; 0.073; 1.340; 0.067;  751.443;351.33406;+61.86804
 12662; 1585.34;  931.86;19.526; 0.152;  1.999; 1.639;      ; 0.054; 0.151;      ; 0.450;-0.090;  751.451;350.49500;+61.63967
 12663;  744.64; 1498.32;20.402; 0.349;  2.460; 2.472;      ; 0.076; 0.480;      ; 0.440;-0.878;  751.471;351.23076;+61.87914
 12664;  885.34;    4.10;20.153; 0.344;  0.882; 2.254;      ; 0.071; 0.134;      ; 0.580;-0.410;  751.516;351.11402;+61.25607
 12665; 1575.52;  541.28;18.068; 0.050;  1.911; 2.494; 0.718; 0.026; 0.041; 0.514; 0.540; 0.039;  751.549;350.50880;+61.47696
 12666;  120.60;  595.25;19.331; 0.140;  0.818; 1.737;-0.272; 0.074; 0.050; 0.207; 0.500; 0.250;  751.570;351.77915;+61.50268
 12667;  104.07;  723.07;19.017; 0.108;  1.369; 1.555;-0.041; 0.070; 0.084; 0.261; 0.510; 0.259;  751.605;351.79410;+61.55593
 12668;  742.85;   11.80;15.270; 0.005;  0.752; 1.211; 0.661; 0.014; 0.006; 0.017; 0.480; 0.028;  751.619;351.23750;+61.25957
 12669;  106.85;  827.22;18.140; 0.047;  1.099; 1.493;      ; 0.034; 0.029;      ; 0.500; 0.152;  751.633;351.79209;+61.59934
 12670;  369.19; 1328.58;19.652; 0.190;  2.092; 1.473;      ; 0.083; 0.243;      ; 0.530;-0.083;  751.665;351.56264;+61.80862
 12671; 1415.57; 1255.77;19.234; 0.117;  1.079; 1.655;-0.159; 0.058; 0.056; 0.235; 0.460;-0.052;  751.668;350.64025;+61.77567
 12672; 1569.98;  522.97;13.717; 0.007;  0.615; 0.838; 0.033; 0.026; 0.017; 0.010; 1.320;-0.072;  751.692;350.51388;+61.46936
 12673; 1408.90;  246.81;18.419; 0.085;  1.014; 1.580; 0.719; 0.040; 0.031; 0.358; 0.770;-0.331;  751.710;350.65754;+61.35520
 12674;  274.27; 1232.32;19.626; 0.192;  0.741; 1.911;-0.333; 0.070; 0.072; 0.209; 0.480;-0.857;  751.719;351.64620;+61.76843
 12675;  106.88;  680.48;19.388; 0.131;  0.975; 1.747;      ; 0.057; 0.063;      ; 0.440;-0.210;  751.824;351.79147;+61.53818
