#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:33:09 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:33:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/466/3636/tablea1&-order=I&-out=More&-out=ID&-out=RAICRS&-out=DEICRS&-out=Vmag&-out=e_Vmag&-out=b-y&-out=e_b-y&-out=m1&-out=e_m1&-out=c1&-out=e_c1&-out=beta&-out=e_beta&-out=Member&-out=IPHAS&-out=2MASS&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74663636
#Name: J/MNRAS/466/3636
#Title: The young open cluster NGC 7067 (Monguio+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/mnras/466/3636	    IVOID of underlying data collection
#INFO	creator=Monguio M.	    First author or institution
#INFO	cites=bibcode:2017MNRAS.466.3636M	    Article or Data origin sources
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/466/3636	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74663636	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2000.000:	ICRS
#Table	J_MNRAS_466_3636_tablea1:
#Name: J/MNRAS/466/3636/tablea1
#Title: Coordinates and photometric indexes
#Column	More	(A1)	indicates parameters for B stars or physical parameters for hot stars	[ucd=meta.ref.url]
#Column	ID	(I4)	ID number	[ucd=meta.id;meta.main]
#Column	RAICRS	(A10)	Right ascension (ICRS, Epoch=J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(A9)	Declination (ICRS, Epoch=J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	Magnitude in Johnson V	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F5.2)	Error in V magnitude	[ucd=stat.error;phot.mag;em.opt.V]
#Column	b-y	(F5.2)	b-y color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_b-y	(F5.2)	Error in b-y color index	[ucd=stat.error;phot.color;em.opt.B]
#Column	m1	(F6.2)	m1 index	[ucd=phot.color]
#Column	e_m1	(F5.2)	Error in m1 index	[ucd=stat.error]
#Column	c1	(F6.2)	? c1 index	[ucd=phot.color]
#Column	e_c1	(F5.2)	? Error in c1 index	[ucd=stat.error]
#Column	beta	(F5.2)	? beta index	[ucd=phot.color]
#Column	e_beta	(F5.2)	? Error in beta	[ucd=stat.error]
#Column	Member	(I1)	[0/1] 1 for member	[ucd=meta.code.member]
#Column	IPHAS	(A19)	IPHAS ID (JHHMMSS.ss+DDMMSS.s)	[ucd=meta.id]
#Column	2MASS	(A16)	2MASS ID (HHMMSSss+DDMMSSs)	[ucd=meta.id]
More;ID;RAICRS;DEICRS;Vmag;e_Vmag;b-y;e_b-y;m1;e_m1;c1;e_c1;beta;e_beta;Member;IPHAS;2MASS
*;1549;21 23 03.4;+47 55 43;17.47; 0.01; 0.96; 0.01; -0.14; 0.02;  1.20; 0.02; 2.82; 0.01;1;J212303.27+475543.2;21230325+4755432
 ;1550;21 25 08.3;+48 05 26;16.76; 0.02; 0.93; 0.02;  0.08; 0.03;  0.46; 0.06; 2.59; 0.02;0;J212508.25+480525.5;21250824+4805254
 ;1551;21 24 55.1;+48 03 30;18.70; 0.03; 0.91; 0.03; -0.08; 0.01;  0.54; 0.11; 2.68; 0.02;0;J212455.09+480330.3;21245507+4803306
*;1552;21 24 38.0;+47 56 29;17.49; 0.01; 0.89; 0.02; -0.10; 0.02;  1.14; 0.01; 2.90; 0.00;1;J212438.03+475628.9;21243803+4756289
 ;1553;21 24 35.9;+47 55 28;17.16; 0.02; 0.98; 0.01; -0.03; 0.01;  0.51; 0.06; 2.62; 0.01;0;J212435.86+475527.8;21243586+4755279
 ;1554;21 24 31.1;+48 02 55;16.28; 0.02; 1.33; 0.01;  0.16; 0.02;  0.51; 0.05; 2.61; 0.01;0;J212431.12+480255.4;21243112+4802553
 ;1555;21 24 25.5;+48 05 33;16.39; 0.01; 0.77; 0.00; -0.04; 0.00;  0.53; 0.05; 2.64; 0.00;0;J212425.41+480532.3;21242542+4805324
 ;1556;21 24 23.2;+48 05 36;17.75; 0.02; 0.96; 0.03; -0.13; 0.04;  0.65; 0.09; 2.69; 0.04;0;J212423.16+480535.8;21242316+4805357
*;1557;21 24 15.4;+48 05 34;16.70; 0.01; 0.60; 0.01; -0.14; 0.03;  0.97; 0.04; 2.85; 0.01;1;J212415.42+480534.0;21241542+4805339
 ;1558;21 24 04.3;+47 57 39;16.70; 0.01; 1.30; 0.01;  0.02; 0.04;  0.64; 0.04; 2.58; 0.03;0;J212404.24+475739.2;21240425+4757391
*;1559;21 23 54.5;+48 05 37;17.78; 0.03; 0.99; 0.04; -0.27; 0.06;  0.56; 0.03; 2.66; 0.01;0;J212354.53+480537.1;21235453+4805371
*;1560;21 23 27.6;+48 05 43;17.22; 0.01; 0.88; 0.02; -0.06; 0.03;  1.16; 0.03; 2.86; 0.01;0;J212327.55+480542.8;21232755+4805428
*;1561;21 23 17.3;+48 03 01;17.94; 0.01; 0.95; 0.04; -0.18; 0.05;  0.76; 0.03; 2.69; 0.03;0;J212317.30+480301.0;21231729+4803008
*;1562;21 25 27.6;+48 04 57;16.84; 0.02; 0.69; 0.02;  0.01; 0.03;  1.17; 0.05; 2.98; 0.03;0;J212527.50+480457.8;21252749+4804577
*;1565;21 25 25.0;+48 00 43;14.67; 0.01; 0.59; 0.01;  0.02; 0.02;  1.11; 0.03; 2.93; 0.00;0;J212525.03+480043.5;21252501+4800435
*;1566;21 25 24.4;+48 03 22;14.85; 0.01; 0.63; 0.01;  0.05; 0.02;  1.02; 0.03; 2.87; 0.01;0;J212524.36+480322.7;21252434+4803227
*;1567;21 25 24.2;+47 55 10;13.68; 0.01; 0.67; 0.02;  0.05; 0.02;  1.38; 0.03; 2.87; 0.00;0;J212524.19+475510.1;21252418+4755100
*;1568;21 25 23.7;+47 57 56;15.71; 0.01; 0.80; 0.02;  0.04; 0.02;  1.14; 0.03; 2.92; 0.00;0;J212523.69+475756.3;21252368+4757561
 ;1569;21 25 23.5;+47 57 45;14.29; 0.03; 1.42; 0.02;  0.41; 0.03;  0.53; 0.03; 2.63; 0.00;0;J212523.51+475745.4;21252350+4757452
 ;1570;21 25 23.4;+47 57 06;16.40; 0.01; 0.75; 0.02;  0.25; 0.03;  0.44; 0.04; 2.59; 0.00;0;J212523.39+475705.6;21252339+4757055
*;1571;21 25 23.3;+47 57 59;15.32; 0.01; 0.63; 0.02;  0.01; 0.03;  1.20; 0.03; 2.91; 0.02;0;J212523.36+475758.7;21252335+4757585
 ;1572;21 25 22.7;+48 01 08;16.93; 0.02; 0.92; 0.02; -0.08; 0.03;  0.52; 0.05; 2.65; 0.01;0;J212522.71+480107.9;21252270+4801079
 ;1573;21 25 22.4;+48 02 42;16.13; 0.01; 0.91; 0.02; -0.05; 0.02;  0.66; 0.04; 2.67; 0.01;0;J212522.41+480242.0;21252239+4802420
*;1574;21 25 21.3;+47 56 43;15.30; 0.01; 0.62; 0.01; -0.04; 0.02;  1.26; 0.03; 2.86; 0.01;0;J212521.32+475642.7;21252132+4756426
*;1575;21 25 21.1;+47 54 18;15.94; 0.02; 0.71; 0.02;  0.02; 0.03;  1.27; 0.03; 2.95; 0.01;0;J212521.09+475418.0;21252109+4754180
*;1576;21 25 20.3;+47 56 45;16.46; 0.01; 0.73; 0.02; -0.07; 0.03;  1.23; 0.04; 2.94; 0.01;0;J212520.33+475644.8;21252032+4756447
*;1577;21 25 19.6;+48 03 12;17.18; 0.02; 0.76; 0.02; -0.07; 0.03;  0.82; 0.05; 2.74; 0.01;0;J212519.63+480312.7;21251962+4803127
 ;1578;21 25 19.5;+48 04 44;16.97; 0.01; 0.86; 0.02; -0.01; 0.03;  0.55; 0.05; 2.67; 0.01;0;J212519.47+480444.3;21251945+4804442
*;1579;21 25 18.5;+47 54 50;15.36; 0.02; 0.68; 0.03; -0.01; 0.04;  1.33; 0.04; 2.92; 0.00;0;J212518.46+475449.8;21251843+4754498
 ;1580;21 24 22.8;+48 05 38;16.29; 0.01; 0.75; 0.02; -0.01; 0.03;  0.55; 0.04; 2.67; 0.01;0;J212422.72+480537.6;21242272+4805375
 ;3998;21 24 32.1;+47 54 08;16.96; 0.02; 0.83; 0.03;  0.00; 0.05;  0.59; 0.07; 2.65; 0.03;0;J212432.02+475408.6;21243201+4754086
 ;4001;21 24 43.6;+47 56 00;17.61; 0.03; 1.04; 0.05; -0.07; 0.06;  0.94; 0.10; 2.73; 0.04;0;J212443.61+475600.1;21244363+4756000
 ;4002;21 24 40.1;+47 56 49;18.01; 0.03; 1.03; 0.04; -0.04; 0.06;  0.53; 0.11; 2.67; 0.04;0;J212440.13+475648.7;21244014+4756487
 ;4003;21 24 38.0;+47 59 47;18.12; 0.03; 0.99; 0.05; -0.06; 0.08;  0.62; 0.12; 2.58; 0.04;0;J212437.98+475946.7;21243798+4759467
 ;4004;21 24 37.7;+48 04 26;18.49; 0.04; 0.84; 0.06;  0.09; 0.07;  0.38; 0.12; 2.57; 0.05;0;J212437.71+480425.9;21243772+4804260
*;4005;21 24 36.6;+47 54 14;18.39; 0.05; 0.79; 0.07;  0.00; 0.09;  0.32; 0.12; 2.79; 0.07;0;J212436.60+475413.0;21243654+4754139
*;4006;21 24 22.2;+48 00 45;18.21; 0.03; 0.63; 0.04;  0.08; 0.06;  1.02; 0.10; 2.84; 0.05;1;J212422.14+480044.5;21242215+4800444
 ;4007;21 24 17.7;+48 04 58;18.58; 0.04; 0.82; 0.05; -0.07; 0.07;  0.57; 0.11; 2.65; 0.05;0;J212417.70+480458.0;21241770+4804576
 ;4008;21 24 14.7;+47 59 11;18.29; 0.03; 0.90; 0.05;  0.05; 0.07;  0.28; 0.11; 2.56; 0.04;0;J212414.68+475910.6;21241467+4759105
*;4009;21 24 14.5;+48 05 22;18.42; 0.03; 0.82; 0.05; -0.12; 0.07;  0.86; 0.11; 2.81; 0.04;0;J212414.50+480521.7;21241448+4805218
 ;4010;21 24 10.9;+47 58 40;18.29; 0.04; 0.87; 0.05; -0.08; 0.07;  0.67; 0.11; 2.62; 0.05;0;J212410.88+475840.1;21241088+4758400
*;4011;21 24 09.2;+48 04 47;18.26; 0.03; 0.91; 0.05; -0.16; 0.07;  0.71; 0.10; 2.61; 0.04;0;J212409.15+480446.9;21240915+4804469
*;4012;21 23 59.5;+48 02 39;18.11; 0.03; 0.77; 0.04;  0.00; 0.06;  1.14; 0.10; 2.91; 0.04;1;J212359.50+480238.7;21235948+4802388
*;4013;21 23 19.4;+48 01 42;18.08; 0.04; 1.02; 0.05; -0.16; 0.07;  0.59; 0.11; 2.66; 0.04;0;J212319.41+480142.1;21231941+4801419
 ;4014;21 25 18.7;+48 04 14;18.48; 0.03; 0.87; 0.04;  0.01; 0.05;  0.61; 0.10; 2.67; 0.06;0;J212518.65+480413.9;21251862+4804138
*;4015;21 25 18.1;+48 00 31;18.40; 0.03; 1.07; 0.04; -0.26; 0.05;  0.92; 0.10; 2.70; 0.05;0;J212518.09+480030.6;
*;4016;21 25 18.0;+47 56 38;18.07; 0.04; 1.02; 0.04; -0.17; 0.05;  0.77; 0.07; 2.73; 0.04;0;J212518.03+475637.1;21251802+4756370
*;4017;21 25 16.7;+47 59 58;18.42; 0.03; 0.93; 0.04; -0.08; 0.05;  0.95; 0.10; 2.90; 0.04;0;J212516.73+475957.4;21251673+4759574
 ;4018;21 25 15.4;+48 01 16;17.91; 0.03; 1.09; 0.04;  0.04; 0.05;  0.51; 0.09; 2.58; 0.03;0;J212515.45+480116.2;21251544+4801163
*;4019;21 25 15.0;+48 05 09;18.50; 0.03; 0.89; 0.04; -0.11; 0.04;  0.45; 0.07; 2.61; 0.04;0;J212514.93+480509.3;21251492+4805090
 ;4020;21 25 14.7;+48 02 45;18.35; 0.03; 0.96; 0.04; -0.09; 0.06;  0.49; 0.08; 2.59; 0.04;0;J212514.73+480244.6;21251472+4802447
 ;4021;21 25 14.7;+48 04 52;18.08; 0.02; 1.04; 0.03;  0.10; 0.04;  0.53; 0.09; 2.57; 0.04;0;J212514.66+480452.1;21251464+4804520
 ;4022;21 25 14.7;+48 02 30;18.17; 0.03; 0.98; 0.04; -0.03; 0.05;  0.61; 0.08; 2.61; 0.04;0;J212514.69+480229.8;21251468+4802298
*;4023;21 25 14.3;+48 02 33;18.60; 0.03; 0.92; 0.04; -0.17; 0.06;  0.68; 0.10; 2.66; 0.04;0;J212514.34+480232.6;21251435+4802326
 ;4024;21 25 14.1;+48 03 18;17.94; 0.02; 1.06; 0.04; -0.01; 0.05;  0.59; 0.09; 2.58; 0.04;0;J212514.07+480317.9;21251406+4803178
*;4025;21 25 13.0;+48 03 33;18.72; 0.03; 1.07; 0.04; -0.25; 0.05;  0.55; 0.09; 2.74; 0.05;0;J212512.99+480332.9;21251298+4803328
*;4027;21 25 12.9;+48 00 08;18.53; 0.03; 0.93; 0.04; -0.17; 0.06;  0.70; 0.08; 2.68; 0.05;0;J212512.89+480007.4;21251288+4800075
 ;4028;21 25 12.2;+48 00 02;18.07; 0.02; 1.05; 0.03; -0.06; 0.05;  0.62; 0.08; 2.62; 0.03;0;J212512.22+480001.7;21251207+4800013
 ;4029;21 25 12.1;+47 56 02;18.48; 0.04; 1.00; 0.05; -0.13; 0.06;  0.61; 0.08; 2.66; 0.05;0;J212512.05+475601.5;21251205+4756013
*;4030;21 25 11.1;+48 01 10;18.45; 0.06; 2.94; 0.10; -3.71; 0.14;  2.95; 0.13; 2.57; 0.04;0;J212511.07+480109.6;21251104+4801097
*;4031;21 25 10.9;+47 59 25;18.41; 0.02; 1.03; 0.04; -0.20; 0.05;  0.66; 0.09; 2.64; 0.04;0;J212510.93+475924.8;21251094+4759247
 ;4032;21 25 10.7;+47 55 29;18.36; 0.03; 0.99; 0.04; -0.13; 0.05;  0.56; 0.07; 2.66; 0.03;0;J212510.66+475528.9;21251064+4755288
*;4033;21 25 10.5;+48 01 53;19.03; 0.04; 0.99; 0.05; -0.22; 0.07; -0.06; 0.10; 2.74; 0.06;0;J212510.53+480153.5;21251033+4801530
*;4034;21 25 09.8;+48 02 43;18.28; 0.02; 0.99; 0.03; -0.15; 0.04;  0.87; 0.07; 2.76; 0.04;0;J212509.83+480242.7;21250982+4802426
 ;4035;21 25 09.5;+48 00 58;17.62; 0.02; 1.26; 0.03; -0.08; 0.04;  0.56; 0.08; 2.60; 0.03;0;J212509.57+480057.6;21250956+4800576
 ;4036;21 25 09.1;+48 01 17;18.35; 0.03; 0.97; 0.04; -0.08; 0.06;  0.50; 0.09; 2.61; 0.04;0;J212509.11+480116.8;21250911+4801169
 ;4037;21 25 08.1;+48 00 25;17.10; 0.03; 1.29; 0.03;  0.08; 0.04;  0.65; 0.07; 2.62; 0.02;0;J212508.12+480025.0;21250811+4800250
 ;4038;21 25 06.8;+47 58 54;17.77; 0.03; 1.16; 0.04; -0.15; 0.04;  0.72; 0.07; 2.67; 0.04;0;J212506.83+475853.8;21250682+4758538
 ;4039;21 25 06.6;+47 58 15;17.92; 0.03; 1.14; 0.04; -0.14; 0.05;  0.63; 0.08; 2.67; 0.04;0;J212506.65+475814.6;21250664+4758146
*;4040;21 25 06.4;+47 59 49;18.12; 0.03; 1.04; 0.04; -0.19; 0.04;  1.00; 0.07; 2.75; 0.04;0;J212506.46+475948.8;21250645+4759487
*;4041;21 25 06.2;+48 02 12;18.51; 0.03; 0.88; 0.04; -0.08; 0.04;  0.89; 0.08; 2.84; 0.04;0;J212506.19+480211.5;21250619+4802115
 ;4042;21 25 06.0;+47 55 55;16.58; 0.03; 1.52; 0.03;  0.05; 0.04;  0.63; 0.07; 2.59; 0.03;0;J212505.97+475554.4;21250596+4755543
 ;4043;21 25 05.7;+48 03 16;18.66; 0.03; 0.93; 0.04; -0.06; 0.05;  0.65; 0.10; 2.67; 0.05;0;J212505.69+480316.2;21250569+4803162
 ;4044;21 25 05.0;+47 54 13;17.84; 0.03; 1.16; 0.04; -0.10; 0.05;  0.59; 0.08; 2.62; 0.04;0;J212504.90+475412.2;21250489+4754120
 ;4045;21 25 04.7;+47 56 43;17.84; 0.03; 1.17; 0.04; -0.10; 0.05;  0.74; 0.08; 2.67; 0.03;0;J212504.71+475642.1;21250469+4756421
 ;4046;21 25 04.6;+48 00 00;18.31; 0.03; 0.99; 0.04; -0.12; 0.06;  0.63; 0.09; 2.65; 0.05;0;J212504.64+475959.4;21250463+4759594
 ;4047;21 25 03.7;+47 59 54;16.46; 0.03; 1.47; 0.03;  0.07; 0.04;  0.55; 0.07; 2.61; 0.02;0;J212503.67+475953.7;21250367+4759537
*;4048;21 25 03.5;+48 00 16;18.57; 0.03; 0.93; 0.05; -0.15; 0.06;  0.69; 0.09; 2.67; 0.06;0;J212503.49+480016.0;21250351+4800159
*;4049;21 25 03.3;+48 03 03;18.48; 0.03; 0.98; 0.05; -0.09; 0.06;  0.63; 0.09; 2.71; 0.05;0;J212503.34+480302.7;21250334+4803027
*;4050;21 25 03.1;+48 01 42;18.40; 0.03; 1.00; 0.04; -0.21; 0.05;  0.65; 0.08; 2.66; 0.04;0;J212503.13+480141.8;21250315+4801416
 ;4051;21 25 01.9;+48 03 27;17.84; 0.03; 1.03; 0.04;  0.17; 0.05;  0.47; 0.09; 2.65; 0.03;0;J212501.92+480326.9;21250192+4803269
*;4052;21 25 01.8;+48 02 15;18.37; 0.03; 0.89; 0.03; -0.16; 0.04;  0.95; 0.08; 2.82; 0.05;0;J212501.80+480215.2;21250179+4802152
 ;4053;21 25 00.8;+48 02 03;18.29; 0.02; 1.06; 0.04; -0.07; 0.06;  0.56; 0.10; 2.59; 0.04;0;J212500.80+480202.8;21250083+4802020
 ;4054;21 25 00.6;+47 55 22;17.20; 0.03; 1.37; 0.03; -0.16; 0.04;  0.68; 0.08; 2.66; 0.03;0;J212500.59+475521.1;21250057+4755210
 ;4055;21 25 00.3;+47 54 48;17.77; 0.03; 1.21; 0.03; -0.20; 0.04;  0.78; 0.07; 2.70; 0.03;0;J212500.30+475447.8;21250028+4754478
 ;4056;21 24 59.9;+48 04 23;18.77; 0.04; 0.89; 0.05; -0.07; 0.07;  0.49; 0.10; 2.62; 0.05;0;J212459.88+480422.8;21245986+4804228
 ;4057;21 24 58.3;+48 05 26;18.51; 0.03; 0.95; 0.03;  0.02; 0.05;  0.50; 0.10; 2.61; 0.05;0;J212458.31+480525.7;21245830+4805254
 ;4058;21 24 57.6;+48 00 43;17.60; 0.03; 0.99; 0.03;  0.44; 0.05;  0.22; 0.10; 2.55; 0.03;0;J212457.65+480042.9;21245765+4800429
 ;4059;21 24 57.2;+47 54 41;18.23; 0.03; 1.09; 0.04; -0.12; 0.06;  0.58; 0.09; 2.64; 0.04;0;J212457.16+475441.0;21245716+4754409
 ;4060;21 24 56.8;+48 04 19;17.81; 0.03; 1.01; 0.03;  0.06; 0.04;  0.53; 0.07; 2.56; 0.04;0;J212456.77+480419.0;21245676+4804188
*;4061;21 24 56.3;+47 59 32;18.56; 0.03; 0.95; 0.04; -0.16; 0.05;  0.88; 0.09; 2.72; 0.06;0;J212456.27+475931.4;21245627+4759314
 ;4062;21 24 56.1;+48 02 29;18.57; 0.03; 1.00; 0.04; -0.09; 0.05;  0.56; 0.10; 2.63; 0.04;0;J212456.09+480228.7;21245608+4802286
 ;4063;21 24 54.6;+48 01 20;18.27; 0.02; 1.01; 0.03; -0.04; 0.04;  0.58; 0.09; 2.62; 0.04;0;J212454.58+480120.1;21245457+4801202
 ;4064;21 24 52.6;+47 55 40;18.21; 0.03; 1.14; 0.03; -0.10; 0.05;  0.65; 0.09; 2.60; 0.05;0;J212452.57+475539.3;21245256+4755393
 ;4065;21 24 51.4;+48 03 29;18.38; 0.03; 1.04; 0.04; -0.15; 0.05;  0.63; 0.09; 2.67; 0.05;0;J212451.37+480329.4;21245136+4803292
 ;4066;21 24 51.3;+48 00 36;15.89; 0.03; 1.54; 0.03;  0.29; 0.04;  0.53; 0.08; 2.62; 0.02;0;J212451.26+480035.7;21245125+4800357
 ;4067;21 24 51.2;+48 01 07;16.82; 0.03; 1.42; 0.03;  0.12; 0.04;  0.52; 0.08; 2.62; 0.02;0;J212451.19+480106.9;21245119+4801068
 ;4068;21 24 51.2;+47 54 43;18.10; 0.03; 1.03; 0.04; -0.10; 0.05;  0.64; 0.09; 2.62; 0.04;0;J212451.20+475442.8;21245120+4754428
*;4069;21 24 50.0;+47 59 19;18.43; 0.02; 0.97; 0.04; -0.13; 0.05;  0.67; 0.10; 2.75; 0.04;0;J212450.03+475918.6;21245000+4759186
 ;4070;21 24 50.0;+47 57 52;17.79; 0.02; 1.14; 0.03; -0.09; 0.04;  0.49; 0.07; 2.63; 0.03;0;J212449.95+475751.6;21244997+4757515
*;4071;21 24 49.3;+48 02 11;18.57; 0.03; 1.02; 0.03; -0.24; 0.05;  0.62; 0.09; 2.65; 0.05;0;J212449.30+480210.7;21244930+4802108
*;4072;21 24 49.1;+48 03 22;18.57; 0.02; 0.81; 0.03; -0.12; 0.05;  1.21; 0.10; 2.84; 0.05;0;J212449.05+480321.7;21244905+4803216
 ;4073;21 24 49.0;+48 04 35;18.33; 0.02; 0.96; 0.04; -0.04; 0.05;  0.70; 0.10; 2.67; 0.04;0;J212448.96+480435.2;21244894+4804349
*;4074;21 24 48.5;+48 01 22;18.35; 0.02; 0.91; 0.03; -0.10; 0.04;  0.77; 0.08; 2.73; 0.04;0;J212448.52+480121.8;21244850+4801218
 ;4075;21 24 48.0;+48 04 33;18.33; 0.02; 1.06; 0.03; -0.14; 0.05;  0.66; 0.10; 2.63; 0.04;0;J212447.95+480432.9;21244797+4804329
 ;4076;21 24 47.9;+48 03 30;18.28; 0.03; 1.02; 0.04; -0.09; 0.05;  0.69; 0.09; 2.64; 0.05;0;J212447.86+480329.5;21244786+4803294
 ;4077;21 24 47.6;+47 55 57;18.18; 0.03; 1.04; 0.03; -0.14; 0.05;  0.76; 0.09; 2.70; 0.04;0;J212447.56+475556.7;21244755+4755566
 ;4078;21 24 46.6;+47 59 31;18.21; 0.03; 1.04; 0.04; -0.11; 0.05;  0.76; 0.09; 2.65; 0.04;0;J212446.57+475930.4;21244658+4759304
 ;4079;21 24 45.3;+48 01 32;18.26; 0.03; 1.12; 0.03; -0.13; 0.05;      ;     ; 2.59; 0.04;0;J212445.30+480131.9;21244530+4801320
*;4080;21 24 44.7;+48 01 06;18.17; 0.02; 0.91; 0.03; -0.10; 0.04;  0.86; 0.08; 2.76; 0.04;0;J212444.68+480105.6;21244468+4801057
 ;4081;21 24 44.3;+48 04 12;18.27; 0.03; 0.91; 0.04; -0.06; 0.06;  0.89; 0.09; 2.71; 0.04;0;J212444.32+480412.3;
 ;4082;21 24 40.8;+48 00 14;19.24; 0.04; 1.04; 0.05; -0.16; 0.08;      ;     ; 2.68; 0.08;0;J212440.87+480013.4;21244086+4800134
 ;4083;21 24 40.6;+48 03 27;18.20; 0.02; 0.72; 0.04;  0.34; 0.06;  0.74; 0.09; 2.75; 0.05;0;J212440.60+480326.6;21244060+4803266
*;4084;21 24 40.0;+47 55 44;18.48; 0.03; 0.93; 0.03; -0.20; 0.05;  1.24; 0.10; 2.93; 0.05;0;J212439.96+475543.6;21243998+4755434
 ;4085;21 24 39.7;+47 57 07;18.13; 0.03; 1.06; 0.04; -0.09; 0.05;  0.62; 0.08; 2.66; 0.04;0;J212439.67+475706.8;21243968+4757068
 ;4086;21 24 39.4;+48 04 59;16.79; 0.03; 1.33; 0.03;  0.14; 0.04;  0.68; 0.08; 2.62; 0.04;0;J212439.38+480459.0;21243939+4804590
 ;4087;21 24 39.4;+47 57 59;16.59; 0.02; 1.43; 0.02;  0.14; 0.03;  0.51; 0.07; 2.63; 0.03;0;J212439.42+475758.3;21243943+4757582
 ;4088;21 24 38.9;+48 04 55;18.20; 0.02; 0.92; 0.03;  0.10; 0.04;  0.49; 0.08; 2.59; 0.05;0;J212438.90+480454.5;21243891+4804548
 ;4089;21 24 36.0;+48 04 39;17.34; 0.02; 1.25; 0.03;  0.02; 0.05;  0.54; 0.10; 2.64; 0.03;0;J212436.01+480439.0;21243601+4804390
 ;4090;21 24 36.0;+48 01 18;17.97; 0.03; 1.04; 0.04; -0.08; 0.05;  0.63; 0.08; 2.71; 0.03;0;J212435.96+480118.1;21243597+4801182
 ;4091;21 24 35.3;+47 56 18;17.20; 0.02; 1.30; 0.03;  0.10; 0.04;  0.65; 0.08; 2.60; 0.03;0;J212435.28+475618.3;21243528+4756184
 ;4092;21 24 33.9;+48 05 13;18.83; 0.03; 0.81; 0.03;  0.01; 0.04;  0.58; 0.10; 2.70; 0.04;0;J212433.91+480512.3;21243391+4805125
*;4093;21 24 32.5;+47 58 00;18.63; 0.03; 0.92; 0.04; -0.13; 0.05;  0.67; 0.09; 2.64; 0.05;0;J212432.54+475800.4;21243253+4758003
*;4094;21 24 32.1;+47 59 13;18.36; 0.03; 0.88; 0.04; -0.15; 0.05;  0.77; 0.08; 2.73; 0.04;0;J212432.14+475913.0;21243214+4759128
 ;4095;21 24 30.9;+48 05 22;17.47; 0.02; 0.95; 0.02;  0.48; 0.03;  0.23; 0.07; 2.54; 0.03;0;J212430.84+480521.4;21243085+4805214
 ;4096;21 24 30.7;+47 57 51;18.45; 0.03; 0.85; 0.04; -0.04; 0.05;  0.55; 0.08; 2.66; 0.04;0;J212430.70+475750.6;
 ;4097;21 24 30.2;+47 58 34;18.28; 0.03; 0.96; 0.03;  0.15; 0.04;  0.35; 0.09; 2.57; 0.03;0;J212430.18+475833.4;21243017+4758333
*;4098;21 24 30.1;+48 00 00;18.60; 0.03; 0.91; 0.04; -0.14; 0.05;  0.55; 0.08; 2.64; 0.04;0;J212430.05+475959.8;21243002+4759597
 ;4099;21 24 29.5;+47 59 35;18.19; 0.03; 0.98; 0.03; -0.13; 0.04;  0.56; 0.06; 2.64; 0.04;0;J212429.50+475934.5;21242950+4759345
 ;4100;21 24 29.4;+47 55 40;18.14; 0.02; 1.00; 0.03; -0.07; 0.05;  0.63; 0.08; 2.65; 0.03;0;J212429.42+475539.5;21242942+4755395
 ;4101;21 24 29.3;+48 03 22;18.43; 0.02; 0.95; 0.03;  0.01; 0.04;  0.48; 0.09; 2.62; 0.04;0;J212429.27+480322.0;21242927+4803221
*;4102;21 24 28.8;+48 04 52;18.34; 0.02; 0.81; 0.03; -0.06; 0.04;  0.88; 0.07; 2.82; 0.04;0;                   ;21242883+4804516
*;4103;21 24 27.1;+47 59 42;18.56; 0.02; 0.88; 0.04; -0.04; 0.05;  0.57; 0.09; 2.73; 0.04;0;J212427.12+475942.3;21242713+4759423
*;4104;21 24 26.9;+48 03 52;18.38; 0.02; 0.79; 0.03; -0.08; 0.04;  1.25; 0.09; 2.97; 0.04;0;J212426.90+480351.8;21242689+4803517
*;4105;21 24 26.4;+47 59 26;18.65; 0.03; 0.87; 0.03; -0.17; 0.04;  0.65; 0.07; 2.67; 0.04;0;J212426.41+475925.3;21242641+4759256
