#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:03:41 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:03:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AN/342/538/table2&-order=I&-out=ID&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=U-B&-out=e_U-B&-out=B-V&-out=e_B-V&-out=Gmag&-out=e_Gmag&-out=BP-RP&-out=e_BP-RP&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Plx&-out=e_Plx&-out=Pmemb&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_113420538
#Name: J/AN/342/538
#Title: Frolov 1 and NGC 7510 CCD UBV photometry (Yontan+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/an/342/538	    IVOID of underlying data collection
#INFO	creator=Yontan T.	    First author or institution
#INFO	cites=bibcode:2021AN....342..538Y	    Article or Data origin sources
#INFO	editor=Astronomische Nachrichten	    Editor name (article)
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AN/342/538	    Dataset landing page
#INFO	publication_date=2022-12-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AN_342_538_table2:
#Name: J/AN/342/538/table2
#Title: Photometric and astrometric catalogue NGC 7510
#Column	ID	(I4)	Sequential number	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	? rms uncertainty on Vmag	[ucd=stat.error;phot.mag]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	Gmag	(F6.3)	? Gaia G magnitude	[ucd=phot.mag;em.opt]
#Column	e_Gmag	(F6.3)	? rms uncertainty on Gmag	[ucd=stat.error;phot.mag]
#Column	BP-RP	(F6.3)	? Gaia BP-RP colour index	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	e_BP-RP	(F6.3)	? rms uncertainty on BP-RP	[ucd=stat.error]
#Column	pmRA	(F8.3)	? proper motion components (pmRA*cosDE)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? rms uncertainty on proper motion	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F8.3)	? proper motion components (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? rms uncertainty on proper motion	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Plx	(F8.3)	? trigonometric parallax	[ucd=pos.parallax.trig]
#Column	e_Plx	(F6.3)	? rms uncertainty on trigonometric parallax	[ucd=stat.error;pos.parallax]
#Column	Pmemb	(F5.2)	[0/1]? Membership probability	[ucd=stat]
ID;RAJ2000;DEJ2000;Vmag;e_Vmag;U-B;e_U-B;B-V;e_B-V;Gmag;e_Gmag;BP-RP;e_BP-RP;pmRA;e_pmRA;pmDE;e_pmDE;Plx;e_Plx;Pmemb
1557;23 11 45.02;+60 28 19.25;15.756; 0.005; 0.540; 0.010; 1.071; 0.006;15.505; 0.001; 1.460; 0.006;  -1.525; 0.050;   0.179; 0.041;   0.522; 0.032; 0.00
1558;23 11 45.05;+60 34 37.68;16.449; 0.008; 0.715; 0.018; 1.282; 0.010;16.113; 0.001; 1.554; 0.005;   7.832; 0.068;   2.265; 0.058;   0.711; 0.043; 0.00
1559;23 11 45.21;+60 36 05.41;19.109; 0.057;      ;      ; 1.413; 0.074;18.452; 0.002; 1.870; 0.052;  -2.421; 0.260;  -1.387; 0.230;   0.240; 0.160; 0.23
1560;23 11 45.24;+60 40 07.28;17.696; 0.018; 0.422; 0.041; 1.224; 0.022;17.321; 0.001; 1.582; 0.018;  -4.530; 0.128;  -2.460; 0.121;   0.346; 0.083; 0.20
1561;23 11 45.26;+60 41 20.87;18.124; 0.026;      ;      ; 1.546; 0.035;17.438; 0.001; 2.072; 0.025;   0.916; 0.152;  -2.453; 0.143;   0.336; 0.096; 0.00
1562;23 11 45.28;+60 30 52.68;17.918; 0.021;      ;      ; 1.391; 0.038;17.805; 0.001; 1.902; 0.070;  -3.390; 0.193;  -2.159; 0.152;   0.371; 0.113; 0.99
1563;23 11 45.31;+60 25 11.14;18.956; 0.055;      ;      ; 0.821; 0.062;18.113; 0.002; 1.717; 0.019;  -0.987; 0.218;  -1.617; 0.165;   0.072; 0.138; 0.00
1564;23 11 45.46;+60 33 04.67;18.932; 0.049;      ;      ; 1.335; 0.062;18.224; 0.002; 1.967; 0.031;  -0.750; 0.270;  -1.036; 0.222;   1.420; 0.170; 0.00
1565;23 11 45.62;+60 43 37.70;17.741; 0.019; 0.683; 0.050; 1.168; 0.023;17.407; 0.001; 1.598; 0.015;   4.917; 0.176;   4.990; 0.146;   0.394; 0.102; 0.00
1566;23 11 45.69;+60 40 42.22;14.128; 0.002; 0.424; 0.004; 0.775; 0.002;14.013; 0.000; 1.097; 0.003;   0.137; 0.037;  -3.150; 0.031;   0.922; 0.023; 0.00
1567;23 11 45.75;+60 43 26.94;17.937; 0.023; 0.393; 0.052; 1.218; 0.029;17.585; 0.001; 1.634; 0.017;  -2.900; 0.153;  -1.373; 0.140;   0.438; 0.096; 0.13
1568;23 11 45.84;+60 38 03.79;14.015; 0.002; 0.165; 0.003; 0.673; 0.002;13.897; 0.000; 1.014; 0.002;  -2.667; 0.029;  -2.189; 0.029;   0.356; 0.019; 0.00
1569;23 11 45.92;+60 34 05.89;15.116; 0.003; 0.287; 0.006; 0.899; 0.004;14.934; 0.000; 1.193; 0.002;  -1.550; 0.044;  -1.925; 0.033;   0.938; 0.025; 0.00
1570;23 11 45.96;+60 35 13.95;16.885; 0.010; 0.671; 0.022; 1.142; 0.012;16.594; 0.001; 1.525; 0.008;  -3.918; 0.087;  -2.148; 0.074;   0.241; 0.056; 0.98
1571;23 11 45.97;+60 27 43.44;18.555; 0.038;      ;      ; 1.471; 0.050;18.039; 0.001; 1.775; 0.032;  -8.754; 0.218;  -7.412; 0.163;   0.456; 0.133; 0.00
1572;23 11 46.05;+60 29 47.07;18.891; 0.047;      ;      ; 0.805; 0.054;18.163; 0.002; 1.943; 0.034;  -2.570; 0.260;   2.339; 0.212;   0.173; 0.171; 0.00
1573;23 11 46.09;+60 34 27.90;17.965; 0.022;      ;      ; 1.266; 0.027;17.626; 0.001; 1.614; 0.022;  -2.324; 0.156;  -2.233; 0.128;   0.230; 0.096; 0.04
1574;23 11 46.61;+60 27 49.54;17.562; 0.016; 1.569; 0.101; 1.532; 0.022;17.055; 0.001; 1.852; 0.012;  -6.511; 0.116;  -3.691; 0.091;   0.950; 0.073; 0.00
1575;23 11 46.73;+60 38 29.90;17.045; 0.011; 0.714; 0.024; 1.064; 0.013;16.834; 0.001; 1.432; 0.007;  -3.620; 0.105;  -2.294; 0.103;   0.327; 0.068; 0.99
1576;23 11 46.73;+60 41 38.32;17.546; 0.017;      ;      ; 2.082; 0.027;16.544; 0.001; 2.599; 0.021;  -3.327; 0.112;  -0.545; 0.096;   0.125; 0.073; 0.00
1577;23 11 46.88;+60 24 05.81;17.648; 0.019;      ;      ; 2.418; 0.036;16.474; 0.001; 2.762; 0.011;   0.545; 0.101;  -0.900; 0.081;   0.234; 0.064; 0.00
1578;23 11 47.15;+60 33 57.18;16.836; 0.010; 1.178; 0.031; 1.258; 0.012;16.462; 0.001; 1.569; 0.007;  -4.721; 0.085;  -1.340; 0.068;   1.085; 0.051; 0.00
1579;23 11 47.18;+60 37 48.98;19.030; 0.054;      ;      ; 1.565; 0.074;18.386; 0.002; 1.904; 0.022;  -1.890; 0.254;  -1.216; 0.267;   0.052; 0.160; 0.04
1580;23 11 47.41;+60 28 20.58;17.807; 0.019; 0.394; 0.042; 1.141; 0.023;17.446; 0.001; 1.553; 0.014;  -3.956; 0.142;  -3.756; 0.112;   0.367; 0.089; 0.00
1581;23 11 47.60;+60 41 29.90;18.105; 0.026;      ;      ; 1.594; 0.036;17.577; 0.001; 1.821; 0.024;   0.261; 0.154;  -5.516; 0.142;   0.998; 0.101; 0.00
1582;23 11 47.65;+60 43 51.58;18.165; 0.028; 0.735; 0.082; 1.270; 0.035;17.580; 0.001; 1.788; 0.016;  -3.623; 0.170;  -0.326; 0.166;   0.521; 0.110; 0.00
1583;23 11 47.77;+60 43 06.32;17.659; 0.019;      ;      ; 2.399; 0.035;16.537; 0.001; 2.715; 0.015;  -2.027; 0.103;  -0.739; 0.100;   0.021; 0.070; 0.00
1584;23 11 47.77;+60 35 12.31;14.655; 0.003; 0.116; 0.004; 0.973; 0.003;14.365; 0.000; 1.369; 0.002;  -3.659; 0.033;  -2.174; 0.029;   0.273; 0.021; 0.84
1585;23 11 47.77;+60 41 14.05;16.032; 0.006; 0.433; 0.011; 1.094; 0.007;15.731; 0.001; 1.555; 0.007;  -2.398; 0.056;  -1.280; 0.052;   0.234; 0.036; 0.00
1586;23 11 47.81;+60 26 39.89;18.143; 0.027;      ;      ; 1.327; 0.034;17.544; 0.001; 1.819; 0.015;  -1.321; 0.161;  -1.688; 0.124;   0.779; 0.100; 0.00
1587;23 11 47.86;+60 34 13.13;13.372; 0.005; 0.575; 0.003; 1.328; 0.005;13.182; 0.004; 1.247; 0.023;   6.030; 0.039;  -1.858; 0.033;   1.871; 0.024; 0.00
1588;23 11 47.97;+60 33 39.70;17.117; 0.012; 1.647; 0.098; 2.113; 0.019;15.996; 0.001; 2.621; 0.010;  -3.803; 0.080;  -1.242; 0.064;   0.127; 0.049; 0.00
1589;23 11 48.16;+60 44 27.98;18.119; 0.027;      ;      ; 1.094; 0.043;17.716; 0.001; 1.633; 0.028;  -2.888; 0.158;  -0.758; 0.148;   0.109; 0.103; 0.00
1590;23 11 48.26;+60 39 52.50;15.082; 0.003; 0.405; 0.006; 0.962; 0.004;14.865; 0.001; 1.317; 0.004;  -4.000; 0.043;  -2.675; 0.038;   0.591; 0.028; 0.15
1591;23 11 48.29;+60 39 02.23;18.641; 0.040;      ;      ; 1.556; 0.054;18.184; 0.002; 1.709; 0.022;   2.232; 0.214;  -1.698; 0.203;   0.699; 0.138; 0.00
1592;23 11 48.45;+60 44 19.67;18.113; 0.027; 0.556; 0.072; 1.301; 0.034;17.573; 0.001; 1.877; 0.024;  -2.641; 0.155;  -1.216; 0.141;  -0.143; 0.097; 0.02
1593;23 11 48.45;+60 26 40.97;17.987; 0.024;      ;      ; 1.579; 0.033;17.093; 0.001; 2.225; 0.016;  -5.195; 0.119;  -1.062; 0.094;   0.181; 0.076; 0.00
1594;23 11 48.62;+60 26 21.75;16.122; 0.006; 0.601; 0.013; 1.101; 0.008;15.891; 0.001; 1.424; 0.004;  -5.952; 0.062;  -2.139; 0.051;   0.481; 0.040; 0.00
1595;23 11 48.63;+60 42 25.26;16.334; 0.007; 1.066; 0.050; 1.201; 0.009;16.016; 0.001; 1.718; 0.007;  -3.183; 0.069;  -1.321; 0.066;   0.344; 0.046; 0.00
1596;23 11 48.69;+60 25 36.45;18.227; 0.029; 0.437; 0.071; 1.292; 0.036;17.747; 0.001; 1.721; 0.020;  -0.505; 0.197;   0.473; 0.147;   0.491; 0.123; 0.00
1597;23 11 48.78;+60 41 11.22;17.684; 0.019;      ;      ; 1.933; 0.029;16.616; 0.001; 2.460; 0.010;  -3.036; 0.094;  -1.888; 0.087;   0.250; 0.061; 0.43
1598;23 11 48.93;+60 41 55.51;18.193; 0.028; 0.572; 0.097; 1.612; 0.038;17.752; 0.001; 1.838; 0.021;  -0.634; 0.169;  -5.781; 0.159;   0.579; 0.109; 0.00
1599;23 11 48.95;+60 39 54.85;19.339; 0.073;      ;      ; 0.959; 0.117;18.288; 0.003; 1.990; 0.037;  -4.580; 0.332;  -2.516; 0.308;   1.058; 0.230; 0.75
1600;23 11 49.07;+60 34 29.56;18.113; 0.026;      ;      ; 2.435; 0.050;16.906; 0.001; 2.719; 0.025;  -2.939; 0.130;  -1.048; 0.109;   0.177; 0.086; 0.00
1601;23 11 49.08;+60 36 34.59;18.668; 0.040;      ;      ; 1.238; 0.049;18.072; 0.002; 1.724; 0.020;  -4.581; 0.208;  -2.818; 0.209;   0.444; 0.130; 0.40
1602;23 11 49.18;+60 31 11.95;17.081; 0.011; 0.737; 0.028; 1.228; 0.014;16.766; 0.001; 1.565; 0.009;  -2.785; 0.101;  -2.114; 0.087;   0.371; 0.062; 0.10
1603;23 11 49.25;+60 37 58.13;18.924; 0.049; 0.218; 0.106; 1.240; 0.061;18.338; 0.002; 1.704; 0.032;  -2.226; 0.253;  -2.017; 0.239;   0.604; 0.166; 0.22
1604;23 11 49.44;+60 41 06.57;18.153; 0.027; 0.576; 0.087; 1.520; 0.036;17.704; 0.002; 1.777; 0.026;   1.287; 0.185;   1.759; 0.171;   0.673; 0.118; 0.00
1605;23 11 49.48;+60 37 49.83;18.211; 0.026; 0.439; 0.063; 1.223; 0.033;17.792; 0.001; 1.693; 0.017;  -2.221; 0.169;  -1.547; 0.159;   0.407; 0.112; 0.02
1606;23 11 49.52;+60 40 52.46;17.333; 0.014; 0.259; 0.022; 0.974; 0.016;17.050; 0.001; 1.448; 0.012;  -2.893; 0.111;  -1.262; 0.104;   0.200; 0.071; 0.01
1607;23 11 49.64;+60 32 02.84;16.706; 0.010;      ;      ; 3.193; 0.025;14.009; 0.002; 4.226; 0.016;  -2.363; 0.130;  -0.460; 0.104;   0.140; 0.079; 0.00
1608;23 11 49.66;+60 43 44.50;17.666; 0.018; 0.501; 0.043; 1.189; 0.022;17.246; 0.001; 1.678; 0.013;  -2.515; 0.124;  -2.623; 0.115;   0.285; 0.079; 0.03
1609;23 11 49.67;+60 29 56.12;18.383; 0.031;      ;      ; 1.683; 0.044;17.858; 0.001; 1.936; 0.017;   5.031; 0.180;   1.732; 0.149;   0.619; 0.115; 0.00
1610;23 11 49.75;+60 42 37.12;16.151; 0.006; 0.331; 0.010; 0.921; 0.008;15.967; 0.001; 1.296; 0.004;  -3.563; 0.066;  -2.227; 0.066;   0.231; 0.044; 0.99
1611;23 11 49.89;+60 36 15.56;13.134; 0.004; 0.300; 0.002; 0.982; 0.004;12.922; 0.000; 1.224; 0.002;  -1.264; 0.038;  -5.876; 0.036;   0.889; 0.024; 0.00
1612;23 11 50.05;+60 38 47.97;16.888; 0.010; 0.596; 0.019; 1.009; 0.012;16.731; 0.001; 1.395; 0.011;  -3.872; 0.116;  -2.207; 0.110;   0.289; 0.075; 1.00
1613;23 11 50.10;+60 28 05.65;15.584; 0.005; 1.476; 0.010; 1.619; 0.006;15.055; 0.000; 1.876; 0.002;  -3.001; 0.044;  -4.500; 0.037;   0.648; 0.028; 0.00
1614;23 11 50.14;+60 40 10.05;17.242; 0.013; 0.686; 0.028; 1.075; 0.016;16.932; 0.001; 1.522; 0.012;  -2.046; 0.103;  -1.088; 0.098;   0.264; 0.069; 0.00
1615;23 11 50.15;+60 36 31.60;18.082; 0.024; 0.548; 0.075; 1.475; 0.032;17.679; 0.001; 1.862; 0.015;  -3.260; 0.166;  -1.302; 0.168;   0.377; 0.102; 0.30
1616;23 11 50.22;+60 32 15.18;18.867; 0.049;      ;      ; 2.326; 0.161;17.736; 0.001; 2.631; 0.027;  -2.633; 0.172;  -3.326; 0.138;   0.351; 0.107; 0.01
1617;23 11 50.30;+60 42 27.03;18.567; 0.040;      ;      ; 1.694; 0.057;17.835; 0.002; 2.091; 0.028;  -6.223; 0.198;  -1.551; 0.195;   1.437; 0.130; 0.00
1618;23 11 50.31;+60 40 33.93;19.038; 0.058;      ;      ; 1.746; 0.084;18.520; 0.002; 1.767; 0.044;  -2.360; 0.305;  -0.666; 0.284;   0.010; 0.201; 0.09
1619;23 11 50.39;+60 28 19.46;19.142; 0.061;-0.251; 0.078; 0.949; 0.070;18.465; 0.002; 1.694; 0.031;  -4.964; 0.268;  -5.517; 0.219;   0.147; 0.175; 0.00
1620;23 11 50.44;+60 30 48.27;19.058; 0.058;      ;      ; 1.707; 0.081;17.971; 0.001; 2.334; 0.038;  11.567; 0.215;   0.825; 0.183;   1.492; 0.134; 0.00
1621;23 11 50.76;+60 24 16.58;17.175; 0.013; 0.729; 0.031; 1.226; 0.016;16.789; 0.001; 1.634; 0.008;  -1.294; 0.093;  -1.915; 0.077;   0.476; 0.060; 0.00
1622;23 11 50.85;+60 44 06.66;18.145; 0.028; 0.733; 0.087; 1.345; 0.035;17.647; 0.001; 1.766; 0.015;  -0.030; 0.158;  -1.040; 0.146;   0.326; 0.100; 0.00
1623;23 11 50.90;+60 36 04.86;16.643; 0.009; 0.829; 0.022; 1.266; 0.011;16.344; 0.001; 1.531; 0.008;  -8.645; 0.075;  -3.375; 0.073;   0.800; 0.049; 0.00
1624;23 11 51.13;+60 41 21.54;18.201; 0.027;-0.681; 0.033; 1.049; 0.032;17.893; 0.002; 1.551; 0.023;  -2.527; 0.191;  -0.920; 0.185;   0.276; 0.125; 0.02
1625;23 11 51.43;+60 40 13.21;18.847; 0.049;      ;      ; 1.782; 0.072;18.347; 0.002; 1.912; 0.044;  -0.451; 0.254;  -1.353; 0.244;   0.385; 0.165; 0.00
1626;23 11 51.45;+60 34 48.48;18.073; 0.024; 0.799; 0.074; 1.291; 0.030;17.558; 0.001; 1.759; 0.026;   0.361; 0.147;  -1.557; 0.133;   0.386; 0.092; 0.00
1627;23 11 51.63;+60 25 02.26;16.857; 0.010; 1.147; 0.040; 1.578; 0.014;16.280; 0.001; 1.951; 0.006;  -0.002; 0.087;  -2.267; 0.064;   0.607; 0.050; 0.00
1628;23 11 51.67;+60 31 38.11;18.926; 0.050;      ;      ; 1.431; 0.065;18.300; 0.002; 1.846; 0.036;  -2.732; 0.248;  -2.574; 0.200;   0.112; 0.153; 0.62
1629;23 11 51.68;+60 30 26.76;16.938; 0.010; 0.618; 0.023; 1.221; 0.013;16.692; 0.001; 1.485; 0.009;  31.420; 0.094;  -3.347; 0.083;   0.716; 0.061; 0.00
1630;23 11 51.69;+60 37 18.21;13.356; 0.005; 1.167; 0.005; 1.626; 0.005;12.794; 0.000; 1.878; 0.002;   1.271; 0.042;  -5.339; 0.039;   0.524; 0.027; 0.00
1631;23 11 51.79;+60 42 12.84;16.294; 0.007; 0.943; 0.044; 1.058; 0.009;16.044; 0.003; 1.571; 0.009;        ;      ;        ;      ;        ;      ; 0.00
1632;23 11 51.90;+60 31 56.19;15.667; 0.005; 0.517; 0.009; 0.967; 0.006;15.466; 0.000; 1.312; 0.003;  -1.620; 0.053;  -1.104; 0.042;   0.420; 0.032; 0.00
1633;23 11 51.91;+60 35 48.02;17.946; 0.022; 0.735; 0.068; 1.340; 0.028;17.459; 0.001; 1.870; 0.018;  -3.500; 0.148;  -2.065; 0.134;   0.290; 0.094; 0.99
1634;23 11 52.10;+60 30 51.85;18.045; 0.024; 0.324; 0.058; 1.370; 0.031;17.588; 0.001; 1.771; 0.017;  -3.741; 0.166;  -2.243; 0.132;   0.380; 0.107; 1.00
1635;23 11 52.15;+60 43 37.51;17.444; 0.016;      ;      ; 2.078; 0.026;16.465; 0.001; 2.510; 0.009;  -2.239; 0.087;  -0.737; 0.078;   0.162; 0.055; 0.00
1636;23 11 52.33;+60 42 15.07;18.583; 0.041;      ;      ; 1.161; 0.066;18.075; 0.002; 1.865; 0.026;   0.023; 0.486;  -1.503; 0.449;  -0.695; 0.322; 0.02
1637;23 11 52.58;+60 34 20.37;17.444; 0.016;      ;      ; 2.826; 0.035;15.214; 0.001; 3.743; 0.016;  -1.668; 0.117;  -1.198; 0.102;   0.179; 0.072; 0.00
1638;23 11 52.59;+60 25 55.69;17.552; 0.017; 0.837; 0.053; 1.355; 0.021;17.066; 0.001; 1.782; 0.013;   2.669; 0.123;  -1.839; 0.090;   0.709; 0.074; 0.00
1639;23 11 52.61;+60 38 55.23;16.827; 0.010; 0.462; 0.020; 1.213; 0.012;16.436; 0.001; 1.616; 0.010;  -8.122; 0.084;  -4.513; 0.078;   0.550; 0.053; 0.00
1640;23 11 52.76;+60 27 31.87;17.617; 0.017; 0.620; 0.049; 1.359; 0.022;17.153; 0.001; 1.790; 0.010;  -1.465; 0.125;  -2.462; 0.096;   0.467; 0.076; 0.00
1641;23 11 53.03;+60 28 23.34;18.058; 0.024; 0.455; 0.061; 1.273; 0.031;17.619; 0.001; 1.718; 0.015;  -3.815; 0.158;  -4.946; 0.127;   0.431; 0.100; 0.00
1642;23 11 53.26;+60 32 12.53;17.076; 0.012;      ;      ; 2.834; 0.027;15.398; 0.001; 3.232; 0.011;  -2.303; 0.100;  -1.210; 0.083;   0.135; 0.063; 0.00
1643;23 11 53.41;+60 37 21.68;18.487; 0.035;      ;      ; 2.101; 0.058;17.328; 0.001; 2.548; 0.019;  -2.941; 0.126;  -0.766; 0.118;   0.010; 0.085; 0.00
1644;23 11 53.46;+60 35 28.68;12.550; 0.003; 1.817; 0.005; 2.033; 0.003;11.700; 0.000; 2.296; 0.004;  -2.319; 0.044;  -2.257; 0.041;   0.393; 0.028; 0.00
1645;23 11 53.53;+60 25 18.02;19.490; 0.088;      ;      ; 0.547; 0.095;18.178; 0.002; 1.803; 0.022;  -2.334; 0.242;  -2.166; 0.177;   0.252; 0.153; 0.26
1646;23 11 53.62;+60 40 35.01;19.109; 0.060;      ;      ; 1.219; 0.074;18.480; 0.002; 1.693; 0.038;  -2.725; 0.290;  -1.145; 0.267;  -0.055; 0.199; 0.34
1647;23 11 53.82;+60 41 17.71;19.065; 0.059;      ;      ; 1.110; 0.071;18.268; 0.002; 1.788; 0.033;   1.057; 0.239;  -2.283; 0.220;   0.171; 0.148; 0.00
1648;23 11 53.82;+60 25 35.98;18.468; 0.039;      ;      ; 2.006; 0.061;17.306; 0.001; 2.620; 0.018;  -2.346; 0.139;  -1.344; 0.102;   0.056; 0.086; 0.00
1649;23 11 53.91;+60 39 58.54;15.944; 0.006; 0.533; 0.010; 0.942; 0.007;15.782; 0.001; 1.320; 0.005;  -2.237; 0.059;  -1.572; 0.063;   0.276; 0.040; 0.00
1650;23 11 54.30;+60 31 07.85;14.565; 0.002; 0.363; 0.004; 0.853; 0.003;14.388; 0.000; 1.200; 0.002;  -4.838; 0.036;  -2.079; 0.031;   0.401; 0.025; 0.00
1651;23 11 54.37;+60 34 25.97;17.813; 0.019; 0.582; 0.049; 1.242; 0.024;17.334; 0.001; 1.651; 0.011;   0.547; 0.147;  -3.562; 0.141;   0.658; 0.094; 0.00
1652;23 11 54.48;+60 41 07.62;18.486; 0.038;      ;      ; 1.770; 0.083;17.333; 0.001; 2.460; 0.028;  -2.742; 0.142;  -0.776; 0.133;   0.253; 0.092; 0.00
1653;23 11 54.55;+60 40 26.28;16.289; 0.007; 0.651; 0.014; 0.990; 0.008;16.123; 0.001; 1.327; 0.004;   0.133; 0.067;  -0.333; 0.064;   0.359; 0.044; 0.00
1654;23 11 54.65;+60 42 36.89;14.779; 0.003; 0.532; 0.005; 0.974; 0.004;14.657; 0.000; 1.201; 0.003;   9.110; 0.038;   2.961; 0.035;   1.490; 0.025; 0.00
1655;23 11 54.70;+60 41 37.41;14.017; 0.002; 0.262; 0.003; 0.668; 0.002;13.925; 0.000; 1.047; 0.001;  -2.098; 0.033;  -1.241; 0.031;   0.610; 0.022; 0.00
1656;23 11 54.72;+60 32 13.34;18.803; 0.046;      ;      ; 1.867; 0.111;18.499; 0.007; 2.033; 0.048;  -6.891; 0.765;   5.399; 0.631;   1.992; 0.465; 0.00
1657;23 11 54.73;+60 40 44.84;16.747; 0.009; 0.674; 0.019; 1.074; 0.011;16.498; 0.001; 1.480; 0.009;  -4.746; 0.083;  -2.225; 0.078;   0.284; 0.056; 0.00
1658;23 11 54.81;+60 38 50.05;13.900; 0.002;-0.122; 0.003; 0.703; 0.002;13.758; 0.000; 1.069; 0.002;  -3.492; 0.035;  -2.224; 0.037;   0.248; 0.026; 0.86
1659;23 11 54.82;+60 36 07.19;14.845; 0.003; 0.387; 0.005; 0.872; 0.004;14.657; 0.000; 1.198; 0.002;  -5.064; 0.036;  -1.948; 0.034;   0.783; 0.023; 0.00
1660;23 11 55.12;+60 30 55.57;16.762; 0.009; 0.647; 0.021; 1.252; 0.012;16.409; 0.001; 1.629; 0.006;   0.664; 0.085;  -1.028; 0.072;   0.450; 0.058; 0.00
1661;23 11 55.18;+60 41 28.98;19.046; 0.060;      ;      ; 1.366; 0.076;17.979; 0.002; 2.103; 0.033;  -1.491; 0.207;  -0.220; 0.197;   0.298; 0.134; 0.00
1662;23 11 55.23;+60 25 05.26;16.939; 0.011; 1.230; 0.038; 1.336; 0.014;16.975; 0.003; 1.701; 0.015;  -5.429; 0.408;  -2.834; 0.297;   1.505; 0.265; 0.32
1663;23 11 55.24;+60 29 29.31;18.283; 0.029; 0.235; 0.072; 1.478; 0.039;17.810; 0.001; 1.779; 0.022;  -3.468; 0.192;  -7.375; 0.155;   0.287; 0.122; 0.00
1664;23 11 55.26;+60 31 19.55;18.178; 0.026; 0.840; 0.091; 1.386; 0.034;17.586; 0.001; 1.945; 0.022;  -3.744; 0.180;  -2.066; 0.150;   0.356; 0.116; 1.00
1665;23 11 55.34;+60 28 06.15;19.103; 0.062;      ;      ; 1.573; 0.083;18.111; 0.003; 2.197; 0.026;  -8.754; 0.385;  -2.955; 0.305;   1.373; 0.250; 0.00
1666;23 11 55.35;+60 38 21.67;16.242; 0.007; 0.860; 0.018; 1.324; 0.009;15.738; 0.001; 1.838; 0.005;  -1.424; 0.058;  -0.677; 0.057;   0.232; 0.041; 0.00
1667;23 11 55.37;+60 34 14.59;18.504; 0.035;      ;      ; 1.283; 0.043;17.966; 0.001; 1.776; 0.020;  -4.122; 0.208;  -4.020; 0.188;   0.515; 0.131; 0.00
1668;23 11 55.43;+60 38 38.28;17.642; 0.017; 0.474; 0.041; 1.212; 0.021;17.282; 0.001; 1.593; 0.015;  -1.954; 0.134;  -1.198; 0.132;   0.180; 0.094; 0.00
1669;23 11 55.44;+60 32 40.70;15.791; 0.005; 0.405; 0.010; 1.127; 0.006;15.401; 0.001; 1.612; 0.005;  -2.899; 0.055;  -1.787; 0.047;   0.276; 0.035; 0.00
1670;23 11 55.47;+60 34 24.44;16.983; 0.010; 0.618; 0.022; 1.099; 0.013;16.712; 0.001; 1.480; 0.006;  -3.737; 0.099;  -1.981; 0.088;   0.386; 0.064; 0.99
1671;23 11 55.63;+60 24 31.39;18.435; 0.037;      ;      ; 2.127; 0.061;17.194; 0.001; 2.668; 0.023;  -2.158; 0.135;  -1.272; 0.102;   0.136; 0.087; 0.00
