#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-15T04:47:24 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-15T04:47:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/124/1486/m4ubv&-order=I&-out=MKT&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=U-B&-out=e_U-B&-out=Note&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51241486
#Name: J/AJ/124/1486
#Title: M4 UBV color-magnitude diagrams (Mochejska+, 2002)
#INFO	ivoid=ivo://cds.vizier/j/aj/124/1486	    IVOID of underlying data collection
#INFO	creator=Mochejska B.J.	    First author or institution
#INFO	cites=bibcode:2002AJ....124.1486M	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2002	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/124/1486	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51241486	    Dataset identifier that can be used for citation
#INFO	publication_date=2023-04-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_124_1486_m4ubv:
#Name: J/AJ/124/1486/m4ubv
#Title: Astrometry and UBV photometry for 12121 stars in M4
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	MKT	(I5)	Sequential number, Cl* NGC 6121 MKT NNNNN in Simbad	[ucd=meta.record]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	rms uncertainty on Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	Note	(a14)	Hot subdwarf candidate (BN) or Variable (VNN) identification	[ucd=meta.note]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;MKT;Vmag;e_Vmag;B-V;e_B-V;U-B;e_U-B;Note;RAJ2000;DEJ2000
245.96508889;-26.54685000;25847;22.051; 0.026; 1.460; 0.059;      ;      ;              ;245.965089;-26.546850
245.96646194;-26.46629000;25848;18.126; 0.006; 0.990; 0.007; 0.395; 0.008;              ;245.966462;-26.466290
245.96506194;-26.54936000;25851;18.642; 0.005; 1.008; 0.006; 0.334; 0.012;              ;245.965062;-26.549360
245.96514500;-26.54476000;25853;19.473; 0.010; 1.198; 0.013; 0.766; 0.028;              ;245.965145;-26.544760
245.96564000;-26.51912000;25862;17.242; 0.003; 0.834; 0.004; 0.123; 0.005;              ;245.965640;-26.519120
245.96493889;-26.56112000;25865;18.552; 0.004; 1.009; 0.006; 0.317; 0.011;              ;245.964939;-26.561120
245.96483194;-26.57058000;25868;18.246; 0.004; 0.935; 0.007; 0.270; 0.011;              ;245.964832;-26.570580
245.96584306;-26.51266000;25869;19.368; 0.007; 1.153; 0.011; 0.772; 0.026;              ;245.965843;-26.512660
245.96516111;-26.55279000;25871;21.053; 0.018; 1.615; 0.040;      ;      ;              ;245.965161;-26.552790
245.96569389;-26.52234000;25872;20.254; 0.009; 1.350; 0.018; 1.072; 0.069;              ;245.965694;-26.522340
245.96559111;-26.53012000;25875;20.728; 0.016; 1.505; 0.035;      ;      ;              ;245.965591;-26.530120
245.96498389;-26.56950000;25877;18.554; 0.006; 0.995; 0.007; 0.286; 0.014;              ;245.964984;-26.569500
245.96493306;-26.57268000;25880;18.533; 0.005; 0.980; 0.006; 0.353; 0.012;              ;245.964933;-26.572680
245.96452611;-26.59699000;25881;18.320; 0.011; 0.956; 0.013; 0.289; 0.014;              ;245.964526;-26.596990
245.96542806;-26.54606000;25882;20.985; 0.015; 1.354; 0.024;      ;      ;              ;245.965428;-26.546060
245.96586889;-26.52746000;25884;17.612; 0.003; 0.862; 0.004; 0.151; 0.006;              ;245.965869;-26.527460
245.96591111;-26.52648000;25886;19.711; 0.007; 1.038; 0.012; 0.472; 0.025;              ;245.965911;-26.526480
245.96567194;-26.54085000;25888;16.390; 0.004; 0.916; 0.004; 0.229; 0.004;              ;245.965672;-26.540850
245.96658611;-26.48896000;25892;18.190; 0.004; 0.951; 0.005; 0.245; 0.011;              ;245.966586;-26.488960
245.96543194;-26.55790000;25894;22.425; 0.036; 1.823; 0.136;      ;      ;              ;245.965432;-26.557900
245.96711889;-26.45964000;25895;20.635; 0.013; 1.695; 0.028;      ;      ;              ;245.967119;-26.459640
245.96540111;-26.56191000;25897;16.440; 0.003; 0.885; 0.004; 0.208; 0.004;              ;245.965401;-26.561910
245.96698889;-26.46851000;25899;20.874; 0.011; 1.501; 0.026;      ;      ;              ;245.966989;-26.468510
245.96523889;-26.57491000;25900;19.984; 0.007; 1.305; 0.012; 0.956; 0.043;              ;245.965239;-26.574910
245.96575194;-26.54526000;25901;21.669; 0.026; 1.719; 0.060;      ;      ;              ;245.965752;-26.545260
245.96701194;-26.47097000;25903;21.676; 0.027; 1.870; 0.062;      ;      ;              ;245.967012;-26.470970
245.96565194;-26.55166000;25904;19.064; 0.007; 1.082; 0.011; 0.583; 0.019;              ;245.965652;-26.551660
245.96648306;-26.50466000;25908;18.032; 0.003; 0.933; 0.004; 0.199; 0.008;              ;245.966483;-26.504660
245.96524500;-26.57705000;25910;19.153; 0.008; 1.117; 0.011; 0.587; 0.018;              ;245.965245;-26.577050
245.96498306;-26.59390000;25913;16.757; 0.013; 0.815; 0.015; 0.136; 0.009;              ;245.964983;-26.593900
245.96607611;-26.53536000;25916;21.415; 0.024; 1.674; 0.055;      ;      ;              ;245.966076;-26.535360
245.96645000;-26.51589000;25919;18.896; 0.005; 1.055; 0.007; 0.506; 0.013;              ;245.966450;-26.515890
245.96749306;-26.45452000;25920;18.770; 0.009; 1.059; 0.012; 0.613; 0.020;              ;245.967493;-26.454520
245.96710111;-26.47831000;25921;22.837; 0.061; 0.323; 0.076;-0.513; 0.076;              ;245.967101;-26.478310
245.96656500;-26.51056000;25922;21.789; 0.028; 2.026; 0.068;      ;      ;              ;245.966565;-26.510560
245.96702000;-26.48478000;25925;19.998; 0.007; 1.362; 0.017;      ;      ;              ;245.967020;-26.484780
245.96653889;-26.51419000;25928;18.508; 0.005; 1.015; 0.006; 0.284; 0.009;              ;245.966539;-26.514190
245.96697389;-26.48893000;25929;19.607; 0.008; 1.209; 0.016;      ;      ;              ;245.966974;-26.488930
245.96742111;-26.46304000;25932;20.972; 0.017; 0.796; 0.023; 0.069; 0.046;              ;245.967421;-26.463040
245.96597806;-26.55075000;25934;21.462; 0.028; 1.555; 0.056;      ;      ;              ;245.965978;-26.550750
245.96666694;-26.51167000;25936;17.931; 0.005; 0.905; 0.006; 0.208; 0.008;              ;245.966667;-26.511670
245.96604389;-26.54892000;25938;21.024; 0.015; 1.561; 0.035;      ;      ;              ;245.966044;-26.548920
245.96659111;-26.51869000;25941;17.052; 0.003; 0.811; 0.004; 0.121; 0.004;              ;245.966591;-26.518690
245.96613889;-26.54742000;25945;19.022; 0.005; 1.091; 0.007; 0.517; 0.011;              ;245.966139;-26.547420
245.96770000;-26.45533000;25947;19.500; 0.010; 1.037; 0.013; 0.512; 0.021;              ;245.967700;-26.455330
245.96638194;-26.53349000;25948;17.500; 0.003; 0.860; 0.004; 0.152; 0.006;              ;245.966382;-26.533490
245.96706306;-26.49403000;25952;16.177; 0.002; 1.010; 0.003; 0.379; 0.004;              ;245.967063;-26.494030
245.96559000;-26.58097000;25955;18.884; 0.008; 1.039; 0.014; 0.481; 0.017;              ;245.965590;-26.580970
245.96637694;-26.53596000;25957;22.255; 0.031; 1.281; 0.066;      ;      ;              ;245.966377;-26.535960
245.96660306;-26.52282000;25959;17.945; 0.006; 0.902; 0.008; 0.173; 0.011;              ;245.966603;-26.522820
245.96758194;-26.46481000;25961;17.876; 0.005; 1.356; 0.006; 1.322; 0.022;              ;245.967582;-26.464810
245.96699500;-26.49975000;25962;18.386; 0.005; 0.979; 0.006; 0.303; 0.009;              ;245.966995;-26.499750
245.96553194;-26.58658000;25964;17.685; 0.007; 0.889; 0.008; 0.162; 0.008;              ;245.965532;-26.586580
245.96610000;-26.55701000;25966;20.991; 0.017; 1.606; 0.036;      ;      ;              ;245.966100;-26.557010
245.96767611;-26.46435000;25967;21.032; 0.017; 1.559; 0.034;      ;      ;              ;245.967676;-26.464350
245.96603500;-26.56126000;25968;21.466; 0.031; 1.489; 0.064;      ;      ;              ;245.966035;-26.561260
245.96780000;-26.46026000;25970;21.453; 0.028; 1.579; 0.053;      ;      ;              ;245.967800;-26.460260
245.96765806;-26.46920000;25972;18.959; 0.010; 1.102; 0.013; 0.513; 0.020;              ;245.967658;-26.469200
245.96579806;-26.57938000;25975;18.816; 0.007; 1.055; 0.010; 0.461; 0.013;              ;245.965798;-26.579380
245.96696806;-26.51199000;25978;17.250; 0.003; 0.849; 0.004; 0.134; 0.005;              ;245.966968;-26.511990
245.96564194;-26.58949000;25980;18.589; 0.007; 0.993; 0.008; 0.365; 0.011;              ;245.965642;-26.589490
245.96679611;-26.52265000;25983;17.741; 0.005; 0.891; 0.006; 0.151; 0.011;              ;245.966796;-26.522650
245.96636111;-26.54931000;25986;18.560; 0.010; 1.051; 0.012; 0.399; 0.013;              ;245.966361;-26.549310
245.96712806;-26.50572000;25988;17.785; 0.009; 0.937; 0.011; 0.178; 0.011;              ;245.967128;-26.505720
245.96691306;-26.51946000;25990;21.146; 0.019; 1.587; 0.048;      ;      ;              ;245.966913;-26.519460
245.96764611;-26.47956000;25995;17.052; 0.004; 0.820; 0.005; 0.130; 0.007;              ;245.967646;-26.479560
245.96759806;-26.48477000;25998;21.413; 0.025; 1.649; 0.054;      ;      ;              ;245.967598;-26.484770
245.96646611;-26.55167000;26001;16.704; 0.003; 0.835; 0.004; 0.140; 0.004;              ;245.966466;-26.551670
245.96781000;-26.47311000;26004;17.132; 0.005; 0.818; 0.005; 0.127; 0.005;              ;245.967810;-26.473110
245.96724306;-26.50863000;26006;16.953; 0.003; 0.823; 0.004; 0.129; 0.004;              ;245.967243;-26.508630
245.96820806;-26.45278000;26008;21.174; 0.020; 1.524; 0.038;      ;      ;              ;245.968208;-26.452780
245.96736194;-26.50382000;26010;16.908; 0.004; 0.819; 0.004; 0.128; 0.004;              ;245.967362;-26.503820
245.96767194;-26.48581000;26012;21.469; 0.023; 1.870; 0.052;      ;      ;              ;245.967672;-26.485810
245.96769889;-26.48430000;26013;18.447; 0.006; 0.991; 0.007; 0.315; 0.012;              ;245.967699;-26.484300
245.96672111;-26.54284000;26015;17.849; 0.003; 0.908; 0.004; 0.171; 0.007;              ;245.966721;-26.542840
245.96646806;-26.55935000;26019;21.141; 0.017; 1.614; 0.038;      ;      ;              ;245.966468;-26.559350
245.96680306;-26.54011000;26021;19.668; 0.007; 0.898; 0.012; 0.199; 0.020;              ;245.966803;-26.540110
245.96689389;-26.53538000;26023;21.280; 0.020; 1.669; 0.039;      ;      ;              ;245.966894;-26.535380
245.96803194;-26.46905000;26024;17.335; 0.005; 0.843; 0.006; 0.127; 0.006;              ;245.968032;-26.469050
245.96749694;-26.50231000;26028;17.300; 0.003; 0.842; 0.004; 0.126; 0.005;              ;245.967497;-26.502310
245.96684889;-26.54184000;26030;20.844; 0.016; 1.519; 0.025;      ;      ;              ;245.966849;-26.541840
245.96745611;-26.50677000;26031;13.221; 0.003; 1.011; 0.004;      ;      ;              ;245.967456;-26.506770
245.96700389;-26.53339000;26032;18.432; 0.005; 0.981; 0.006; 0.299; 0.009;              ;245.967004;-26.533390
245.96618194;-26.58196000;26035;21.582; 0.025; 1.694; 0.050;      ;      ;              ;245.966182;-26.581960
245.96684306;-26.54523000;26036;17.666; 0.003; 0.880; 0.004; 0.148; 0.005;              ;245.966843;-26.545230
245.96661389;-26.56024000;26039;18.730; 0.005; 1.158; 0.007; 0.720; 0.017;              ;245.966614;-26.560240
245.96756611;-26.50453000;26040;17.224; 0.004; 0.844; 0.004; 0.123; 0.005;              ;245.967566;-26.504530
245.96644306;-26.57049000;26044;18.478; 0.005; 1.112; 0.006; 0.634; 0.012;              ;245.966443;-26.570490
245.96618194;-26.58611000;26046;19.074; 0.009; 1.105; 0.012; 0.615; 0.015;              ;245.966182;-26.586110
245.96807306;-26.47541000;26047;17.534; 0.004; 0.861; 0.005; 0.140; 0.006;              ;245.968073;-26.475410
245.96837611;-26.45846000;26050;17.871; 0.007; 0.886; 0.008; 0.203; 0.011;              ;245.968376;-26.458460
245.96652389;-26.57227000;26053;18.577; 0.006; 1.049; 0.007; 0.492; 0.011;              ;245.966524;-26.572270
245.96812111;-26.47948000;26055;17.157; 0.003; 0.835; 0.004; 0.120; 0.006;              ;245.968121;-26.479480
245.96764500;-26.50839000;26058;17.522; 0.004; 0.865; 0.005; 0.142; 0.006;              ;245.967645;-26.508390
245.96731500;-26.52857000;26061;15.644; 0.005; 1.063; 0.007; 0.452; 0.006;              ;245.967315;-26.528570
245.96761194;-26.51127000;26063;18.277; 0.005; 0.953; 0.006; 0.274; 0.011;              ;245.967612;-26.511270
245.96702889;-26.54641000;26065;18.275; 0.004; 0.968; 0.005; 0.250; 0.007;              ;245.967029;-26.546410
245.96795500;-26.49241000;26068;17.811; 0.003; 0.897; 0.004; 0.173; 0.007;              ;245.967955;-26.492410
245.96841389;-26.46580000;26070;14.701; 0.004; 0.979; 0.007; 0.470; 0.008;              ;245.968414;-26.465800
245.96763194;-26.51482000;26073;21.554; 0.024; 1.081; 0.039;      ;      ;              ;245.967632;-26.514820
245.96854389;-26.46207000;26074;20.140; 0.010; 1.353; 0.017;      ;      ;              ;245.968544;-26.462070
245.96762306;-26.51687000;26076;18.373; 0.004; 0.963; 0.006; 0.305; 0.009;              ;245.967623;-26.516870
245.96859000;-26.46021000;26081;18.230; 0.007; 0.943; 0.010; 0.280; 0.013;              ;245.968590;-26.460210
245.96829389;-26.47803000;26082;18.469; 0.006; 0.993; 0.007; 0.352; 0.009;              ;245.968294;-26.478030
245.96830889;-26.47727000;26083;19.640; 0.007; 1.218; 0.011; 0.887; 0.039;              ;245.968309;-26.477270
245.96761194;-26.51930000;26084;18.453; 0.004; 0.977; 0.006; 0.320; 0.012;              ;245.967612;-26.519300
245.96744889;-26.52944000;26087;18.757; 0.007; 1.073; 0.013; 0.433; 0.017;              ;245.967449;-26.529440
245.96832889;-26.47755000;26088;20.819; 0.016; 1.554; 0.036;      ;      ;              ;245.968329;-26.477550
245.96708806;-26.55085000;26090;17.862; 0.004; 0.904; 0.004; 0.197; 0.007;              ;245.967088;-26.550850
245.96838111;-26.47629000;26092;19.180; 0.007; 1.116; 0.011; 0.660; 0.022;              ;245.968381;-26.476290
245.96848500;-26.47160000;26094;16.493; 0.004; 0.841; 0.005; 0.145; 0.006;              ;245.968485;-26.471600
245.96719611;-26.54799000;26098;17.731; 0.004; 0.881; 0.005; 0.164; 0.005;              ;245.967196;-26.547990
245.96753889;-26.52800000;26099;18.342; 0.007; 0.949; 0.012; 0.264; 0.012;              ;245.967539;-26.528000
245.96872694;-26.46069000;26102;18.098; 0.007; 0.939; 0.008; 0.257; 0.013;              ;245.968727;-26.460690
245.96775889;-26.51830000;26104;17.872; 0.004; 0.899; 0.004; 0.166; 0.007;              ;245.967759;-26.518300
245.96824500;-26.49029000;26105;21.622; 0.030; 1.110; 0.042;      ;      ;              ;245.968245;-26.490290
245.96682389;-26.57562000;26107;18.326; 0.005; 0.956; 0.007; 0.297; 0.009;              ;245.966824;-26.575620
245.96741389;-26.54232000;26110;18.615; 0.006; 1.031; 0.007; 0.377; 0.012;              ;245.967414;-26.542320
245.96701111;-26.56672000;26111;21.303; 0.023; 1.174; 0.037;      ;      ;              ;245.967011;-26.566720
245.96773194;-26.52493000;26112;17.789; 0.003; 0.879; 0.004; 0.134; 0.006;              ;245.967732;-26.524930
245.96730500;-26.55348000;26116;17.887; 0.004; 0.917; 0.004; 0.197; 0.005;              ;245.967305;-26.553480
245.96768500;-26.53339000;26119;21.197; 0.019; 0.949; 0.030; 0.284; 0.058;              ;245.967685;-26.533390
245.96849806;-26.48648000;26121;19.101; 0.006; 1.112; 0.008; 0.593; 0.015;              ;245.968498;-26.486480
245.96779806;-26.52819000;26123;18.692; 0.009; 1.013; 0.016; 0.440; 0.019;              ;245.967798;-26.528190
245.96787611;-26.52766000;26127;17.708; 0.003; 0.862; 0.004; 0.167; 0.005;              ;245.967876;-26.527660
245.96675194;-26.59509000;26131;19.078; 0.012; 0.892; 0.014; 0.193; 0.015;              ;245.966752;-26.595090
245.96739694;-26.56127000;26134;20.991; 0.012; 1.528; 0.035;      ;      ;              ;245.967397;-26.561270
245.96706389;-26.58073000;26135;22.121; 0.034; 0.051; 0.043;-0.811; 0.036;              ;245.967064;-26.580730
245.96768000;-26.54548000;26136;19.593; 0.008; 1.199; 0.012; 0.781; 0.030;              ;245.967680;-26.545480
245.96813306;-26.51979000;26139;17.650; 0.004; 0.859; 0.004; 0.115; 0.005;              ;245.968133;-26.519790
245.96851500;-26.49765000;26140;21.720; 0.023; 1.722; 0.057;      ;      ;              ;245.968515;-26.497650
245.96768694;-26.54830000;26143;18.036; 0.004; 0.915; 0.005; 0.216; 0.009;              ;245.967687;-26.548300
245.96830500;-26.51345000;26146;16.525; 0.003; 0.844; 0.004; 0.152; 0.004;              ;245.968305;-26.513450
245.96904111;-26.47214000;26150;17.699; 0.006; 0.883; 0.007; 0.168; 0.007;              ;245.969041;-26.472140
245.96855111;-26.50144000;26153;16.463; 0.003; 0.851; 0.004; 0.159; 0.004;              ;245.968551;-26.501440
245.96888111;-26.48326000;26155;19.251; 0.005; 1.527; 0.011; 1.605; 0.044;              ;245.968881;-26.483260
245.96732806;-26.57558000;26156;20.639; 0.016; 1.460; 0.028;      ;      ;              ;245.967328;-26.575580
245.96754194;-26.56469000;26157;19.644; 0.008; 1.222; 0.012; 0.916; 0.027;              ;245.967542;-26.564690
245.96831806;-26.52121000;26160;19.387; 0.009; 1.156; 0.012; 0.760; 0.028;              ;245.968318;-26.521210
245.96714111;-26.59062000;26162;20.293; 0.015; 0.971; 0.020; 0.317; 0.031;              ;245.967141;-26.590620
245.96817611;-26.53062000;26164;19.419; 0.006; 1.169; 0.010; 0.788; 0.030;              ;245.968176;-26.530620
245.96907111;-26.47896000;26166;20.933; 0.015; 1.582; 0.034;      ;      ;              ;245.969071;-26.478960
245.96707500;-26.59590000;26167;20.976; 0.017; 1.546; 0.031;      ;      ;              ;245.967075;-26.595900
245.96791806;-26.54746000;26169;18.628; 0.004; 0.999; 0.006; 0.390; 0.009;              ;245.967918;-26.547460
245.96734389;-26.58342000;26174;18.303; 0.008; 0.948; 0.010; 0.278; 0.012;              ;245.967344;-26.583420
245.96874694;-26.50167000;26176;18.027; 0.007; 0.912; 0.011; 0.216; 0.013;              ;245.968747;-26.501670
245.96884500;-26.49619000;26177;22.144; 0.029; 1.617; 0.084;      ;      ;              ;245.968845;-26.496190
245.96850806;-26.51646000;26178;21.444; 0.024; 1.767; 0.051;      ;      ;              ;245.968508;-26.516460
245.96907889;-26.48477000;26181;16.650; 0.004; 0.840; 0.004; 0.133; 0.004;              ;245.969079;-26.484770
245.96791306;-26.55617000;26185;21.079; 0.019; 1.543; 0.042;      ;      ;              ;245.967913;-26.556170
245.96976194;-26.45355000;26190;18.832; 0.010; 1.026; 0.013; 0.440; 0.017;              ;245.969762;-26.453550
245.96894500;-26.50250000;26192;21.082; 0.018; 1.538; 0.039;      ;      ;              ;245.968945;-26.502500
245.96820611;-26.54839000;26194;21.016; 0.022; 1.551; 0.042;      ;      ;              ;245.968206;-26.548390
245.96872306;-26.51812000;26196;18.112; 0.004; 0.937; 0.005; 0.230; 0.008;              ;245.968723;-26.518120
245.96962306;-26.46708000;26201;17.513; 0.005; 0.904; 0.006; 0.160; 0.009;              ;245.969623;-26.467080
245.96933389;-26.48637000;26203;20.460; 0.012; 1.082; 0.018; 0.665; 0.046;              ;245.969334;-26.486370
245.96895389;-26.50939000;26205;19.741; 0.009; 1.219; 0.013; 0.982; 0.052;              ;245.968954;-26.509390
245.96824611;-26.55122000;26206;19.198; 0.009; 1.552; 0.014;      ;      ;              ;245.968246;-26.551220
245.96880389;-26.51953000;26210;17.594; 0.004; 0.854; 0.006; 0.152; 0.009;              ;245.968804;-26.519530
245.96855889;-26.53416000;26212;18.846; 0.004; 1.208; 0.006;      ;      ;              ;245.968559;-26.534160
245.96789194;-26.57554000;26216;19.924; 0.009; 0.989; 0.014;      ;      ;              ;245.967892;-26.575540
245.96842806;-26.54445000;26219;17.851; 0.004; 0.904; 0.005; 0.163; 0.012;              ;245.968428;-26.544450
245.96784694;-26.57915000;26221;19.024; 0.007; 1.067; 0.010;      ;      ;              ;245.967847;-26.579150
245.96885611;-26.52068000;26222;18.652; 0.005; 1.037; 0.006; 0.368; 0.021;              ;245.968856;-26.520680
245.96894194;-26.51599000;26225;18.297; 0.007; 0.947; 0.010; 0.290; 0.012;              ;245.968942;-26.515990
245.96904306;-26.51197000;26226;22.426; 0.045; 1.937; 0.169;      ;      ;              ;245.969043;-26.511970
245.96980500;-26.46862000;26227;16.259; 0.011; 0.879; 0.017; 0.188; 0.015;              ;245.969805;-26.468620
245.96865111;-26.53942000;26231;18.136; 0.005; 0.941; 0.006; 0.218; 0.018;              ;245.968651;-26.539420
245.96833000;-26.56132000;26234;18.465; 0.005; 0.977; 0.006;      ;      ;              ;245.968330;-26.561320
245.96799306;-26.58358000;26235;21.659; 0.027; 1.133; 0.042;      ;      ;              ;245.967993;-26.583580
245.96921806;-26.51231000;26236;22.030; 0.040; 1.899; 0.131;      ;      ;              ;245.969218;-26.512310
245.96874306;-26.54096000;26238;17.620; 0.003; 0.882; 0.004; 0.089; 0.012;              ;245.968743;-26.540960
245.96948111;-26.49815000;26239;19.564; 0.016; 1.249; 0.019; 0.956; 0.038;              ;245.969481;-26.498150
245.96855389;-26.55279000;26241;18.382; 0.006; 0.966; 0.007;      ;      ;              ;245.968554;-26.552790
245.96821194;-26.57281000;26242;20.039; 0.016; 1.298; 0.019;      ;      ;              ;245.968212;-26.572810
245.96936306;-26.50563000;26245;16.781; 0.004; 0.824; 0.006; 0.137; 0.006;              ;245.969363;-26.505630
245.96970389;-26.48711000;26246;18.227; 0.004; 0.943; 0.005; 0.261; 0.013;              ;245.969704;-26.487110
245.96992806;-26.47562000;26250;16.403; 0.004; 0.843; 0.006; 0.146; 0.007;              ;245.969928;-26.475620
245.96903694;-26.52870000;26252;19.650; 0.011; 0.979; 0.014; 0.469; 0.032;              ;245.969037;-26.528700
245.96847306;-26.56173000;26254;19.226; 0.007; 1.134; 0.010;      ;      ;              ;245.968473;-26.561730
245.96943194;-26.50673000;26256;17.910; 0.006; 0.909; 0.007; 0.208; 0.007;              ;245.969432;-26.506730
245.97013389;-26.46526000;26259;16.611; 0.004; 0.799; 0.010; 0.141; 0.012;              ;245.970134;-26.465260
245.96805194;-26.58862000;26262;22.321; 0.059; 0.847; 0.079;      ;      ;              ;245.968052;-26.588620
245.96955500;-26.50122000;26264;17.026; 0.003; 0.815; 0.006; 0.130; 0.006;              ;245.969555;-26.501220
245.96864389;-26.55731000;26268;18.291; 0.006; 0.955; 0.007; 0.279; 0.009;              ;245.968644;-26.557310
245.96937889;-26.51499000;26270;20.356; 0.014; 1.408; 0.022; 1.358; 0.102;              ;245.969379;-26.514990
245.96924389;-26.52658000;26273;21.455; 0.028; 1.194; 0.049;      ;      ;              ;245.969244;-26.526580
245.96851389;-26.56927000;26274;18.549; 0.005; 1.330; 0.007; 1.225; 0.024;              ;245.968514;-26.569270
245.96886694;-26.54924000;26276;17.875; 0.003; 0.900; 0.004; 0.194; 0.007;              ;245.968867;-26.549240
245.96858500;-26.56588000;26278;18.236; 0.005; 0.947; 0.006; 0.261; 0.009;              ;245.968585;-26.565880
245.96867111;-26.56466000;26280;18.619; 0.005; 1.033; 0.007; 0.367; 0.011;              ;245.968671;-26.564660
245.97052500;-26.45582000;26283;17.762; 0.009; 0.892; 0.011; 0.181; 0.011;              ;245.970525;-26.455820
245.96820111;-26.59374000;26285;19.924; 0.013; 1.224; 0.019; 1.059; 0.041;              ;245.968201;-26.593740
245.97054500;-26.45826000;26286;21.961; 0.033; 1.737; 0.085;      ;      ;              ;245.970545;-26.458260
245.96905194;-26.54705000;26288;19.815; 0.011; 1.276; 0.019;      ;      ;              ;245.969052;-26.547050
245.97046500;-26.46377000;26291;17.532; 0.006; 0.874; 0.007; 0.149; 0.011;              ;245.970465;-26.463770
